link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_bike,person_vol_walk,MEU_vol_auto,MEU_vol_bike,MEU_vol_walk,mode_cap_auto,mode_cap_bike,mode_cap_walk,mode_VOC_auto,mode_VOC_bike,mode_VOC_walk,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
42,42,bpr,14,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21090.781,-1.000,0.000,0.000,0.000,0.000,,,,0.000,21090.781,205.823,0.000,0.000,0.000,4.283,4.283,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,21090.781,0.955,1.142,31.012,1.083,60.000,51.000,0.400,4.000,0.001,0.000,52432.023,521660544.000,52432.023,521660544.000,521659136.000,521658912.000,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",2997.799,6959.653,11133.329,21090.781,21090.781,21090.781,4.283,35.151,21.091,4.283,35.151,21.091,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21090.781,21090.781,0.000,0.000,0.000,0.000,4.283,4.283,0.000,31.012,31.012,0.000,period-based
43,43,bpr,15,10,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,48620.047,-1.000,0.000,0.000,0.000,0.000,,,,0.000,48620.047,156.878,0.000,0.000,0.000,3.598,3.598,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,48620.049,0.955,1.142,80.465,1.083,60.000,51.000,0.400,4.000,0.000,0.000,181305.328,50942320640.000,181305.328,50942320640.000,50942316544.000,50942316544.000,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",48620.049,0.000,0.000,48620.049,48620.049,48620.049,3.598,81.033,48.620,3.598,81.033,48.620,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,48620.047,48620.047,0.000,0.000,0.000,0.000,3.598,3.598,0.000,80.465,80.465,0.000,period-based
44,44,bpr,15,14,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,23973.768,-1.000,0.000,0.000,0.000,0.000,,,,0.000,23973.768,363.406,0.000,0.000,0.000,4.676,4.676,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,23973.768,0.955,1.142,35.896,1.083,60.000,51.000,0.400,4.000,0.001,0.000,74498.969,1237400448.000,74498.969,1237400448.000,1237398400.000,1237398016.000,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",10544.022,4814.053,8615.692,23973.768,23973.768,23973.768,4.676,39.956,23.974,4.676,39.956,23.974,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23973.768,23973.768,0.000,0.000,0.000,0.000,4.676,4.676,0.000,35.896,35.896,0.000,period-based
45,45,bpr,15,19,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,27200.059,-1.000,0.000,0.000,0.000,0.000,,,,0.000,27200.059,8.474,0.000,0.000,0.000,1.868,1.868,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,27200.059,0.955,1.142,41.462,1.083,60.000,51.000,0.400,4.000,0.000,0.000,50714.840,1395808384.000,50714.840,1395808384.000,1395807104.000,1395806848.000,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",13808.926,3664.159,9726.974,27200.059,27200.059,27200.059,1.868,45.333,27.200,1.868,45.333,27.200,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,27200.059,27200.059,0.000,0.000,0.000,0.000,1.868,1.868,0.000,41.462,41.462,0.000,period-based
46,46,bpr,15,22,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,41351.977,-1.000,0.000,0.000,0.000,0.000,,,,0.000,41351.977,157.975,0.000,0.000,0.000,4.308,4.308,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,41351.977,0.955,1.142,66.885,1.083,60.000,51.000,0.400,4.000,0.000,0.000,77101.258,11335838720.000,77101.258,11335838720.000,11335836672.000,11335835648.000,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",36937.516,1686.665,2727.797,41351.977,41351.977,41351.977,4.308,68.920,41.352,4.308,68.920,41.352,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,41351.977,41351.977,0.000,0.000,0.000,0.000,4.308,4.308,0.000,66.885,66.885,0.000,period-based
47,47,bpr,16,8,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21499.703,-1.000,0.000,0.000,0.000,0.000,,,,0.000,21499.703,252.208,0.000,0.000,0.000,4.261,4.261,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,21499.704,0.955,1.142,31.699,1.083,60.000,51.000,0.400,4.000,0.001,0.000,66810.766,717787584.000,66810.766,717787584.000,717785792.000,717785472.000,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",698.500,6498.694,14302.510,21499.704,21499.704,21499.704,4.261,35.833,21.500,4.261,35.833,21.500,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21499.704,21499.704,0.000,0.000,0.000,0.000,4.261,4.261,0.000,31.699,31.699,0.000,period-based
48,48,bpr,16,10,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,25354.424,-1.000,0.000,0.000,0.000,0.000,,,,0.000,25354.424,450.312,0.000,0.000,0.000,5.222,5.222,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,25354.423,0.955,1.142,38.266,1.083,60.000,51.000,0.400,4.000,0.000,0.000,63031.508,1309741824.000,63031.508,1309741824.000,1309740160.000,1309739776.000,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",10300.561,4994.163,10059.699,25354.423,25354.423,25354.423,5.222,42.257,25.354,5.222,42.257,25.354,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,25354.423,25354.423,0.000,0.000,0.000,0.000,5.222,5.222,0.000,38.266,38.266,0.000,period-based
49,49,bpr,16,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,29146.174,-1.000,0.000,0.000,0.000,0.000,,,,0.000,29146.174,291.381,0.000,0.000,0.000,5.573,5.573,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,29146.174,0.955,1.142,44.865,1.083,60.000,51.000,0.400,4.000,0.000,0.000,36228.930,1314594560.000,36228.930,1314594560.000,1314593536.000,1314593408.000,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",11498.924,5813.512,11833.738,29146.174,29146.174,29146.174,5.573,48.577,29.146,5.573,48.577,29.146,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,29146.173,29146.173,0.000,0.000,0.000,0.000,5.573,5.573,0.000,44.865,44.865,0.000,period-based
50,50,bpr,16,18,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,35701.336,-1.000,0.000,0.000,0.000,0.000,,,,0.000,35701.336,7.874,0.000,0.000,0.000,1.814,1.814,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,35701.337,0.955,1.142,56.557,1.083,60.000,51.000,0.400,4.000,0.000,0.000,66565.570,5437452288.000,66565.570,5437452288.000,5437450752.000,5437450240.000,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",30695.025,1106.853,3899.459,35701.337,35701.337,35701.337,1.814,59.502,35.701,1.814,59.502,35.701,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,35701.338,35701.338,0.000,0.000,0.000,0.000,1.814,1.814,0.000,56.557,56.557,0.000,period-based
51,51,bpr,17,10,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,23828.633,-1.000,0.000,0.000,0.000,0.000,,,,0.000,23828.633,630.234,0.000,0.000,0.000,4.772,4.772,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,23828.633,0.955,1.142,35.648,1.083,60.000,51.000,0.400,4.000,0.001,0.000,118476.734,1920634240.000,118476.734,1920634240.000,1920631040.000,1920630400.000,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",11725.454,3508.218,8594.961,23828.633,23828.633,23828.633,4.772,39.714,23.829,4.772,39.714,23.829,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23828.633,23828.633,0.000,0.000,0.000,0.000,4.772,4.772,0.000,35.648,35.648,0.000,period-based
52,52,bpr,17,16,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,28663.537,-1.000,0.000,0.000,0.000,0.000,,,,0.000,28663.537,272.685,0.000,0.000,0.000,5.481,5.481,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,28663.537,0.955,1.142,44.018,1.083,60.000,51.000,0.400,4.000,0.000,0.000,35629.008,1209297664.000,35629.008,1209297664.000,1209296768.000,1209296512.000,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",11330.159,5567.739,11765.639,28663.537,28663.537,28663.537,5.481,47.773,28.664,5.481,47.773,28.664,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,28663.537,28663.537,0.000,0.000,0.000,0.000,5.481,5.481,0.000,44.018,44.018,0.000,period-based
53,53,bpr,17,19,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,27098.875,-1.000,0.000,0.000,0.000,0.000,,,,0.000,27098.875,300.755,0.000,0.000,0.000,5.618,5.618,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,27098.875,0.955,1.142,41.286,1.083,60.000,51.000,0.400,4.000,0.000,0.000,33684.121,913359424.000,33684.121,913359424.000,913358528.000,913358400.000,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",851.869,7450.894,18796.112,27098.875,27098.875,27098.875,5.618,45.165,27.099,5.618,45.165,27.099,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,27098.875,27098.875,0.000,0.000,0.000,0.000,5.618,5.618,0.000,41.286,41.286,0.000,period-based
54,54,bpr,18,7,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,28498.307,-1.000,0.000,0.000,0.000,0.000,,,,0.000,28498.307,2.660,0.000,0.000,0.000,1.218,1.218,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,28498.307,0.955,1.142,43.728,1.083,60.000,51.000,0.400,4.000,0.000,0.000,35423.625,1174842624.000,35423.625,1174842624.000,1174841600.000,1174841472.000,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",22289.688,533.576,5675.043,28498.307,28498.307,28498.307,1.218,47.497,28.498,1.218,47.497,28.498,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,28498.306,28498.306,0.000,0.000,0.000,0.000,1.218,1.218,0.000,43.728,43.728,0.000,period-based
55,55,bpr,18,16,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,34863.957,-1.000,0.000,0.000,0.000,0.000,,,,0.000,34863.957,7.432,0.000,0.000,0.000,1.772,1.772,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,34863.957,0.955,1.142,55.045,1.083,60.000,51.000,0.400,4.000,0.000,0.000,65004.270,4828993536.000,65004.270,4828993536.000,4828992000.000,4828991488.000,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",30632.033,1082.345,3149.580,34863.957,34863.957,34863.957,1.772,58.107,34.864,1.772,58.107,34.864,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,34863.958,34863.958,0.000,0.000,0.000,0.000,1.772,1.772,0.000,55.045,55.045,0.000,period-based
56,56,bpr,18,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,34388.758,-1.000,0.000,0.000,0.000,0.000,,,,0.000,34388.758,6.797,0.000,0.000,0.000,1.469,1.469,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,34388.756,0.955,1.142,54.189,1.083,60.000,51.000,0.400,4.000,0.000,0.000,85491.008,6011660288.000,85491.008,6011660288.000,6011657728.000,6011657728.000,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",30291.079,292.997,3804.680,34388.756,34388.756,34388.756,1.469,57.315,34.389,1.469,57.315,34.389,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,34388.755,34388.755,0.000,0.000,0.000,0.000,1.469,1.469,0.000,54.189,54.189,0.000,period-based
57,57,bpr,19,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,26373.539,-1.000,0.000,0.000,0.000,0.000,,,,0.000,26373.539,7.838,0.000,0.000,0.000,1.811,1.811,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,26373.540,0.955,1.142,40.027,1.083,60.000,51.000,0.400,4.000,0.000,0.000,49173.785,1196242816.000,49173.785,1196242816.000,1196241536.000,1196241280.000,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",14114.818,3289.862,8968.860,26373.540,26373.540,26373.540,1.811,43.956,26.374,1.811,43.956,26.374,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,26373.539,26373.539,0.000,0.000,0.000,0.000,1.811,1.811,0.000,40.027,40.027,0.000,period-based
58,58,bpr,19,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,26290.613,-1.000,0.000,0.000,0.000,0.000,,,,0.000,26290.613,266.675,0.000,0.000,0.000,5.450,5.450,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,26290.614,0.955,1.142,39.883,1.083,60.000,51.000,0.400,4.000,0.000,0.000,32679.445,785036288.000,32679.445,785036288.000,785035392.000,785035200.000,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",761.975,6835.205,18693.435,26290.614,26290.614,26290.614,5.450,43.818,26.291,5.450,43.818,26.291,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,26290.615,26290.615,0.000,0.000,0.000,0.000,5.450,5.450,0.000,39.883,39.883,0.000,period-based
59,59,bpr,19,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,22321.123,-1.000,0.000,0.000,0.000,0.000,,,,0.000,22321.123,241.810,0.000,0.000,0.000,4.462,4.462,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,22321.124,0.955,1.142,33.086,1.083,60.000,51.000,0.400,4.000,0.001,0.000,55490.672,692631040.000,55490.672,692631040.000,692629568.000,692629312.000,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",5326.858,5164.387,11829.879,22321.124,22321.124,22321.124,4.462,37.202,22.321,4.462,37.202,22.321,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22321.124,22321.124,0.000,0.000,0.000,0.000,4.462,4.462,0.000,33.086,33.086,0.000,period-based
60,60,bpr,20,18,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,35185.180,-1.000,0.000,0.000,0.000,0.000,,,,0.000,35185.180,7.065,0.000,0.000,0.000,1.503,1.503,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,35185.180,0.955,1.142,55.624,1.083,60.000,51.000,0.400,4.000,0.000,0.000,87470.922,6740790272.000,87470.922,6740790272.000,6740787712.000,6740787200.000,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",30721.126,312.324,4151.730,35185.180,35185.180,35185.180,1.503,58.642,35.185,1.503,58.642,35.185,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,35185.181,35185.181,0.000,0.000,0.000,0.000,1.503,1.503,0.000,55.624,55.624,0.000,period-based
61,61,bpr,20,19,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,22186.471,-1.000,0.000,0.000,0.000,0.000,,,,0.000,22186.471,236.123,0.000,0.000,0.000,4.435,4.435,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,22186.470,0.955,1.142,32.858,1.083,60.000,51.000,0.400,4.000,0.001,0.000,55155.926,671990400.000,55155.926,671990400.000,671988928.000,671988672.000,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",5542.855,5149.490,11494.125,22186.470,22186.470,22186.470,4.435,36.977,22.186,4.435,36.977,22.186,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22186.471,22186.471,0.000,0.000,0.000,0.000,4.435,4.435,0.000,32.858,32.858,0.000,period-based
62,62,bpr,20,21,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,19492.877,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19492.877,204.232,0.000,0.000,0.000,3.852,3.852,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,19492.877,0.955,1.142,28.344,1.083,60.000,51.000,0.400,4.000,0.001,0.000,72689.414,527716928.000,72689.414,527716928.000,527714976.000,527714624.000,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",7543.965,3737.962,8210.949,19492.877,19492.877,19492.877,3.852,32.488,19.493,3.852,32.488,19.493,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19492.876,19492.876,0.000,0.000,0.000,0.000,3.852,3.852,0.000,28.344,28.344,0.000,period-based
