od_seq_id,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,mode_type,demand_period,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,volume_s0,volume_s1,avg_tt_s0,avg_tt_s1,avg_distance_km_s0,avg_distance_km_s1,avg_cost_s0,avg_cost_s1,
1,12,24,11,23,0,0,bike,am,0,-96.780137,43.543941,-96.749200,43.503164,500.00,1000.00,9786645.00,270190656.00,4.53,5.15,0.00,0.00,
1,12,24,11,23,0,0,walk,am,0,-96.780137,43.543941,-96.749200,43.503164,500.00,1000.00,4681153.00,115259888.00,6.08,6.16,0.00,0.00,
1,13,1,12,0,0,1,auto,am,0,-96.793377,43.490707,-96.770420,43.612828,500.00,1000.00,13.34,77.15,11.00,11.00,0.00,0.00,
1,13,1,12,0,0,1,bike,am,0,-96.793377,43.490707,-96.770420,43.612828,500.00,1000.00,0.00,391324992.00,0.00,5.41,0.00,0.00,
1,13,1,12,0,0,1,walk,am,0,-96.793377,43.490707,-96.770420,43.612828,500.00,1000.00,3842352.00,230344752.00,4.23,8.94,0.00,0.00,
1,13,2,12,1,0,2,auto,am,0,-96.793377,43.490707,-96.711251,43.605813,300.00,600.00,19.43,87.12,17.00,17.00,0.00,0.00,
1,13,2,12,1,0,2,bike,am,0,-96.793377,43.490707,-96.711251,43.605813,300.00,600.00,0.00,375118336.00,0.00,7.43,0.00,0.00,
1,13,2,12,1,0,2,walk,am,0,-96.793377,43.490707,-96.711251,43.605813,300.00,600.00,3652368.75,242507520.00,5.90,13.49,0.00,0.00,
1,13,3,12,2,0,0,auto,am,0,-96.793377,43.490707,-96.774303,43.572962,100.00,200.00,9.09,64.22,7.00,7.00,0.00,0.00,
1,13,3,12,2,0,0,bike,am,0,-96.793377,43.490707,-96.774303,43.572962,100.00,200.00,25398650.00,408191232.00,7.00,4.08,0.00,0.00,
1,13,3,12,2,0,0,walk,am,0,-96.793377,43.490707,-96.774303,43.572962,100.00,200.00,9052155.00,211129760.00,7.00,5.91,0.00,0.00,
1,13,4,12,3,0,0,auto,am,0,-96.793377,43.490707,-96.747168,43.563654,600.00,1200.00,26.42,279.42,11.00,11.00,0.00,0.00,
1,13,4,12,3,0,0,bike,am,0,-96.793377,43.490707,-96.747168,43.563654,600.00,1200.00,1909473.88,276579424.00,2.20,10.10,0.00,0.00,
1,13,4,12,3,0,0,walk,am,0,-96.793377,43.490707,-96.747168,43.563654,600.00,1200.00,3152753.25,125602096.00,10.18,12.87,0.00,0.00,
1,13,5,12,4,0,0,auto,am,0,-96.793377,43.490707,-96.731569,43.564034,200.00,400.00,38.61,485.89,13.00,13.00,0.00,0.00,
1,13,5,12,4,0,0,bike,am,0,-96.793377,43.490707,-96.731569,43.564034,200.00,400.00,0.00,286400736.00,0.00,8.11,0.00,0.00,
1,13,5,12,4,0,0,walk,am,0,-96.793377,43.490707,-96.731569,43.564034,200.00,400.00,4752467.50,230332800.00,11.16,18.29,0.00,0.00,
1,13,6,12,5,0,0,auto,am,0,-96.793377,43.490707,-96.711644,43.587586,200.00,400.00,63.37,1603.31,17.45,17.30,0.00,0.00,
1,13,6,12,5,0,0,bike,am,0,-96.793377,43.490707,-96.711644,43.587586,200.00,400.00,0.00,323713728.00,0.00,7.94,0.00,0.00,
1,13,6,12,5,0,0,walk,am,0,-96.793377,43.490707,-96.711644,43.587586,200.00,400.00,5375316.00,236720512.00,10.92,16.29,0.00,0.00,
1,13,7,12,6,0,0,auto,am,0,-96.793377,43.490707,-96.693423,43.563844,400.00,800.00,887.31,15420.79,33.77,34.07,0.00,0.00,
1,13,7,12,6,0,0,bike,am,0,-96.793377,43.490707,-96.693423,43.563844,400.00,800.00,0.00,122863688.00,0.00,2.08,0.00,0.00,
1,13,7,12,6,0,0,walk,am,0,-96.793377,43.490707,-96.693423,43.563844,400.00,800.00,6236323.00,234310128.00,6.55,11.14,0.00,0.00,
1,13,8,12,7,0,0,auto,am,0,-96.793377,43.490707,-96.711382,43.562324,600.00,1200.00,621.57,11383.70,27.47,28.18,0.00,0.00,
1,13,8,12,7,0,0,bike,am,0,-96.793377,43.490707,-96.711382,43.562324,600.00,1200.00,0.00,228768848.00,0.00,5.14,0.00,0.00,
1,13,8,12,7,0,0,walk,am,0,-96.793377,43.490707,-96.711382,43.562324,600.00,1200.00,5470000.00,261724560.00,11.05,16.51,0.00,0.00,
1,13,9,12,8,0,0,auto,am,0,-96.793377,43.490707,-96.731241,43.548596,600.00,1200.00,276.53,4559.10,17.97,18.06,0.00,0.00,
1,13,9,12,8,0,0,bike,am,0,-96.793377,43.490707,-96.731241,43.548596,600.00,1200.00,0.00,75263816.00,0.00,2.05,0.00,0.00,
1,13,9,12,8,0,0,walk,am,0,-96.793377,43.490707,-96.731241,43.548596,600.00,1200.00,5208208.50,279036992.00,12.67,21.31,0.00,0.00,
1,13,10,12,9,0,0,auto,am,0,-96.793377,43.490707,-96.731438,43.545271,1900.00,3800.00,349.14,5507.70,20.72,20.95,0.00,0.00,
1,13,10,12,9,0,0,bike,am,0,-96.793377,43.490707,-96.731438,43.545271,1900.00,3800.00,0.00,229163744.00,0.00,3.01,0.00,0.00,
1,13,10,12,9,0,0,walk,am,0,-96.793377,43.490707,-96.731438,43.545271,1900.00,3800.00,6802207.50,266161696.00,7.66,9.82,0.00,0.00,
1,13,11,12,10,0,0,auto,am,0,-96.793377,43.490707,-96.746841,43.544131,1000.00,2000.00,166.87,4009.30,11.96,12.47,0.00,0.00,
1,13,11,12,10,0,0,bike,am,0,-96.793377,43.490707,-96.746841,43.544131,1000.00,2000.00,7857800.00,364857056.00,5.65,9.00,0.00,0.00,
1,13,11,12,10,0,0,walk,am,0,-96.793377,43.490707,-96.746841,43.544131,1000.00,2000.00,3853808.75,130035152.00,7.77,9.00,0.00,0.00,
1,13,12,12,11,0,0,auto,am,0,-96.793377,43.490707,-96.780137,43.543941,1300.00,2600.00,3.65,21.84,3.00,3.00,0.00,0.00,
1,13,12,12,11,0,0,bike,am,0,-96.793377,43.490707,-96.780137,43.543941,1300.00,2600.00,10325975.00,297279712.00,3.00,3.00,0.00,0.00,
1,13,12,12,11,0,0,walk,am,0,-96.793377,43.490707,-96.780137,43.543941,1300.00,2600.00,3680210.25,105950528.00,3.00,3.00,0.00,0.00,
1,13,14,12,13,0,0,auto,am,0,-96.793377,43.490707,-96.751035,43.529306,600.00,1200.00,861.38,16757.93,31.22,30.99,0.00,0.00,
1,13,14,12,13,0,0,bike,am,0,-96.793377,43.490707,-96.751035,43.529306,600.00,1200.00,6553559.50,177713456.00,7.15,8.21,0.00,0.00,
1,13,14,12,13,0,0,walk,am,0,-96.793377,43.490707,-96.751035,43.529306,600.00,1200.00,2879813.25,70762912.00,8.82,9.17,0.00,0.00,
1,13,15,12,14,0,0,auto,am,0,-96.793377,43.490707,-96.731504,43.529401,700.00,1400.00,515.19,8221.65,26.56,27.24,0.00,0.00,
1,13,15,12,14,0,0,bike,am,0,-96.793377,43.490707,-96.731504,43.529401,700.00,1400.00,8208810.00,305507648.00,7.19,9.80,0.00,0.00,
1,13,15,12,14,0,0,walk,am,0,-96.793377,43.490707,-96.731504,43.529401,700.00,1400.00,4791887.00,140695344.00,11.77,12.67,0.00,0.00,
1,13,16,12,15,0,0,auto,am,0,-96.793377,43.490707,-96.711382,43.546744,600.00,1200.00,917.54,15619.11,33.56,34.12,0.00,0.00,
1,13,16,12,15,0,0,bike,am,0,-96.793377,43.490707,-96.711382,43.546744,600.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,13,16,12,15,0,0,walk,am,0,-96.793377,43.490707,-96.711382,43.546744,600.00,1200.00,1526329.50,101529408.00,3.13,7.07,0.00,0.00,
1,13,17,12,16,0,0,auto,am,0,-96.793377,43.490707,-96.711382,43.541280,500.00,1000.00,1056.81,17345.06,28.79,29.00,0.00,0.00,
1,13,17,12,16,0,0,bike,am,0,-96.793377,43.490707,-96.711382,43.541280,500.00,1000.00,3641242.25,216965824.00,3.19,7.72,0.00,0.00,
1,13,17,12,16,0,0,walk,am,0,-96.793377,43.490707,-96.711382,43.541280,500.00,1000.00,5097897.00,137902560.00,12.54,13.76,0.00,0.00,
1,13,18,12,17,0,0,auto,am,0,-96.793377,43.490707,-96.694078,43.546744,100.00,200.00,894.62,15541.16,33.21,33.63,0.00,0.00,
1,13,18,12,17,0,0,bike,am,0,-96.793377,43.490707,-96.694078,43.546744,100.00,200.00,0.00,241493920.00,0.00,4.35,0.00,0.00,
1,13,18,12,17,0,0,walk,am,0,-96.793377,43.490707,-96.694078,43.546744,100.00,200.00,8881057.00,221043200.00,9.67,11.18,0.00,0.00,
1,13,19,12,18,0,0,auto,am,0,-96.793377,43.490707,-96.711316,43.529591,300.00,600.00,531.84,8337.07,29.78,30.06,0.00,0.00,
1,13,19,12,18,0,0,bike,am,0,-96.793377,43.490707,-96.711316,43.529591,300.00,600.00,7325322.00,224818624.00,7.48,10.11,0.00,0.00,
1,13,19,12,18,0,0,walk,am,0,-96.793377,43.490707,-96.711316,43.529591,300.00,600.00,4490521.50,106594504.00,12.87,13.46,0.00,0.00,
1,13,20,12,19,0,0,auto,am,0,-96.793377,43.490707,-96.711185,43.515333,600.00,1200.00,922.25,15741.78,34.28,34.45,0.00,0.00,
1,13,20,12,19,0,0,bike,am,0,-96.793377,43.490707,-96.711185,43.515333,600.00,1200.00,7640656.50,186593216.00,8.61,9.44,0.00,0.00,
1,13,20,12,19,0,0,walk,am,0,-96.793377,43.490707,-96.711185,43.515333,600.00,1200.00,3572192.50,77954208.00,11.29,11.06,0.00,0.00,
1,13,21,12,20,0,0,auto,am,0,-96.793377,43.490707,-96.730979,43.510485,600.00,1200.00,741.57,11514.12,30.58,29.45,0.00,0.00,
1,13,21,12,20,0,0,bike,am,0,-96.793377,43.490707,-96.730979,43.510485,600.00,1200.00,5065988.00,133944008.00,5.83,6.23,0.00,0.00,
1,13,21,12,20,0,0,walk,am,0,-96.793377,43.490707,-96.730979,43.510485,600.00,1200.00,2028576.12,51228196.00,6.55,6.68,0.00,0.00,
1,13,22,12,21,0,0,auto,am,0,-96.793377,43.490707,-96.731241,43.514858,1300.00,2600.00,673.61,10653.06,29.40,29.90,0.00,0.00,
1,13,22,12,21,0,0,bike,am,0,-96.793377,43.490707,-96.731241,43.514858,1300.00,2600.00,5177607.50,144605008.00,5.65,6.95,0.00,0.00,
1,13,22,12,21,0,0,walk,am,0,-96.793377,43.490707,-96.731241,43.514858,1300.00,2600.00,2644477.75,62142876.00,8.13,8.43,0.00,0.00,
1,13,23,12,22,0,0,auto,am,0,-96.793377,43.490707,-96.750904,43.514858,800.00,1600.00,262.55,5760.74,7.28,7.50,0.00,0.00,
1,13,23,12,22,0,0,bike,am,0,-96.793377,43.490707,-96.750904,43.514858,800.00,1600.00,5234626.00,110220456.00,6.00,5.40,0.00,0.00,
1,13,23,12,22,0,0,walk,am,0,-96.793377,43.490707,-96.750904,43.514858,800.00,1600.00,1865686.00,41545544.00,6.00,5.71,0.00,0.00,
1,13,24,12,23,0,0,auto,am,0,-96.793377,43.490707,-96.749200,43.503164,800.00,1600.00,197.63,4608.66,5.36,5.45,0.00,0.00,
1,13,24,12,23,0,0,bike,am,0,-96.793377,43.490707,-96.749200,43.503164,800.00,1600.00,3705308.75,95178640.00,4.00,4.00,0.00,0.00,
1,13,24,12,23,0,0,walk,am,0,-96.793377,43.490707,-96.749200,43.503164,800.00,1600.00,1320615.50,33921712.00,4.00,4.00,0.00,0.00,
1,14,1,13,0,0,1,auto,am,0,-96.751035,43.529306,-96.770420,43.612828,300.00,600.00,461.02,12365.51,22.55,22.58,0.00,0.00,
1,14,1,13,0,0,1,bike,am,0,-96.751035,43.529306,-96.770420,43.612828,300.00,600.00,0.00,206711648.00,0.00,4.53,0.00,0.00,
1,14,1,13,0,0,1,walk,am,0,-96.751035,43.529306,-96.770420,43.612828,300.00,600.00,2893027.00,184574256.00,3.76,11.35,0.00,0.00,
1,14,2,13,1,0,2,auto,am,0,-96.751035,43.529306,-96.711251,43.605813,100.00,200.00,750.80,16560.71,34.69,34.31,0.00,0.00,
1,14,2,13,1,0,2,bike,am,0,-96.751035,43.529306,-96.711251,43.605813,100.00,200.00,0.00,171976912.00,0.00,4.67,0.00,0.00,
1,14,2,13,1,0,2,walk,am,0,-96.751035,43.529306,-96.711251,43.605813,100.00,200.00,1643222.50,190201328.00,2.74,14.49,0.00,0.00,
1,14,3,13,2,0,0,auto,am,0,-96.751035,43.529306,-96.774303,43.572962,100.00,200.00,739.39,16513.53,24.75,24.34,0.00,0.00,
1,14,3,13,2,0,0,bike,am,0,-96.751035,43.529306,-96.774303,43.572962,100.00,200.00,0.00,261107664.00,0.00,5.03,0.00,0.00,
1,14,3,13,2,0,0,walk,am,0,-96.751035,43.529306,-96.774303,43.572962,100.00,200.00,3740284.00,173359264.00,4.05,9.36,0.00,0.00,
1,14,4,13,3,0,0,auto,am,0,-96.751035,43.529306,-96.747168,43.563654,500.00,1000.00,725.76,16326.41,20.99,20.34,0.00,0.00,
1,14,4,13,3,0,0,bike,am,0,-96.751035,43.529306,-96.747168,43.563654,500.00,1000.00,2700368.75,137747920.00,6.13,7.79,0.00,0.00,
1,14,4,13,3,0,0,walk,am,0,-96.751035,43.529306,-96.747168,43.563654,500.00,1000.00,1362704.38,57246772.00,8.67,9.09,0.00,0.00,
1,14,5,13,4,0,0,auto,am,0,-96.751035,43.529306,-96.731569,43.564034,100.00,200.00,712.14,16173.28,19.28,18.58,0.00,0.00,
1,14,5,13,4,0,0,bike,am,0,-96.751035,43.529306,-96.731569,43.564034,100.00,200.00,0.00,288423744.00,0.00,3.87,0.00,0.00,
1,14,5,13,4,0,0,walk,am,0,-96.751035,43.529306,-96.731569,43.564034,100.00,200.00,8282184.50,229462832.00,6.95,8.64,0.00,0.00,
1,14,6,13,5,0,0,auto,am,0,-96.751035,43.529306,-96.711644,43.587586,100.00,200.00,742.14,17330.13,24.54,23.52,0.00,0.00,
1,14,6,13,5,0,0,bike,am,0,-96.751035,43.529306,-96.711644,43.587586,100.00,200.00,0.00,257425376.00,0.00,4.49,0.00,0.00,
1,14,6,13,5,0,0,walk,am,0,-96.751035,43.529306,-96.711644,43.587586,100.00,200.00,7811140.50,226266224.00,8.64,11.08,0.00,0.00,
1,14,7,13,6,0,0,auto,am,0,-96.751035,43.529306,-96.693423,43.563844,200.00,400.00,833.93,18844.73,19.22,18.97,0.00,0.00,
1,14,7,13,6,0,0,bike,am,0,-96.751035,43.529306,-96.693423,43.563844,200.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,14,7,13,6,0,0,walk,am,0,-96.751035,43.529306,-96.693423,43.563844,200.00,400.00,0.00,136316048.00,0.00,6.33,0.00,0.00,
1,14,8,13,7,0,0,auto,am,0,-96.751035,43.529306,-96.711382,43.562324,400.00,800.00,889.16,20609.08,22.51,22.28,0.00,0.00,
1,14,8,13,7,0,0,bike,am,0,-96.751035,43.529306,-96.711382,43.562324,400.00,800.00,0.00,124555464.00,0.00,2.06,0.00,0.00,
1,14,8,13,7,0,0,walk,am,0,-96.751035,43.529306,-96.711382,43.562324,400.00,800.00,7144760.00,242790960.00,8.29,11.28,0.00,0.00,
1,14,9,13,8,0,0,auto,am,0,-96.751035,43.529306,-96.731241,43.548596,600.00,1200.00,538.41,13204.78,14.20,13.88,0.00,0.00,
1,14,9,13,8,0,0,bike,am,0,-96.751035,43.529306,-96.731241,43.548596,600.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,14,9,13,8,0,0,walk,am,0,-96.751035,43.529306,-96.731241,43.548596,600.00,1200.00,0.00,140140320.00,0.00,2.89,0.00,0.00,
1,14,10,13,9,0,0,auto,am,0,-96.751035,43.529306,-96.731438,43.545271,2100.00,4200.00,489.39,12339.13,11.32,10.88,0.00,0.00,
1,14,10,13,9,0,0,bike,am,0,-96.751035,43.529306,-96.731438,43.545271,2100.00,4200.00,0.00,215554736.00,0.00,2.33,0.00,0.00,
1,14,10,13,9,0,0,walk,am,0,-96.751035,43.529306,-96.731438,43.545271,2100.00,4200.00,5599289.50,210462512.00,5.39,6.39,0.00,0.00,
1,14,11,13,10,0,0,auto,am,0,-96.751035,43.529306,-96.746841,43.544131,1600.00,3200.00,545.44,13238.13,15.26,14.80,0.00,0.00,
1,14,11,13,10,0,0,bike,am,0,-96.751035,43.529306,-96.746841,43.544131,1600.00,3200.00,3087292.25,109017696.00,3.17,3.33,0.00,0.00,
1,14,11,13,10,0,0,walk,am,0,-96.751035,43.529306,-96.746841,43.544131,1600.00,3200.00,1281785.62,43290204.00,3.69,3.71,0.00,0.00,
1,14,12,13,11,0,0,auto,am,0,-96.751035,43.529306,-96.780137,43.543941,700.00,1400.00,746.29,16556.49,28.35,28.26,0.00,0.00,
1,14,12,13,11,0,0,bike,am,0,-96.751035,43.529306,-96.780137,43.543941,700.00,1400.00,4580392.00,141388960.00,7.07,7.77,0.00,0.00,
1,14,12,13,11,0,0,walk,am,0,-96.751035,43.529306,-96.780137,43.543941,700.00,1400.00,2060316.50,58458496.00,8.92,9.02,0.00,0.00,
1,14,13,13,12,0,0,auto,am,0,-96.751035,43.529306,-96.793377,43.490707,600.00,1200.00,751.91,16576.33,31.29,31.23,0.00,0.00,
1,14,13,13,12,0,0,bike,am,0,-96.751035,43.529306,-96.793377,43.490707,600.00,1200.00,6674393.00,162264320.00,7.14,8.05,0.00,0.00,
1,14,13,13,12,0,0,walk,am,0,-96.751035,43.529306,-96.793377,43.490707,600.00,1200.00,2935666.25,64993292.00,8.82,9.05,0.00,0.00,
1,14,15,13,14,0,0,auto,am,0,-96.751035,43.529306,-96.731504,43.529401,1300.00,2600.00,354.21,10353.60,5.70,5.00,0.00,0.00,
1,14,15,13,14,0,0,bike,am,0,-96.751035,43.529306,-96.731504,43.529401,1300.00,2600.00,6204308.00,250891312.00,3.89,5.00,0.00,0.00,
1,14,15,13,14,0,0,walk,am,0,-96.751035,43.529306,-96.731504,43.529401,1300.00,2600.00,2605836.50,89417720.00,4.59,5.00,0.00,0.00,
1,14,16,13,15,0,0,auto,am,0,-96.751035,43.529306,-96.711382,43.546744,700.00,1400.00,838.15,18919.32,20.02,19.75,0.00,0.00,
1,14,16,13,15,0,0,bike,am,0,-96.751035,43.529306,-96.711382,43.546744,700.00,1400.00,0.00,260755456.00,0.00,4.17,0.00,0.00,
1,14,16,13,15,0,0,walk,am,0,-96.751035,43.529306,-96.711382,43.546744,700.00,1400.00,6060327.50,200024816.00,7.10,8.98,0.00,0.00,
1,14,17,13,16,0,0,auto,am,0,-96.751035,43.529306,-96.711382,43.541280,700.00,1400.00,1197.89,24395.89,19.63,18.85,0.00,0.00,
1,14,17,13,16,0,0,bike,am,0,-96.751035,43.529306,-96.711382,43.541280,700.00,1400.00,5548965.00,279217504.00,2.56,4.68,0.00,0.00,
1,14,17,13,16,0,0,walk,am,0,-96.751035,43.529306,-96.711382,43.541280,700.00,1400.00,5435507.50,168138672.00,7.05,7.92,0.00,0.00,
1,14,18,13,17,0,0,auto,am,0,-96.751035,43.529306,-96.694078,43.546744,100.00,200.00,831.33,18826.53,17.26,17.05,0.00,0.00,
1,14,18,13,17,0,0,bike,am,0,-96.751035,43.529306,-96.694078,43.546744,100.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,14,18,13,17,0,0,walk,am,0,-96.751035,43.529306,-96.694078,43.546744,100.00,200.00,2278526.75,155462128.00,2.39,7.65,0.00,0.00,
1,14,19,13,18,0,0,auto,am,0,-96.751035,43.529306,-96.711316,43.529591,300.00,600.00,362.36,10476.18,8.58,8.00,0.00,0.00,
1,14,19,13,18,0,0,bike,am,0,-96.751035,43.529306,-96.711316,43.529591,300.00,600.00,9105339.00,298708160.00,4.39,5.44,0.00,0.00,
1,14,19,13,18,0,0,walk,am,0,-96.751035,43.529306,-96.711316,43.529591,300.00,600.00,4864354.00,136804656.00,6.57,6.99,0.00,0.00,
1,14,20,13,19,0,0,auto,am,0,-96.751035,43.529306,-96.711185,43.515333,500.00,1000.00,818.71,18670.73,13.52,13.54,0.00,0.00,
1,14,20,13,19,0,0,bike,am,0,-96.751035,43.529306,-96.711185,43.515333,500.00,1000.00,2301325.00,155248288.00,2.16,6.51,0.00,0.00,
1,14,20,13,19,0,0,walk,am,0,-96.751035,43.529306,-96.711185,43.515333,500.00,1000.00,4047704.50,93384944.00,9.46,10.94,0.00,0.00,
1,14,21,13,20,0,0,auto,am,0,-96.751035,43.529306,-96.730979,43.510485,400.00,800.00,473.54,10715.47,9.94,9.70,0.00,0.00,
1,14,21,13,20,0,0,bike,am,0,-96.751035,43.529306,-96.730979,43.510485,400.00,800.00,6028647.50,144694304.00,6.78,7.68,0.00,0.00,
1,14,21,13,20,0,0,walk,am,0,-96.751035,43.529306,-96.730979,43.510485,400.00,800.00,2514767.50,56503332.00,7.94,8.42,0.00,0.00,
1,14,22,13,21,0,0,auto,am,0,-96.751035,43.529306,-96.731241,43.514858,1200.00,2400.00,468.14,12283.94,8.40,8.24,0.00,0.00,
1,14,22,13,21,0,0,bike,am,0,-96.751035,43.529306,-96.731241,43.514858,1200.00,2400.00,6012680.00,128667784.00,6.14,6.70,0.00,0.00,
1,14,22,13,21,0,0,walk,am,0,-96.751035,43.529306,-96.731241,43.514858,1200.00,2400.00,2531354.25,50406752.00,7.26,7.36,0.00,0.00,
1,14,23,13,22,0,0,auto,am,0,-96.751035,43.529306,-96.750904,43.514858,1100.00,2200.00,226.28,4469.68,4.63,4.16,0.00,0.00,
1,14,23,13,22,0,0,bike,am,0,-96.751035,43.529306,-96.750904,43.514858,1100.00,2200.00,3635156.75,80254272.00,3.49,3.68,0.00,0.00,
1,14,23,13,22,0,0,walk,am,0,-96.751035,43.529306,-96.750904,43.514858,1100.00,2200.00,1400719.75,30019852.00,3.78,3.86,0.00,0.00,
1,14,24,13,23,0,0,auto,am,0,-96.751035,43.529306,-96.749200,43.503164,400.00,800.00,291.15,5835.26,6.79,6.53,0.00,0.00,
1,14,24,13,23,0,0,bike,am,0,-96.751035,43.529306,-96.749200,43.503164,400.00,800.00,4742452.50,102973856.00,5.06,5.42,0.00,0.00,
1,14,24,13,23,0,0,walk,am,0,-96.751035,43.529306,-96.749200,43.503164,400.00,800.00,1870172.75,38999780.00,5.60,5.75,0.00,0.00,
1,15,1,14,0,0,1,auto,am,0,-96.731504,43.529401,-96.770420,43.612828,500.00,1000.00,423.13,6644.48,24.05,24.01,0.00,0.00,
1,15,1,14,0,0,1,bike,am,0,-96.731504,43.529401,-96.770420,43.612828,500.00,1000.00,0.00,63820168.00,0.00,1.40,0.00,0.00,
1,15,1,14,0,0,1,walk,am,0,-96.731504,43.529401,-96.770420,43.612828,500.00,1000.00,0.00,206288416.00,0.00,12.71,0.00,0.00,
1,15,2,14,1,0,2,auto,am,0,-96.731504,43.529401,-96.711251,43.605813,100.00,200.00,442.16,7170.61,29.80,29.99,0.00,0.00,
1,15,2,14,1,0,2,bike,am,0,-96.731504,43.529401,-96.711251,43.605813,100.00,200.00,0.00,5784254.00,0.00,0.15,0.00,0.00,
1,15,2,14,1,0,2,walk,am,0,-96.731504,43.529401,-96.711251,43.605813,100.00,200.00,0.00,212169760.00,0.00,15.55,0.00,0.00,
1,15,3,14,2,0,0,auto,am,0,-96.731504,43.529401,-96.774303,43.572962,100.00,200.00,423.89,7044.86,20.00,20.29,0.00,0.00,
1,15,3,14,2,0,0,bike,am,0,-96.731504,43.529401,-96.774303,43.572962,100.00,200.00,0.00,169542160.00,0.00,3.38,0.00,0.00,
1,15,3,14,2,0,0,walk,am,0,-96.731504,43.529401,-96.774303,43.572962,100.00,200.00,4606838.00,201927040.00,5.47,11.29,0.00,0.00,
1,15,4,14,3,0,0,auto,am,0,-96.731504,43.529401,-96.747168,43.563654,500.00,1000.00,409.94,6861.76,16.16,16.37,0.00,0.00,
1,15,4,14,3,0,0,bike,am,0,-96.731504,43.529401,-96.747168,43.563654,500.00,1000.00,3955783.75,246588656.00,4.53,9.18,0.00,0.00,
1,15,4,14,3,0,0,walk,am,0,-96.731504,43.529401,-96.747168,43.563654,500.00,1000.00,3459900.50,121927744.00,11.12,12.74,0.00,0.00,
1,15,5,14,4,0,0,auto,am,0,-96.731504,43.529401,-96.731569,43.564034,200.00,400.00,396.06,6579.69,14.26,14.50,0.00,0.00,
1,15,5,14,4,0,0,bike,am,0,-96.731504,43.529401,-96.731569,43.564034,200.00,400.00,4891774.00,139164144.00,1.70,2.11,0.00,0.00,
1,15,5,14,4,0,0,walk,am,0,-96.731504,43.529401,-96.731569,43.564034,200.00,400.00,11026902.00,256718784.00,10.77,10.93,0.00,0.00,
1,15,6,14,5,0,0,auto,am,0,-96.731504,43.529401,-96.711644,43.587586,200.00,400.00,440.87,7831.84,19.36,19.03,0.00,0.00,
1,15,6,14,5,0,0,bike,am,0,-96.731504,43.529401,-96.711644,43.587586,200.00,400.00,2601994.25,92820768.00,1.11,1.71,0.00,0.00,
1,15,6,14,5,0,0,walk,am,0,-96.731504,43.529401,-96.711644,43.587586,200.00,400.00,10488918.00,250483104.00,12.54,12.91,0.00,0.00,
1,15,7,14,6,0,0,auto,am,0,-96.731504,43.529401,-96.693423,43.563844,500.00,1000.00,529.96,9467.46,13.90,14.00,0.00,0.00,
1,15,7,14,6,0,0,bike,am,0,-96.731504,43.529401,-96.693423,43.563844,500.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,15,7,14,6,0,0,walk,am,0,-96.731504,43.529401,-96.693423,43.563844,500.00,1000.00,9340952.00,204633936.00,6.42,6.46,0.00,0.00,
1,15,8,14,7,0,0,auto,am,0,-96.731504,43.529401,-96.711382,43.562324,600.00,1200.00,609.69,10979.99,17.36,17.29,0.00,0.00,
1,15,8,14,7,0,0,bike,am,0,-96.731504,43.529401,-96.711382,43.562324,600.00,1200.00,6708610.50,186724464.00,3.05,3.39,0.00,0.00,
1,15,8,14,7,0,0,walk,am,0,-96.731504,43.529401,-96.711382,43.562324,600.00,1200.00,6535546.00,167777120.00,8.34,8.55,0.00,0.00,
1,15,9,14,8,0,0,auto,am,0,-96.731504,43.529401,-96.731241,43.548596,1000.00,2000.00,208.49,3309.54,9.00,9.34,0.00,0.00,
1,15,9,14,8,0,0,bike,am,0,-96.731504,43.529401,-96.731241,43.548596,1000.00,2000.00,1836322.50,84917200.00,1.25,2.22,0.00,0.00,
1,15,9,14,8,0,0,walk,am,0,-96.731504,43.529401,-96.731241,43.548596,1000.00,2000.00,6811546.00,190657376.00,13.03,13.96,0.00,0.00,
1,15,10,14,9,0,0,auto,am,0,-96.731504,43.529401,-96.731438,43.545271,4000.00,8000.00,156.88,2509.24,6.00,6.31,0.00,0.00,
1,15,10,14,9,0,0,bike,am,0,-96.731504,43.529401,-96.731438,43.545271,4000.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,15,10,14,9,0,0,walk,am,0,-96.731504,43.529401,-96.731438,43.545271,4000.00,8000.00,2962668.25,87526464.00,3.97,4.85,0.00,0.00,
1,15,11,14,10,0,0,auto,am,0,-96.731504,43.529401,-96.746841,43.544131,1400.00,2800.00,244.79,4119.42,11.18,11.17,0.00,0.00,
1,15,11,14,10,0,0,bike,am,0,-96.731504,43.529401,-96.746841,43.544131,1400.00,2800.00,8419720.00,238622048.00,6.02,6.01,0.00,0.00,
1,15,11,14,10,0,0,walk,am,0,-96.731504,43.529401,-96.746841,43.544131,1400.00,2800.00,3867676.75,110608400.00,7.76,7.82,0.00,0.00,
1,15,12,14,11,0,0,auto,am,0,-96.731504,43.529401,-96.780137,43.543941,700.00,1400.00,430.86,7087.66,23.68,24.21,0.00,0.00,
