first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_agent_type_sequence,information_type,agent_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, ODME_TT_0,ODME_TT_1,ODME_TT_2,ODME_Vol_0,ODME_Vol_1,ODME_Vol_2,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,854,15,6,14,5,15->6,2,3,,,0,d,am,17.1177,0.0770,0.0584,0.0168,0.0000,17.1177,17.1177,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0584,0.0584,0.0220,0.0137,15;22;21;20;18;7;8;6;,46;69;64;60;54;17;19;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",,,0.003;0.002;0.006;0.004;0.002;0.003;0.002;,0.003;0.002;0.006;0.004;0.002;0.003;0.002;,
,855,15,7,14,6,15->7,1,2,,,0,d,am,307.1705,0.0897,0.0232,0.0000,0.0000,307.1705,307.1705,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0232,0.0232,0.0130,0.0081,15;19;20;18;7;,45;59;60;54;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.004;0.004;0.002;,0.003;0.004;0.004;0.002;,
,856,15,7,14,6,15->7,3,4,,,0,d,am,48.6361,0.0897,0.0270,0.0037,0.0000,48.6361,48.6361,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0270,0.0270,0.0140,0.0087,15;22;20;18;7;,46;68;60;54;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.005;0.004;0.002;,0.003;0.005;0.004;0.002;,
,857,15,7,14,6,15->7,0,1,,,0,d,am,98.0897,0.0897,0.0293,0.0055,0.0000,98.0897,98.0897,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0293,0.0293,0.0120,0.0075,15;19;17;16;18;7;,45;58;52;50;54;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.002;0.002;0.003;0.002;,0.003;0.002;0.002;0.003;0.002;,
,858,15,7,14,6,15->7,2,3,,,0,d,am,46.1037,0.0897,0.0330,0.0098,0.0000,46.1037,46.1037,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0330,0.0330,0.0170,0.0106,15;22;21;20;18;7;,46;69;64;60;54;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.002;0.006;0.004;0.002;,0.003;0.002;0.006;0.004;0.002;,
,859,15,8,14,7,15->8,0,1,,,0,d,am,118.3685,0.0600,0.0348,0.0037,0.0000,118.3685,118.3685,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0348,0.0348,0.0120,0.0075,15;19;17;16;8;,45;58;52;47;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324)",,,0.003;0.002;0.002;0.005;,0.003;0.002;0.002;0.005;,
,860,15,8,14,7,15->8,1,2,,,0,d,am,367.9437,0.0600,0.0309,0.0000,0.0000,367.9437,367.9437,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0309,0.0309,0.0160,0.0099,15;19;20;18;7;8;,45;59;60;54;17;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.003;0.004;0.004;0.002;0.003;,0.003;0.004;0.004;0.002;0.003;,
,861,15,8,14,7,15->8,3,4,,,0,d,am,58.3633,0.0600,0.0347,0.0037,0.0000,58.3633,58.3633,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0347,0.0347,0.0170,0.0106,15;22;20;18;7;8;,46;68;60;54;17;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.003;0.005;0.004;0.002;0.003;,0.003;0.005;0.004;0.002;0.003;,
,862,15,8,14,7,15->8,2,3,,,0,d,am,55.3244,0.0600,0.0407,0.0098,0.0000,55.3244,55.3244,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0407,0.0407,0.0200,0.0124,15;22;21;20;18;7;8;,46;69;64;60;54;17;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.003;0.002;0.006;0.004;0.002;0.003;,0.003;0.002;0.006;0.004;0.002;0.003;,
,863,15,9,14,8,15->9,0,1,,,0,d,am,970.9309,0.0396,0.0218,0.0000,0.0000,970.9309,970.9309,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0218,0.0218,0.0090,0.0056,15;10;9;,43;26;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",,,0.006;0.003;,0.006;0.003;,
,864,15,9,14,8,15->9,1,2,,,0,d,am,29.0692,0.0396,0.0461,0.0248,0.0000,29.0692,29.0692,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0461,0.0461,0.0170,0.0106,15;14;11;10;9;,44;40;32;26;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",,,0.005;0.004;0.005;0.003;,0.005;0.004;0.005;0.003;,
,865,15,10,14,9,15->10,1,2,,,0,d,am,116.2766,0.0569,0.0391,0.0248,0.0000,116.2766,116.2766,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0391,0.0391,0.0140,0.0087,15;14;11;10;,44;40;32;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271)",,,0.005;0.004;0.005;,0.005;0.004;0.005;,
,866,15,11,14,10,15->11,2,3,,,0,d,am,767.4933,0.0816,0.0279,0.0014,0.0000,767.4933,767.4933,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0279,0.0279,0.0110,0.0068,15;10;11;,43;27;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",,,0.006;0.005;,0.006;0.005;,
,867,15,11,14,10,15->11,0,1,,,0,d,am,514.5119,0.0816,0.0270,0.0000,0.0000,514.5119,514.5119,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0270,0.0270,0.0090,0.0056,15;14;11;,44;40;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",,,0.005;0.004;,0.005;0.004;,
,868,15,11,14,10,15->11,1,2,,,0,d,am,117.9948,0.0816,0.0450,0.0184,0.0000,117.9948,117.9948,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0450,0.0450,0.0220,0.0137,15;10;9;5;4;11;,43;26;23;11;10;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,,0.006;0.003;0.005;0.002;0.006;,0.006;0.003;0.005;0.002;0.006;,
,869,15,12,14,11,15->12,3,4,,,0,d,am,208.7467,0.0424,0.0429,0.0014,0.0000,208.7467,208.7467,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0429,0.0429,0.0170,0.0106,15;10;11;12;,43;27;33;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",,,0.006;0.005;0.006;,0.006;0.005;0.006;,
,870,15,12,14,11,15->12,0,1,,,0,d,am,217.6945,0.0424,0.0420,0.0000,0.0000,217.6945,217.6945,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0420,0.0420,0.0150,0.0093,15;14;11;12;,44;40;33;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941)",,,0.005;0.004;0.006;,0.005;0.004;0.006;,
,871,15,12,14,11,15->12,1,2,,,0,d,am,208.6831,0.0424,0.0442,0.0022,0.0000,208.6831,208.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0442,0.0442,0.0240,0.0149,15;10;9;5;4;3;12;,43;26;23;11;8;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.006;0.003;0.005;0.002;0.004;0.004;,0.006;0.003;0.005;0.002;0.004;0.004;,
,872,15,12,14,11,15->12,2,3,,,0,d,am,64.8758,0.0424,0.0499,0.0084,0.0000,64.8758,64.8758,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0499,0.0499,0.0160,0.0099,15;22;23;24;13;12;,46;70;73;74;38;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",,,0.003;0.004;0.002;0.004;0.003;,0.003;0.004;0.002;0.004;0.003;,
,873,15,13,14,12,15->13,4,5,,,0,d,am,208.7467,0.0304,0.0460,0.0014,0.0000,208.7467,208.7467,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0460,0.0460,0.0200,0.0124,15;10;11;12;13;,43;27;33;37;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",,,0.006;0.005;0.006;0.003;,0.006;0.005;0.006;0.003;,
,874,15,13,14,12,15->13,2,3,,,0,d,am,39.3993,0.0304,0.0450,0.0000,0.0000,39.3993,39.3993,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0450,0.0450,0.0180,0.0112,15;14;11;12;13;,44;40;33;37;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",,,0.005;0.004;0.006;0.003;,0.005;0.004;0.006;0.003;,
,875,15,13,14,12,15->13,1,2,,,0,d,am,208.6831,0.0304,0.0472,0.0022,0.0000,208.6831,208.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0472,0.0472,0.0270,0.0168,15;10;9;5;4;3;12;13;,43;26;23;11;8;7;37;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,,0.006;0.003;0.005;0.002;0.004;0.004;0.003;,0.006;0.003;0.005;0.002;0.004;0.004;0.003;,
,876,15,13,14,12,15->13,0,1,,,0,d,am,174.7313,0.0304,0.0455,0.0005,0.0000,174.7313,174.7313,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0455,0.0455,0.0120,0.0075,15;22;21;24;13;,46;69;66;74;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",,,0.003;0.002;0.003;0.004;,0.003;0.002;0.003;0.004;,
,877,15,13,14,12,15->13,3,4,,,0,d,am,68.4396,0.0304,0.0469,0.0023,0.0000,68.4396,68.4396,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0469,0.0469,0.0130,0.0081,15;22;23;24;13;,46;70;73;74;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",,,0.003;0.004;0.002;0.004;,0.003;0.004;0.002;0.004;,
,878,15,16,14,15,15->16,0,1,,,0,d,am,499.8857,0.0819,0.0237,0.0000,0.0000,499.8857,499.8857,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0237,0.0237,0.0070,0.0044,15;19;17;16;,45;58;52;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",,,0.003;0.002;0.002;,0.003;0.002;0.002;,
,879,15,16,14,15,15->16,1,2,,,0,d,am,477.5796,0.0819,0.0247,0.0015,0.0000,477.5796,477.5796,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0247,0.0247,0.0140,0.0087,15;19;20;18;16;,45;59;60;55;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.003;0.004;0.004;0.003;,0.003;0.004;0.004;0.003;,
,880,15,16,14,15,15->16,3,4,,,0,d,am,114.3063,0.0819,0.0285,0.0052,0.0000,114.3063,114.3063,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0285,0.0285,0.0150,0.0093,15;22;20;18;16;,46;68;60;55;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.003;0.005;0.004;0.003;,0.003;0.005;0.004;0.003;,
,881,15,16,14,15,15->16,2,3,,,0,d,am,108.2284,0.0819,0.0345,0.0113,0.0000,108.2284,108.2284,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0345,0.0345,0.0180,0.0112,15;22;21;20;18;16;,46;69;64;60;55;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.003;0.002;0.006;0.004;0.003;,0.003;0.002;0.006;0.004;0.003;,
,882,15,17,14,16,15->17,1,2,,,0,d,am,200.4985,0.1667,0.0310,0.0188,0.0000,200.4985,200.4985,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0310,0.0310,0.0140,0.0087,15;10;17;,43;30;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",,,0.006;0.008;,0.006;0.008;,
,883,15,17,14,16,15->17,0,1,,,0,d,am,1299.5016,0.1667,0.0128,0.0000,0.0000,1299.5016,1299.5016,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0128,0.0128,0.0050,0.0031,15;19;17;,45;58;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",,,0.003;0.002;,0.003;0.002;,
,884,15,18,14,17,15->18,1,2,,,0,d,am,122.8682,0.0973,0.0212,0.0000,0.0000,122.8682,122.8682,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0212,0.0212,0.0110,0.0068,15;19;20;18;,45;59;60;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744)",,,0.003;0.004;0.004;,0.003;0.004;0.004;,
,885,15,18,14,17,15->18,3,4,,,0,d,am,19.4544,0.0973,0.0250,0.0037,0.0000,19.4544,19.4544,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0250,0.0250,0.0120,0.0075,15;22;20;18;,46;68;60;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744)",,,0.003;0.005;0.004;,0.003;0.005;0.004;,
,886,15,18,14,17,15->18,0,1,,,0,d,am,39.2359,0.0973,0.0272,0.0055,0.0000,39.2359,39.2359,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0272,0.0272,0.0100,0.0062,15;19;17;16;18;,45;58;52;50;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744)",,,0.003;0.002;0.002;0.003;,0.003;0.002;0.002;0.003;,
,887,15,18,14,17,15->18,2,3,,,0,d,am,18.4415,0.0973,0.0310,0.0098,0.0000,18.4415,18.4415,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0310,0.0310,0.0150,0.0093,15;22;21;20;18;,46;69;64;60;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",,,0.003;0.002;0.006;0.004;,0.003;0.002;0.006;0.004;,
,888,15,20,14,19,15->20,0,1,,,0,d,am,793.6560,0.1280,0.0169,0.0000,0.0000,793.6560,793.6560,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0169,0.0169,0.0070,0.0044,15;19;20;,45;59;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,,0.003;0.004;,0.003;0.004;,
,889,15,20,14,19,15->20,3,4,,,0,d,am,106.9995,0.1280,0.0207,0.0037,0.0000,106.9995,106.9995,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0207,0.0207,0.0080,0.0050,15;22;20;,46;68;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333)",,,0.003;0.005;,0.003;0.005;,
,890,15,20,14,19,15->20,1,2,,,0,d,am,101.4280,0.1280,0.0267,0.0098,0.0000,101.4280,101.4280,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0267,0.0267,0.0110,0.0068,15;22;21;20;,46;69;64;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",,,0.003;0.002;0.006;,0.003;0.002;0.006;,
,891,15,20,14,19,15->20,2,3,,,0,d,am,97.9165,0.1280,0.0315,0.0141,0.0000,97.9165,97.9165,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0315,0.0315,0.0140,0.0087,15;19;17;16;18;20;,45;58;52;50;56;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.003;0.002;0.002;0.003;0.004;,0.003;0.002;0.002;0.003;0.004;,
,892,15,21,14,20,15->21,0,1,,,0,d,am,728.5513,0.0619,0.0160,0.0000,0.0000,728.5513,728.5513,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0160,0.0160,0.0050,0.0031,15;22;21;,46;69;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",,,0.003;0.002;,0.003;0.002;,
,893,15,21,14,20,15->21,1,2,,,0,d,am,71.4487,0.0619,0.0271,0.0118,0.0000,71.4487,71.4487,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0271,0.0271,0.0130,0.0081,15;19;20;21;,45;59;62;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",,,0.003;0.004;0.006;,0.003;0.004;0.006;,
,894,15,22,14,21,15->22,1,2,,,0,d,am,216.0950,0.1427,0.0279,0.0190,0.0000,216.0950,216.0950,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0279,0.0279,0.0120,0.0075,15;19;20;22;,45;59;63;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",,,0.003;0.004;0.005;,0.003;0.004;0.005;,
,895,15,23,14,22,15->23,2,3,,,0,d,am,326.2767,0.0850,0.0230,0.0000,0.0000,326.2767,326.2767,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0230,0.0230,0.0090,0.0056,15;14;23;,44;42;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",,,0.005;0.004;,0.005;0.004;,
,896,15,23,14,22,15->23,0,1,,,0,d,am,549.5246,0.0850,0.0226,0.0001,0.0000,549.5246,549.5246,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0226,0.0226,0.0070,0.0044,15;22;23;,46;70;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",,,0.003;0.004;,0.003;0.004;,
,897,15,23,14,22,15->23,1,2,,,0,d,am,82.6380,0.0850,0.0408,0.0191,0.0000,82.6380,82.6380,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0408,0.0408,0.0160,0.0099,15;19;20;22;23;,45;59;63;70;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,,0.003;0.004;0.005;0.004;,0.003;0.004;0.005;0.004;,
,898,15,23,14,22,15->23,3,4,,,0,d,am,41.5608,0.0850,0.0323,0.0097,0.0000,41.5608,41.5608,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0323,0.0323,0.0100,0.0062,15;22;21;24;23;,46;69;66;76;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,,0.003;0.002;0.003;0.002;,0.003;0.002;0.003;0.002;,
,899,15,24,14,23,15->24,3,4,,,0,d,am,19.4521,0.0788,0.0287,0.0017,0.0000,19.4521,19.4521,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0287,0.0287,0.0110,0.0068,15;14;23;24;,44;42;73;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",,,0.005;0.004;0.002;,0.005;0.004;0.002;,
,900,15,24,14,23,15->24,0,1,,,0,d,am,248.7787,0.0788,0.0270,0.0000,0.0000,248.7787,248.7787,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0270,0.0270,0.0080,0.0050,15;22;21;24;,46;69;66;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",,,0.003;0.002;0.003;,0.003;0.002;0.003;,
,901,15,24,14,23,15->24,2,3,,,0,d,am,99.2619,0.0788,0.0284,0.0018,0.0000,99.2619,99.2619,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0284,0.0284,0.0090,0.0056,15;22;23;24;,46;70;73;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.003;0.004;0.002;,0.003;0.004;0.002;,
