link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_bike,person_vol_walk,MEU_vol_auto,MEU_vol_bike,MEU_vol_walk,mode_cap_auto,mode_cap_bike,mode_cap_walk,mode_VOC_auto,mode_VOC_bike,mode_VOC_walk,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
43,bpr,15,10,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22810.668,-1.000,0.000,0.000,0.000,0.000,,,,0.000,22810.668,13.310,0.000,0.000,0.000,1.688,1.688,13512.002,0.000,0.000,0.000,1.000,1.000,22810.669,0.955,1.142,33.915,1.083,60.000,51.000,0.400,4.000,0.001,0.000,85061.531,1157982592.000,85061.531,1157982592.000,1157980288.000,1157979904.000,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",22810.669,0.000,0.000,22810.669,22810.669,22810.669,1.688,38.018,22.811,1.688,38.018,22.811,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,22810.668,22810.668,0.000,0.000,0.000,0.000,1.688,1.688,0.000,33.915,33.915,period-based
44,bpr,15,14,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8905.729,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8905.729,11.825,0.005,0.003,0.000,1.737,1.737,5127.526,0.000,0.000,0.000,1.000,1.000,8905.728,0.955,1.142,11.590,0.000,60.000,51.000,0.400,4.000,0.030,0.007,27674.730,8762484.000,27674.730,8762484.000,8761742.000,8761611.000,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",8905.728,0.000,0.000,8905.728,8905.728,8905.728,1.737,14.843,8.906,1.737,14.843,8.906,60.000,60.000,60.000,60.000,56.258,57.279,58.299,59.320,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8905.729,8905.729,0.000,0.005,0.005,0.000,1.737,1.737,0.000,11.590,11.590,period-based
45,bpr,15,19,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18882.537,-1.000,0.000,0.000,0.000,0.000,,,,0.000,18882.537,4.271,0.000,0.000,0.000,1.296,1.296,14564.753,0.000,0.000,0.000,1.000,1.000,18882.538,0.955,1.142,27.334,1.083,60.000,51.000,0.400,4.000,0.001,0.000,35206.719,225058720.000,35206.719,225058720.000,225057776.000,225057600.000,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",18882.538,0.000,0.000,18882.538,18882.538,18882.538,1.296,31.471,18.883,1.296,31.471,18.883,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,18882.537,18882.537,0.000,0.000,0.000,0.000,1.296,1.296,0.000,27.334,27.334,period-based
46,bpr,15,22,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17896.631,-1.000,0.000,0.000,0.000,0.000,,,,0.000,17896.631,8.437,0.000,0.000,0.000,1.864,1.864,9599.181,0.000,0.000,0.000,1.000,1.000,17896.631,0.955,1.142,25.711,1.083,60.000,51.000,0.400,4.000,0.002,0.000,33368.484,172129728.000,33368.484,172129728.000,172128832.000,172128672.000,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",17896.631,0.000,0.000,17896.631,17896.631,17896.631,1.864,29.828,17.897,1.864,29.828,17.897,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17896.631,17896.631,0.000,0.000,0.000,0.000,1.864,1.864,0.000,25.711,25.711,period-based
47,bpr,16,8,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8221.166,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8221.166,10.285,0.007,0.004,0.000,1.629,1.629,5045.823,0.000,0.000,0.000,1.000,1.000,8221.166,0.955,1.142,10.579,0.000,60.000,51.000,0.400,4.000,0.041,0.010,25547.439,5876524.500,25547.439,5876524.500,5875839.500,5875718.500,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",8221.166,0.000,0.000,8221.166,8221.166,8221.166,1.629,13.702,8.221,1.629,13.702,8.221,60.000,60.000,60.000,60.000,56.956,57.786,58.616,59.447,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8221.166,8221.166,0.000,0.007,0.007,0.000,1.629,1.629,0.000,10.579,10.579,period-based
48,bpr,16,10,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11364.250,-1.000,0.000,0.000,0.000,0.000,,,,0.000,11364.250,22.013,0.002,0.001,0.000,2.341,2.341,4854.918,0.000,0.000,0.000,1.000,1.000,11364.250,0.955,1.142,15.309,0.667,60.000,51.000,0.400,4.000,0.011,0.002,28251.709,23702136.000,28251.709,23702136.000,23701378.000,23701244.000,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",11364.250,0.000,0.000,11364.250,11364.250,11364.250,2.341,18.940,11.364,2.341,18.940,11.364,60.000,60.000,60.000,60.000,0.000,0.000,19.558,55.656,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,11364.250,11364.250,0.000,0.002,0.002,0.000,2.341,2.341,0.000,15.309,15.309,period-based
49,bpr,16,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10624.788,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10624.788,7.110,0.003,0.002,0.000,2.032,2.032,5229.910,0.000,0.000,0.000,1.000,1.000,10624.788,0.955,1.142,14.178,0.083,60.000,51.000,0.400,4.000,0.015,0.003,13206.697,8466591.000,13206.697,8466591.000,8466237.000,8466174.000,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",10624.788,0.000,0.000,10624.788,10624.788,10624.788,2.032,17.708,10.625,2.032,17.708,10.625,60.000,60.000,60.000,60.000,35.181,53.416,55.885,58.354,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10624.788,10624.788,0.000,0.003,0.003,0.000,2.032,2.032,0.000,14.178,14.178,period-based
50,bpr,16,18,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17477.428,-1.000,0.000,0.000,0.000,0.000,,,,0.000,17477.428,3.280,0.000,0.000,0.000,0.888,0.888,19679.897,0.000,0.000,0.000,1.000,1.000,17477.427,0.955,1.142,25.024,1.083,60.000,51.000,0.400,4.000,0.002,0.000,32586.875,152893776.000,32586.875,152893776.000,152892912.000,152892752.000,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",17477.427,0.000,0.000,17477.427,17477.427,17477.427,0.888,29.129,17.477,0.888,29.129,17.477,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17477.428,17477.428,0.000,0.000,0.000,0.000,0.888,0.888,0.000,25.024,25.024,period-based
51,bpr,17,10,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8117.464,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8117.464,16.380,0.007,0.005,0.000,1.626,1.626,4993.511,0.000,0.000,0.000,1.000,1.000,8117.464,0.955,1.142,10.427,0.000,60.000,51.000,0.400,4.000,0.043,0.011,40360.293,8824866.000,40360.293,8824866.000,8823784.000,8823593.000,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",8117.464,0.000,0.000,8117.464,8117.464,8117.464,1.626,13.529,8.117,1.626,13.529,8.117,60.000,60.000,60.000,60.000,57.039,57.847,58.654,59.462,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8117.464,8117.464,0.000,0.007,0.007,0.000,1.626,1.626,0.000,10.427,10.427,period-based
52,bpr,17,16,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10711.459,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10711.459,7.279,0.002,0.002,0.000,2.048,2.048,5229.910,0.000,0.000,0.000,1.000,1.000,10711.459,0.955,1.142,14.310,0.167,60.000,51.000,0.400,4.000,0.014,0.003,13314.430,8817452.000,13314.430,8817452.000,8817095.000,8817032.000,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",10711.459,0.000,0.000,10711.459,10711.459,10711.459,2.048,17.852,10.711,2.048,17.852,10.711,60.000,60.000,60.000,60.000,19.806,52.901,55.563,58.225,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10711.459,10711.459,0.000,0.002,0.002,0.000,2.048,2.048,0.000,14.310,14.310,period-based
53,bpr,17,19,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9835.938,-1.000,0.000,0.000,0.000,0.000,,,,0.000,9835.938,7.185,0.003,0.002,0.000,2.039,2.039,4823.951,0.000,0.000,0.000,1.000,1.000,9835.938,0.955,1.142,12.982,0.000,60.000,51.000,0.400,4.000,0.020,0.004,12226.151,5757954.000,12226.151,5757954.000,5757626.000,5757568.500,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",9835.938,0.000,0.000,9835.938,9835.938,9835.938,2.039,16.393,9.836,2.039,16.393,9.836,60.000,60.000,60.000,60.000,54.532,56.023,57.515,59.006,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9835.938,9835.938,0.000,0.003,0.003,0.000,2.039,2.039,0.000,12.982,12.982,period-based
54,bpr,18,7,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15653.449,-1.000,0.000,0.000,0.000,0.000,,,,0.000,15653.449,2.060,0.001,0.000,0.000,0.669,0.669,23403.473,0.000,0.000,0.000,1.000,1.000,15653.450,0.955,1.142,22.066,1.083,60.000,51.000,0.400,4.000,0.003,0.001,19457.363,58746028.000,19457.363,58746028.000,58745508.000,58745416.000,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",15653.450,0.000,0.000,15653.450,15653.450,15653.450,0.669,26.089,15.653,0.669,26.089,15.653,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,15653.449,15653.449,0.000,0.001,0.001,0.000,0.669,0.669,0.000,22.066,22.066,period-based
55,bpr,18,16,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18168.088,-1.000,0.000,0.000,0.000,0.000,,,,0.000,18168.088,3.327,0.000,0.000,0.000,0.923,0.923,19679.897,0.000,0.000,0.000,1.000,1.000,18168.089,0.955,1.142,26.156,1.083,60.000,51.000,0.400,4.000,0.002,0.000,33874.621,185585504.000,33874.621,185585504.000,185584592.000,185584432.000,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",18168.089,0.000,0.000,18168.089,18168.089,18168.089,0.923,30.280,18.168,0.923,30.280,18.168,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,18168.088,18168.088,0.000,0.000,0.000,0.000,0.923,0.923,0.000,26.156,26.156,period-based
56,bpr,18,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19142.928,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19142.928,4.269,0.000,0.000,0.000,0.818,0.818,23403.473,0.000,0.000,0.000,1.000,1.000,19142.927,0.955,1.142,27.764,1.083,60.000,51.000,0.400,4.000,0.001,0.000,47589.629,321346304.000,47589.629,321346304.000,321345024.000,321344800.000,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",19142.927,0.000,0.000,19142.927,19142.927,19142.927,0.818,31.905,19.143,0.818,31.905,19.143,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,19142.928,19142.928,0.000,0.000,0.000,0.000,0.818,0.818,0.000,27.764,27.764,period-based
57,bpr,19,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18265.221,-1.000,0.000,0.000,0.000,0.000,,,,0.000,18265.221,4.113,0.000,0.000,0.000,1.254,1.254,14564.753,0.000,0.000,0.000,1.000,1.000,18265.222,0.955,1.142,26.316,1.083,60.000,51.000,0.400,4.000,0.002,0.000,34055.727,190599600.000,34055.727,190599600.000,190598688.000,190598528.000,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",18265.222,0.000,0.000,18265.222,18265.222,18265.222,1.254,30.442,18.265,1.254,30.442,18.265,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,18265.221,18265.221,0.000,0.000,0.000,0.000,1.254,1.254,0.000,26.316,26.316,period-based
58,bpr,19,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9890.099,-1.000,0.000,0.000,0.000,0.000,,,,0.000,9890.099,7.300,0.003,0.002,0.000,2.050,2.050,4823.951,0.000,0.000,0.000,1.000,1.000,9890.098,0.955,1.142,13.064,0.000,60.000,51.000,0.400,4.000,0.020,0.004,12293.473,5918145.000,12293.473,5918145.000,5917815.500,5917757.000,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",9890.098,0.000,0.000,9890.098,9890.098,9890.098,2.050,16.483,9.890,2.050,16.483,9.890,60.000,60.000,60.000,60.000,54.380,55.913,57.446,58.978,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9890.099,9890.099,0.000,0.003,0.003,0.000,2.050,2.050,0.000,13.064,13.064,period-based
59,bpr,19,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8659.301,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8659.301,9.386,0.006,0.004,0.000,1.731,1.731,5002.608,0.000,0.000,0.000,1.000,1.000,8659.300,0.955,1.142,11.225,0.000,60.000,51.000,0.400,4.000,0.033,0.008,21527.162,6093106.000,21527.162,6093106.000,6092528.500,6092426.500,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",8659.300,0.000,0.000,8659.300,8659.300,8659.300,1.731,14.432,8.659,1.731,14.432,8.659,60.000,60.000,60.000,60.000,56.545,57.487,58.429,59.372,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8659.301,8659.301,0.000,0.006,0.006,0.000,1.731,1.731,0.000,11.225,11.225,period-based
60,bpr,20,18,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19453.879,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19453.879,4.286,0.000,0.000,0.000,0.831,0.831,23403.473,0.000,0.000,0.000,1.000,1.000,19453.879,0.955,1.142,28.280,1.083,60.000,51.000,0.400,4.000,0.001,0.000,48362.656,348306240.000,48362.656,348306240.000,348304960.000,348304704.000,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",19453.879,0.000,0.000,19453.879,19453.879,19453.879,0.831,32.423,19.454,0.831,32.423,19.454,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,19453.879,19453.879,0.000,0.000,0.000,0.000,0.831,0.831,0.000,28.280,28.280,period-based
61,bpr,20,19,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8096.145,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8096.145,8.116,0.007,0.005,0.000,1.618,1.618,5002.608,0.000,0.000,0.000,1.000,1.000,8096.145,0.955,1.142,10.396,0.000,60.000,51.000,0.400,4.000,0.043,0.011,20127.146,4354865.500,20127.146,4354865.500,4354325.500,4354230.500,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",8096.145,0.000,0.000,8096.145,8096.145,8096.145,1.618,13.494,8.096,1.618,13.494,8.096,60.000,60.000,60.000,60.000,57.056,57.859,58.662,59.465,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8096.145,8096.145,0.000,0.007,0.007,0.000,1.618,1.618,0.000,10.396,10.396,period-based
62,bpr,20,21,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6185.296,-1.000,0.000,0.000,0.000,0.000,,,,0.000,6185.296,8.010,0.022,0.014,0.000,1.222,1.222,5059.912,0.000,0.000,0.000,1.000,1.000,6185.296,0.955,1.142,7.645,0.000,60.000,51.000,0.400,4.000,0.127,0.037,23065.121,1705208.375,23065.121,1705208.375,1704589.875,1704480.750,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",6185.296,0.000,0.000,6185.296,6185.296,6185.296,1.222,10.309,6.185,1.222,10.309,6.185,60.000,60.000,60.000,60.000,58.025,58.564,59.102,59.641,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6185.296,6185.296,0.000,0.022,0.022,0.000,1.222,1.222,0.000,7.645,7.645,period-based
63,bpr,20,22,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7521.278,-1.000,0.000,0.000,0.000,0.000,,,,0.000,7521.278,8.616,0.010,0.006,0.000,1.482,1.482,5075.697,0.000,0.000,0.000,1.000,1.000,7521.278,0.955,1.142,9.557,0.000,60.000,51.000,0.400,4.000,0.058,0.015,23372.523,3768616.500,23372.523,3768616.500,3767989.750,3767879.250,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",7521.278,0.000,0.000,7521.278,7521.278,7521.278,1.482,12.535,7.521,1.482,12.535,7.521,60.000,60.000,60.000,60.000,57.439,58.137,58.836,59.534,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7521.278,7521.278,0.000,0.010,0.010,0.000,1.482,1.482,0.000,9.557,9.557,period-based
64,bpr,21,20,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6043.162,-1.000,0.000,0.000,0.000,0.000,,,,0.000,6043.162,7.831,0.024,0.015,0.000,1.194,1.194,5059.912,0.000,0.000,0.000,1.000,1.000,6043.162,0.955,1.142,7.445,0.000,60.000,51.000,0.400,4.000,0.140,0.041,22535.098,1518756.000,22535.098,1518756.000,1518151.625,1518045.000,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",6043.162,0.000,0.000,6043.162,6043.162,6043.162,1.194,10.072,6.043,1.194,10.072,6.043,60.000,60.000,60.000,60.000,58.071,58.597,59.123,59.649,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6043.162,6043.162,0.000,0.024,0.024,0.000,1.194,1.194,0.000,7.445,7.445,period-based
