first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_mode_type_sequence,information_type,mode_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,627,11,22,10,21,11->22,1,2,,,0,auto,am,91.3882,0.0552,0.0546,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0546,0.0546,0.0230,0.0143,11;10;15;19;20;22;,32;28;45;59;63;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",,,0.005;0.006;0.003;0.004;0.005;,0.005;0.006;0.003;0.004;0.005;,
,628,11,23,10,22,11->23,0,1,,,0,auto,am,1138.0458,0.1702,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0240,0.0240,0.0080,0.0050,11;14;23;,34;42;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",,,0.004;0.004;,0.004;0.004;,
,629,11,23,10,22,11->23,2,3,,,0,auto,am,36.5895,0.1702,0.0493,0.0258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0493,0.0493,0.0180,0.0112,11;10;15;22;23;,32;28;46;70;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",,,0.005;0.006;0.003;0.004;,0.005;0.006;0.003;0.004;,
,630,11,23,10,22,11->23,3,4,,,0,auto,am,45.7278,0.1702,0.0425,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0425,0.0425,0.0150,0.0093,11;12;13;24;23;,33;37;39;76;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",,,0.006;0.003;0.004;0.002;,0.006;0.003;0.004;0.002;,
,631,11,23,10,22,11->23,1,2,,,0,auto,am,79.6370,0.1702,0.0675,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0675,0.0675,0.0270,0.0168,11;10;15;19;20;22;23;,32;28;45;59;63;70;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,,0.005;0.006;0.003;0.004;0.005;0.004;,0.005;0.006;0.003;0.004;0.005;0.004;,
,632,11,24,10,23,11->24,2,3,,,0,auto,am,206.9905,0.0978,0.0372,0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0372,0.0372,0.0130,0.0081,11;12;13;24;,33;37;39;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",,,0.006;0.003;0.004;,0.006;0.003;0.004;,
,633,11,24,10,23,11->24,1,2,,,0,auto,am,55.1003,0.0978,0.0405,0.0103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0405,0.0405,0.0210,0.0131,11;4;3;12;13;24;,31;8;7;37;39;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",,,0.006;0.004;0.004;0.003;0.004;,0.006;0.004;0.004;0.003;0.004;,
,634,11,24,10,23,11->24,0,1,,,0,auto,am,337.9091,0.0978,0.0298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0298,0.0298,0.0100,0.0062,11;14;23;24;,34;42;73;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",,,0.004;0.004;0.002;,0.004;0.004;0.002;,
,635,12,1,11,0,12->1,0,1,,,0,auto,am,200.0000,0.0000,0.0081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0081,0.0081,0.0080,0.0050,12;3;1;,35;5;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.004;0.004;,0.004;0.004;,
,636,12,2,11,1,12->2,0,1,,,0,auto,am,100.0000,0.0000,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0141,0.0141,0.0140,0.0087,12;3;1;2;,35;5;1;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.004;0.004;0.006;,0.004;0.004;0.006;,
,637,12,4,11,3,12->4,0,1,,,0,auto,am,600.0000,0.0000,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0086,0.0086,0.0080,0.0050,12;3;4;,35;6;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",,,0.004;0.004;,0.004;0.004;,
,638,12,5,11,4,12->5,0,1,,,0,auto,am,200.0000,0.0000,0.0111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0111,0.0111,0.0100,0.0062,12;3;4;5;,35;6;9;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",,,0.004;0.004;0.002;,0.004;0.004;0.002;,
,639,12,6,11,5,12->6,1,2,,,0,auto,am,109.9392,0.0219,0.0213,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0213,0.0213,0.0190,0.0118,12;3;1;2;6;,35;5;1;4;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",,,0.004;0.004;0.006;0.005;,0.004;0.004;0.006;0.005;,
,640,12,6,11,5,12->6,0,1,,,0,auto,am,90.0608,0.0219,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0201,0.0201,0.0140,0.0087,12;3;4;5;6;,35;6;9;12;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",,,0.004;0.004;0.002;0.004;,0.004;0.004;0.002;0.004;,
,641,12,7,11,6,12->7,2,3,,,0,auto,am,209.7873,0.0518,0.0460,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0460,0.0460,0.0240,0.0149,12;3;1;2;6;8;7;,35;5;1;4;16;20;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,,0.004;0.004;0.006;0.005;0.002;0.003;,0.004;0.004;0.006;0.005;0.002;0.003;,
,642,12,7,11,6,12->7,0,1,,,0,auto,am,295.0354,0.0518,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0448,0.0448,0.0190,0.0118,12;3;4;5;6;8;7;,35;6;9;12;16;20;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,,0.004;0.004;0.002;0.004;0.002;0.003;,0.004;0.004;0.002;0.004;0.002;0.003;,
,643,12,7,11,6,12->7,1,2,,,0,auto,am,104.3233,0.0518,0.0480,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0480,0.0480,0.0280,0.0174,12;3;4;5;9;8;7;,35;6;9;13;24;20;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",,,0.004;0.004;0.002;0.005;0.010;0.003;,0.004;0.004;0.002;0.005;0.010;0.003;,
,644,12,7,11,6,12->7,3,4,,,0,auto,am,28.4796,0.0518,0.0558,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0558,0.0558,0.0310,0.0193,12;3;1;2;6;8;16;18;7;,35;5;1;4;16;22;50;54;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.004;0.004;0.006;0.005;0.002;0.005;0.003;0.002;,0.004;0.004;0.006;0.005;0.002;0.005;0.003;0.002;,
,645,12,7,11,6,12->7,4,5,,,0,auto,am,62.3744,0.0518,0.0608,0.0151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0608,0.0608,0.0270,0.0168,12;3;4;5;9;10;16;18;7;,35;6;9;13;25;29;50;54;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.004;0.004;0.002;0.005;0.003;0.004;0.003;0.002;,0.004;0.004;0.002;0.005;0.003;0.004;0.003;0.002;,
,646,12,8,11,7,12->8,2,3,,,0,auto,am,239.8177,0.0207,0.0386,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0386,0.0386,0.0210,0.0131,12;3;1;2;6;8;,35;5;1;4;16;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324)",,,0.004;0.004;0.006;0.005;0.002;,0.004;0.004;0.006;0.005;0.002;,
,647,12,8,11,7,12->8,0,1,,,0,auto,am,240.7623,0.0207,0.0374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0374,0.0374,0.0160,0.0099,12;3;4;5;6;8;,35;6;9;12;16;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",,,0.004;0.004;0.002;0.004;0.002;,0.004;0.004;0.002;0.004;0.002;,
,648,12,8,11,7,12->8,1,2,,,0,auto,am,119.4200,0.0207,0.0406,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0406,0.0406,0.0250,0.0155,12;3;4;5;9;8;,35;6;9;13;24;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",,,0.004;0.004;0.002;0.005;0.010;,0.004;0.004;0.002;0.005;0.010;,
,649,12,9,11,8,12->9,1,2,,,0,auto,am,516.3981,0.0668,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0227,0.0227,0.0150,0.0093,12;3;4;5;9;,35;6;9;13;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",,,0.004;0.004;0.002;0.005;,0.004;0.004;0.002;0.005;,
,650,12,9,11,8,12->9,0,1,,,0,auto,am,83.6020,0.0668,0.0333,0.0116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0333,0.0333,0.0140,0.0087,12;11;10;9;,36;32;26;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",,,0.006;0.005;0.003;,0.006;0.005;0.003;,
,651,12,10,11,9,12->10,0,1,,,0,auto,am,1202.6565,0.0373,0.0262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0262,0.0262,0.0110,0.0068,12;11;10;,36;32;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,,0.006;0.005;,0.006;0.005;,
,652,12,10,11,9,12->10,1,2,,,0,auto,am,797.3436,0.0373,0.0298,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0298,0.0298,0.0180,0.0112,12;3;4;5;9;10;,35;6;9;13;25;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,,0.004;0.004;0.002;0.005;0.003;,0.004;0.004;0.002;0.005;0.003;,
,653,12,11,11,10,12->11,1,2,,,0,auto,am,416.6046,0.0650,0.0181,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0181,0.0181,0.0140,0.0087,12;3;4;11;,35;6;10;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,,0.004;0.004;0.006;,0.004;0.004;0.006;,
,654,12,14,11,13,12->14,0,1,,,0,auto,am,458.8802,0.0839,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0283,0.0283,0.0100,0.0062,12;11;14;,36;34;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",,,0.006;0.004;,0.006;0.004;,
,655,12,14,11,13,12->14,1,2,,,0,auto,am,241.1198,0.0839,0.0371,0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0371,0.0371,0.0130,0.0081,12;13;24;23;14;,37;39;76;71;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,,0.003;0.004;0.002;0.004;,0.003;0.004;0.002;0.004;,
,656,12,15,11,14,12->15,2,3,,,0,auto,am,216.3724,0.0410,0.0408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0408,0.0408,0.0170,0.0106,12;11;10;15;,36;32;28;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",,,0.006;0.005;0.006;,0.006;0.005;0.006;,
,657,12,15,11,14,12->15,0,1,,,0,auto,am,208.5407,0.0410,0.0416,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0416,0.0416,0.0150,0.0093,12;11;14;15;,36;34;41;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,,0.006;0.004;0.005;,0.006;0.004;0.005;,
,658,12,15,11,14,12->15,1,2,,,0,auto,am,244.0703,0.0410,0.0443,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0443,0.0443,0.0240,0.0149,12;3;4;5;9;10;15;,35;6;9;13;25;28;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,,0.004;0.004;0.002;0.005;0.003;0.006;,0.004;0.004;0.002;0.005;0.003;0.006;,
,659,12,15,11,14,12->15,3,4,,,0,auto,am,31.0167,0.0410,0.0504,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0504,0.0504,0.0150,0.0093,12;13;24;21;22;15;,37;39;75;65;67;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",,,0.003;0.004;0.003;0.002;0.003;,0.003;0.004;0.003;0.002;0.003;,
,660,12,16,11,15,12->16,3,4,,,0,auto,am,174.4537,0.0343,0.0502,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0502,0.0502,0.0260,0.0162,12;3;1;2;6;8;16;,35;5;1;4;16;22;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,,0.004;0.004;0.006;0.005;0.002;0.005;,0.004;0.004;0.006;0.005;0.002;0.005;,
,661,12,16,11,15,12->16,0,1,,,0,auto,am,69.2783,0.0343,0.0517,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.1,0.0517,0.0517,0.0150,0.0093,12;11;10;16;,36;32;29;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744)",,,0.006;0.005;0.004;,0.006;0.005;0.004;,
,662,12,16,11,15,12->16,6,7,,,0,auto,am,143.5134,0.0343,0.0490,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0490,0.0490,0.0210,0.0131,12;3;4;5;6;8;16;,35;6;9;12;16;22;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,,0.004;0.004;0.002;0.004;0.002;0.005;,0.004;0.004;0.002;0.004;0.002;0.005;,
,663,12,16,11,15,12->16,4,5,,,0,auto,am,68.3485,0.0343,0.0553,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0553,0.0553,0.0220,0.0137,12;3;4;5;9;10;16;,35;6;9;13;25;29;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744)",,,0.004;0.004;0.002;0.005;0.003;0.004;,0.004;0.004;0.002;0.005;0.003;0.004;,
,664,12,16,11,15,12->16,2,3,,,0,auto,am,34.2517,0.0343,0.0515,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0515,0.0515,0.0290,0.0180,12;3;1;2;6;8;7;18;16;,35;5;1;4;16;20;18;55;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.004;0.004;0.006;0.005;0.002;0.003;0.002;0.003;,0.004;0.004;0.006;0.005;0.002;0.003;0.002;0.003;,
,665,12,16,11,15,12->16,5,6,,,0,auto,am,34.4644,0.0343,0.0503,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0503,0.0503,0.0240,0.0149,12;3;4;5;6;8;7;18;16;,35;6;9;12;16;20;18;55;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.004;0.004;0.002;0.004;0.002;0.003;0.002;0.003;,0.004;0.004;0.002;0.004;0.002;0.003;0.002;0.003;,
,666,12,16,11,15,12->16,1,2,,,0,auto,am,103.7878,0.0343,0.0536,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0536,0.0536,0.0330,0.0205,12;3;4;5;9;8;7;18;16;,35;6;9;13;24;20;18;55;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.004;0.004;0.002;0.005;0.010;0.003;0.002;0.003;,0.004;0.004;0.002;0.005;0.010;0.003;0.002;0.003;,
,667,12,16,11,15,12->16,7,8,,,0,auto,am,71.9022,0.0343,0.0525,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0525,0.0525,0.0230,0.0143,12;13;24;21;20;18;16;,37;39;75;64;60;55;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.003;0.004;0.003;0.006;0.004;0.003;,0.003;0.004;0.003;0.006;0.004;0.003;,
,668,12,17,11,16,12->17,2,3,,,0,auto,am,269.4693,0.1074,0.0425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0425,0.0425,0.0190,0.0118,12;11;10;17;,36;32;30;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",,,0.006;0.005;0.008;,0.006;0.005;0.008;,
,669,12,17,11,16,12->17,1,2,,,0,auto,am,209.2031,0.1074,0.0461,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0461,0.0461,0.0260,0.0162,12;3;4;5;9;10;17;,35;6;9;13;25;30;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,,0.004;0.004;0.002;0.005;0.003;0.008;,0.004;0.004;0.002;0.005;0.003;0.008;,
,670,12,17,11,16,12->17,3,4,,,0,auto,am,50.8084,0.1074,0.0613,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0613,0.0613,0.0280,0.0174,12;3;1;2;6;8;16;17;,35;5;1;4;16;22;49;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,,0.004;0.004;0.006;0.005;0.002;0.005;0.002;,0.004;0.004;0.006;0.005;0.002;0.005;0.002;,
,671,12,17,11,16,12->17,0,1,,,0,auto,am,50.6581,0.1074,0.0628,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.1,0.0628,0.0628,0.0170,0.0106,12;11;10;16;17;,36;32;29;49;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.541280)",,,0.006;0.005;0.004;0.002;,0.006;0.005;0.004;0.002;,
,672,12,17,11,16,12->17,4,5,,,0,auto,am,19.8611,0.1074,0.0663,0.0225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0663,0.0663,0.0240,0.0149,12;3;4;5;9;10;16;17;,35;6;9;13;25;29;49;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.541280)",,,0.004;0.004;0.002;0.005;0.003;0.004;0.002;,0.004;0.004;0.002;0.005;0.003;0.004;0.002;,
,673,12,18,11,17,12->18,2,3,,,0,auto,am,49.8516,0.0615,0.0480,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0480,0.0480,0.0260,0.0162,12;3;1;2;6;8;7;18;,35;5;1;4;16;20;18;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,,0.004;0.004;0.006;0.005;0.002;0.003;0.002;,0.004;0.004;0.006;0.005;0.002;0.003;0.002;,
,674,12,18,11,17,12->18,5,6,,,0,auto,am,42.3546,0.0615,0.0468,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0468,0.0468,0.0210,0.0131,12;3;4;5;6;8;7;18;,35;6;9;12;16;20;18;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,,0.004;0.004;0.002;0.004;0.002;0.003;0.002;,0.004;0.004;0.002;0.004;0.002;0.003;0.002;,
,675,12,18,11,17,12->18,1,2,,,0,auto,am,29.7190,0.0615,0.0501,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0501,0.0501,0.0300,0.0186,12;3;4;5;9;8;7;18;,35;6;9;13;24;20;18;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,,0.004;0.004;0.002;0.005;0.010;0.003;0.002;,0.004;0.004;0.002;0.005;0.010;0.003;0.002;,
