link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,ref_volume,allowed_uses,VDF_alpha,VDF_beta,VDF_plf,VDF_cp,VDF_cd,VDF_n,VDF_s,geometry
76,,610,537,Highway,1,1,0.62208,1,60,5500,5367.822168,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.938762 42.026082, -87.950670 42.024282)"
76,,610,611,Highway,1,1,2.74568,1,60,6500,2433.214914,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.938758 42.026082, -87.992344 42.025182)"
76,,610,615,Highway,1,1,2.93371,1,60,8500,6724.038411,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.938757 42.026030, -87.881599 42.028732)"
76,,610,679,Highway,1,1,3.05061,1,60,6500,5059.367544,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.938783 42.026063, -87.950691 41.981946)"
76,,611,65,Highway,1,1,0.86267,1,60,49500,3350.44,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.992360 42.025177, -88.004258 42.016172)"
76,,611,403,Highway,1,1,1.92899,1,60,1500,801.14,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.992350 42.025181, -88.028074 42.016177)"
76,,611,609,Highway,1,1,2.50174,1,60,3000,1111.670057,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.992318 42.025157, -87.993509 42.062072)"
76,,611,610,Highway,1,1,2.74568,1,60,6500,6000.686416,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.992344 42.025130, -87.938758 42.026030)"
76,,611,680,Highway,1,1,2.92864,1,60,4500,3663.11,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.992370 42.025157, -87.993561 41.981940)"
76,,612,66,Highway,1,1,0.86267,1,60,49500,4453.03,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826839 42.063893, -87.838738 42.054888)"
76,,612,440,Highway,1,1,2.33798,1,60,2000,2326.538659,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826828 42.063898, -87.870888 42.054894)"
76,,612,595,Highway,1,1,2.9784,1,60,1500,598.04,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826804 42.063854, -87.793462 42.099869)"
76,,612,596,Highway,1,1,2.70127,1,60,3000,2610.946915,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826801 42.063886, -87.849426 42.099901)"
76,,612,614,Highway,1,1,2.318,1,60,5500,3086.033387,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826849 42.063872, -87.826849 42.029658)"
76,,612,617,Highway,1,1,2.92864,1,60,5000,4865.185534,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826823 42.063846, -87.769665 42.064746)"
76,,613,67,Highway,1,1,0.86267,1,60,49500,4951.15,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882807 42.063893, -87.894707 42.054888)"
76,,613,440,Highway,1,1,0.86267,1,60,2000,1976.078347,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882807 42.063851, -87.870899 42.054847)"
76,,613,591,Highway,1,1,2.728,1,60,5000,2220.097969,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882769 42.063886, -87.906585 42.099901)"
76,,613,596,Highway,1,1,2.9784,1,60,500,108.49653,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882772 42.063854, -87.849429 42.099869)"
76,,613,608,Highway,1,1,2.86765,1,60,4500,1081.92,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882791 42.063898, -87.938758 42.062998)"
76,,613,615,Highway,1,1,2.37978,1,60,10000,6780.667464,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882817 42.063871, -87.881626 42.028757)"
76,,614,68,Highway,1,1,0.86267,1,60,49500,6256.2,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826839 42.029679, -87.838738 42.020674)"
76,,614,439,Highway,1,1,2.33798,1,60,6000,4656.900514,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826828 42.029684, -87.870888 42.020680)"
76,,614,554,Highway,1,1,3.02427,1,60,3500,3321.076259,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826840 42.029638, -87.787544 41.996324)"
76,,614,612,Highway,1,1,2.318,1,60,5500,2096.05,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826797 42.029658, -87.826797 42.063872)"
76,,614,619,Highway,1,1,3.01132,1,60,3500,3278.315612,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826821 42.029632, -87.768472 42.035034)"
76,,614,622,Highway,1,1,3.41273,1,60,4000,2530.380056,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.826844 42.029673, -87.858996 41.985555)"
76,,615,69,Highway,1,1,0.86267,1,60,49500,9818.28,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881616 42.028779, -87.893517 42.019774)"
76,,615,439,Highway,1,1,0.7764,1,60,6000,6152.226109,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881616 42.028737, -87.870899 42.020633)"
76,,615,536,Highway,1,1,1.74784,1,60,2000,1592.160436,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881621 42.028774, -87.898292 42.006264)"
76,,615,610,Highway,1,1,2.93371,1,60,8500,6662.49889,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881601 42.028784, -87.938759 42.026082)"
76,,615,613,Highway,1,1,2.37978,1,60,10000,2480.757742,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881574 42.028759, -87.882765 42.063873)"
76,,615,622,Highway,1,1,3.14904,1,60,4000,4752.715728,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881623 42.028746, -87.858998 41.985528)"
76,,616,70,Highway,1,1,0.86267,1,60,49500,3972.08,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.708950 42.062993, -87.720856 42.053988)"
76,,616,433,Highway,1,1,2.79936,1,60,9500,4366.840214,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.708938 42.062998, -87.762524 42.054894)"
76,,616,598,Highway,1,1,2.11486,1,60,2500,924.86,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.708914 42.062955, -87.686289 42.089065)"
76,,616,599,Highway,1,1,2.73141,1,60,3000,571.2621442,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.708913 42.062988, -87.735110 42.098102)"
76,,616,618,Highway,1,1,1.89493,1,60,6500,4456.143906,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.708960 42.062974, -87.711341 42.035062)"
76,,616,620,Highway,1,1,1.89198,1,60,5500,1492.966488,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.708933 42.062946, -87.672018 42.063846)"
76,,617,71,Highway,1,1,0.86267,1,60,49500,5049.64,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.769681 42.064793, -87.781586 42.055788)"
76,,617,433,Highway,1,1,0.76433,1,60,9500,1501.813906,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.769686 42.064757, -87.762541 42.054853)"
76,,617,595,Highway,1,1,2.67358,1,60,2000,1163.571752,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.769643 42.064787, -87.793459 42.099902)"
76,,617,599,Highway,1,1,2.86765,1,60,1500,773.1,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.769647 42.064753, -87.735113 42.098067)"
76,,617,612,Highway,1,1,2.92864,1,60,5000,3369.432777,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.769665 42.064798, -87.826823 42.063898)"
76,,617,619,Highway,1,1,2.01392,1,60,10500,5734.206094,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.769691 42.064771, -87.768500 42.035059)"
76,,618,72,Highway,1,1,0.86267,1,60,49500,9363.15,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.711331 42.035081, -87.723237 42.026075)"
76,,618,434,Highway,1,1,3.17024,1,60,9000,2652.687821,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.711319 42.035086, -87.772050 42.026082)"
76,,618,548,Highway,1,1,1.95295,1,60,7500,3160.678043,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.711333 42.035041, -87.687517 42.012532)"
76,,618,552,Highway,1,1,2.65122,1,60,5000,3660.212179,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.711338 42.035073, -87.731582 41.999058)"
76,,618,616,Highway,1,1,1.89493,1,60,6500,3837.666207,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.711289 42.035058, -87.708908 42.062970)"
76,,618,621,Highway,1,1,2.08652,1,60,3500,1293.885469,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.711310 42.035034, -87.672014 42.043137)"
76,,619,73,Highway,1,1,0.86267,1,60,49500,12063.87,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.768490 42.035081, -87.780389 42.026075)"
76,,619,434,Highway,1,1,0.63686,1,60,9000,5954.54499,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.768498 42.035070, -87.772070 42.026066)"
76,,619,552,Highway,1,1,3.08699,1,60,9500,2881.431028,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.768492 42.035041, -87.731577 41.999026)"
76,,619,554,Highway,1,1,2.7987,1,60,2500,2208.93,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.768497 42.035072, -87.787550 41.996356)"
76,,619,614,Highway,1,1,3.01132,1,60,3500,3289.370424,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.768476 42.035086, -87.826825 42.029684)"
76,,619,617,Highway,1,1,2.01392,1,60,10500,3687.18,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.768448 42.035061, -87.769639 42.064773)"
76,,620,74,Highway,1,1,0.86267,1,60,49500,3697.97,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.672035 42.063893, -87.683938 42.054888)"
76,,620,598,Highway,1,1,1.85825,1,60,3500,1498.96,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.671996 42.063885, -87.686286 42.089095)"
76,,620,616,Highway,1,1,1.89198,1,60,5500,1305.15,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.672020 42.063898, -87.708935 42.062998)"
76,,620,621,Highway,1,1,1.403,1,60,3000,2875.716103,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.672045 42.063872, -87.672045 42.043163)"
76,,621,75,Highway,1,1,0.86267,1,60,49500,1766.45,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.672035 42.043184, -87.683938 42.034182)"
76,,621,547,Highway,1,1,1.58365,1,60,5500,3249.238059,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.672044 42.043154, -87.663708 42.020645)"
76,,621,618,Highway,1,1,2.08652,1,60,3500,2127.337241,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.672024 42.043189, -87.711320 42.035086)"
76,,621,620,Highway,1,1,1.403,1,60,3000,3254.263512,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.671993 42.043163, -87.671993 42.063872)"
76,,622,76,Highway,1,1,0.86267,1,60,49500,8948.25,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858991 41.985561, -87.870896 41.976557)"
76,,622,540,Highway,1,1,2.046,1,60,3000,3876.841537,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858979 41.985566, -87.898275 41.980164)"
76,,622,554,Highway,1,1,3.73248,1,60,2000,1749.614313,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858971 41.985514, -87.787523 41.996318)"
76,,622,555,Highway,1,1,3.13542,1,60,4500,3217.19,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858988 41.985517, -87.810165 41.957606)"
76,,622,614,Highway,1,1,3.41273,1,60,4000,969.890337,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858954 41.985525, -87.826802 42.029643)"
76,,622,615,Highway,1,1,3.14904,1,60,4000,3761.446004,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858952 41.985552, -87.881577 42.028770)"
76,,622,623,Highway,1,1,3.22839,1,60,3500,3728.706828,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858998 41.985552, -87.882814 41.941434)"
76,,622,625,Highway,1,1,2.74025,1,60,2500,743.37,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.858981 41.985515, -87.807776 41.973810)"
76,,623,77,Highway,1,1,0.86267,1,60,49500,10913.16,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882807 41.941443, -87.894707 41.932440)"
76,,623,622,Highway,1,1,3.22839,1,60,3500,4039.96472,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882768 41.941410, -87.858952 41.985528)"
76,,623,624,Highway,1,1,2.94384,1,60,6500,2362.5,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882793 41.941396, -87.825634 41.936894)"
76,,623,627,Highway,1,1,3.05061,1,60,5500,3139.446828,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882817 41.941421, -87.881626 41.896403)"
76,,623,681,Highway,1,1,2.87736,1,60,4000,3939.323604,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.882793 41.941448, -87.938760 41.937847)"
76,,624,78,Highway,1,1,0.86267,1,60,49500,9450.82,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.825648 41.936941, -87.837548 41.927938)"
76,,624,555,Highway,1,1,1.6116,1,60,5500,6902.826082,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.825611 41.936904, -87.810131 41.957613)"
76,,624,556,Highway,1,1,3.85219,1,60,1000,878.3734568,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.825628 41.936894, -87.751799 41.947699)"
76,,624,557,Highway,1,1,4.44966,1,60,2000,1250.9,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.825642 41.936896, -87.749431 41.905383)"
76,,624,623,Highway,1,1,2.94384,1,60,6500,2872.853604,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.825630 41.936946, -87.882789 41.941448)"
76,,624,626,Highway,1,1,2.69023,1,60,9500,5050.36,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.825658 41.936918, -87.822086 41.897302)"
76,,625,79,Highway,1,1,0.86267,1,60,49500,4084.47,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.807786 41.973856, -87.819688 41.964853)"
76,,625,554,Highway,1,1,1.84418,1,60,7000,4375.057424,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.807751 41.973818, -87.787508 41.996327)"
76,,625,555,Highway,1,1,1.10476,1,60,13500,5018.102231,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.807796 41.973839, -87.810178 41.957633)"
76,,625,622,Highway,1,1,2.74025,1,60,2500,1125.42,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.807764 41.973860, -87.858969 41.985565)"
76,,626,80,Highway,1,1,0.86267,1,60,49500,10350.77,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822076 41.897325, -87.833977 41.888323)"
76,,626,485,Highway,1,1,1.75633,1,60,6500,6337.4,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822083 41.897315, -87.833991 41.873005)"
76,,626,624,Highway,1,1,2.69023,1,60,9500,7542.089539,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822034 41.897306, -87.825606 41.936922)"
76,,626,627,Highway,1,1,3.05061,1,60,13000,4747.02,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822060 41.897330, -87.881600 41.896430)"
76,,626,630,Highway,1,1,2.0749,1,60,11000,4576.404309,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822059 41.897278, -87.781572 41.898178)"
76,,627,81,Highway,1,1,0.86267,1,60,49500,10419.29,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881616 41.896425, -87.893517 41.887423)"
76,,627,484,Highway,1,1,1.73609,1,60,6000,4932.909306,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881624 41.896415, -87.892341 41.872105)"
76,,627,486,Highway,1,1,2.10339,1,60,6500,5388.929282,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881606 41.896429, -87.920902 41.887425)"
76,,627,623,Highway,1,1,3.05061,1,60,5500,4783.033215,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881574 41.896405, -87.882765 41.941423)"
76,,627,626,Highway,1,1,3.05061,1,60,13000,4920.474193,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.881600 41.896378, -87.822060 41.897278)"
76,,628,82,Highway,1,1,0.86267,1,60,49500,6617.24,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822076 41.855008, -87.833977 41.846003)"
76,,628,485,Highway,1,1,1.364,1,60,6500,5967.039655,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822038 41.855001, -87.833946 41.873008)"
76,,628,629,Highway,1,1,2.87283,1,60,6000,2724.109012,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822061 41.855013, -87.878028 41.852312)"
76,,628,631,Highway,1,1,3.111,1,60,6500,1737.568121,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822060 41.854961, -87.761329 41.854961)"
76,,628,632,Highway,1,1,2.9946,1,60,5000,2669.693014,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.822086 41.854985, -87.818513 41.810867)"
76,,629,83,Highway,1,1,0.86267,1,60,49500,4164.95,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.878043 41.852307, -87.889947 41.843302)"
76,,629,479,Highway,1,1,2.23796,1,60,3000,3538.009357,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.878033 41.852311, -87.919711 41.842407)"
76,,629,484,Highway,1,1,1.52866,1,60,6000,2400,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.878006 41.852301, -87.892296 41.872109)"
76,,629,628,Highway,1,1,2.87283,1,60,6000,3607.920552,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.878026 41.852260, -87.822059 41.854961)"
76,,629,633,Highway,1,1,2.93054,1,60,6000,876.55,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.878053 41.852285, -87.875672 41.809067)"
76,,630,84,Highway,1,1,0.86267,1,60,49500,5615.88,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.781589 41.898225, -87.793488 41.889219)"
76,,630,489,Highway,1,1,1.72534,1,60,3500,1930.52,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.781599 41.898209, -87.786362 41.872999)"
76,,630,557,Highway,1,1,1.71778,1,60,8500,4328.544309,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.781567 41.898178, -87.749415 41.905381)"
76,,630,626,Highway,1,1,2.0749,1,60,11000,5251.11,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.781574 41.898230, -87.822061 41.897330)"
76,,631,85,Highway,1,1,0.86267,1,60,49500,10973.41,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761345 41.855008, -87.773248 41.846003)"
76,,631,489,Highway,1,1,1.769,1,60,3500,2687.258126,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761314 41.855008, -87.786321 41.873015)"
76,,631,490,Highway,1,1,1.19846,1,60,5000,3864.338517,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761304 41.854996, -87.767258 41.872103)"
76,,631,559,Highway,1,1,3.26564,1,60,5000,4475.271483,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761318 41.854964, -87.707732 41.881074)"
76,,631,566,Highway,1,1,2.89027,1,60,2000,1640.868121,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761332 41.854961, -87.705364 41.849559)"
76,,631,571,Highway,1,1,3.84735,1,60,2000,1900.017831,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761355 41.854985, -87.757783 41.798262)"
76,,631,628,Highway,1,1,3.111,1,60,6500,1745.80714,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761329 41.855013, -87.822060 41.855013)"
76,,631,636,Highway,1,1,2.19939,1,60,6500,2548.474711,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761355 41.854989, -87.763737 41.822576)"
76,,632,86,Highway,1,1,0.86267,1,60,49500,5541.66,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818503 41.810890, -87.830407 41.801886)"
76,,632,502,Highway,1,1,1.64248,1,60,1500,1862.745147,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818510 41.810881, -87.830418 41.788372)"
76,,632,571,Highway,1,1,3.22609,1,60,2500,2134.463617,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818492 41.810843, -87.757762 41.798238)"
76,,632,628,Highway,1,1,2.9946,1,60,5000,4094.039103,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818461 41.810871, -87.822034 41.854989)"
76,,632,633,Highway,1,1,2.93054,1,60,8000,2973.182862,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818488 41.810895, -87.875647 41.809094)"
76,,632,636,Highway,1,1,2.9159,1,60,2500,2802.825844,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818482 41.810843, -87.763706 41.822548)"
76,,633,87,Highway,1,1,0.86267,1,60,49500,5830.61,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875662 41.809089, -87.887566 41.800085)"
76,,633,478,Highway,1,1,1.97097,1,60,5500,3285.842862,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875654 41.809093, -87.911378 41.798289)"
76,,633,503,Highway,1,1,3.05061,1,60,7000,1434.22,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875671 41.809075, -87.887579 41.764957)"
76,,633,629,Highway,1,1,2.93054,1,60,6000,4018.070897,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875620 41.809069, -87.878001 41.852287)"
76,,633,632,Highway,1,1,2.93054,1,60,8000,4165.557652,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875645 41.809042, -87.818486 41.810843)"
76,,634,88,Highway,1,1,0.86267,1,60,49500,4497.95,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818503 41.766772, -87.830407 41.757769)"
76,,634,502,Highway,1,1,1.586,1,60,1500,2105.987849,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818464 41.766764, -87.830372 41.788373)"
76,,634,505,Highway,1,1,1.79406,1,60,6000,2392.48,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818511 41.766761, -87.829229 41.741551)"
76,,634,571,Highway,1,1,3.77313,1,60,2000,2149.462391,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818475 41.766728, -87.757745 41.798241)"
76,,634,635,Highway,1,1,2.93054,1,60,3500,3442.530137,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818488 41.766777, -87.875647 41.764976)"
76,,634,637,Highway,1,1,2.928,1,60,4500,3258.566543,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.818487 41.766725, -87.761329 41.766725)"
76,,635,89,Highway,1,1,0.86267,1,60,49500,2145.62,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875662 41.764971, -87.887566 41.755968)"
76,,635,504,Highway,1,1,0.71138,1,60,7000,7653.266526,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875657 41.764974, -87.887565 41.759572)"
76,,635,634,Highway,1,1,2.93054,1,60,3500,3059.66,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875645 41.764924, -87.818486 41.766725)"
76,,635,640,Highway,1,1,2.93054,1,60,1000,466.1,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875672 41.764949, -87.873290 41.721732)"
76,,635,705,Highway,1,1,2.928,1,60,5500,3289.259443,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.875646 41.764976, -87.932804 41.764976)"
76,,636,90,Highway,1,1,0.86267,1,60,49500,2206.72,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.763727 41.822595, -87.775628 41.813589)"
76,,636,501,Highway,1,1,1.06706,1,60,5500,3438.790555,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.763731 41.822590, -87.774448 41.809084)"
76,,636,631,Highway,1,1,2.19939,1,60,6500,5684.820421,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.763685 41.822572, -87.761303 41.854985)"
76,,636,632,Highway,1,1,2.9159,1,60,2500,2460.349687,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.763716 41.822600, -87.818492 41.810895)"
76,,637,91,Highway,1,1,0.86267,1,60,49500,8261.77,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761345 41.766772, -87.773248 41.757769)"
76,,637,571,Highway,1,1,2.14283,1,60,3500,4201.791535,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761303 41.766748, -87.757731 41.798261)"
76,,637,572,Highway,1,1,3.62835,1,60,2500,2741.943852,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761320 41.766727, -87.698208 41.791037)"
76,,637,576,Highway,1,1,3.25537,1,60,4000,1655.741263,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761333 41.766725, -87.699411 41.755920)"
76,,637,634,Highway,1,1,2.928,1,60,4500,2529.745509,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761329 41.766777, -87.818487 41.766777)"
76,,637,644,Highway,1,1,2.86959,1,60,5000,2702.566124,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.761355 41.766750, -87.758973 41.724433)"
76,,638,92,Highway,1,1,0.86267,1,60,49500,1230.92,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957827 41.672233, -87.969727 41.663229)"
76,,638,640,Highway,1,1,5.47847,1,60,1500,1099.53,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957798 41.672189, -87.873251 41.721710)"
76,,638,642,Highway,1,1,4.47343,1,60,3000,1017.68,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957809 41.672186, -87.870881 41.678489)"
76,,638,707,Highway,1,1,3.24219,1,60,2500,2703.298403,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957785 41.672215, -87.962548 41.719935)"
76,,638,815,Highway,1,1,4.39242,1,60,2000,561.7715972,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957811 41.672238, -88.043549 41.673139)"
76,,638,825,Highway,1,1,3.0341,1,60,1000,802.77,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957832 41.672196, -87.928062 41.633481)"
76,,638,826,Highway,1,1,3.0008,1,60,1500,334.8,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.957833 41.672226, -87.984031 41.632610)"
76,,639,93,Highway,1,1,0.86267,1,60,49500,4488.75,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.816122 41.723554, -87.828027 41.714548)"
76,,639,505,Highway,1,1,1.39235,1,60,6000,4558.941154,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.816085 41.723548, -87.829184 41.741556)"
76,,639,506,Highway,1,1,0.86267,1,60,5000,2092.320353,,0.15,4,1,0.24,1,1.24,4,"LINESTRING (-87.816122 41.723512, -87.804214 41.714509)"
