name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_PHF1,VDF_mu1
,8878,,4276,409,,35.67668473,2,59,,connector,1,"LINESTRING (-122.3202542592592 47.6498505774869, -122.319786 47.6499092)",all,1,1,100
,8879,,409,4276,,35.67668473,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3202542592592 47.6498505774869)",all,1,1,100
,8880,,4277,409,,22.190118,2,59,,connector,1,"LINESTRING (-122.3200810485096 47.64989136637602, -122.319786 47.6499092)",all,1,1,100
,8881,,409,4277,,22.190118,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3200810485096 47.64989136637602)",all,1,1,100
,8882,,4278,418,,36.92927377,2,59,,connector,1,"LINESTRING (-122.3208046320457 47.64993504595735, -122.3212665 47.6498189)",all,1,1,100
,8883,,418,4278,,36.92927377,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3208046320457 47.64993504595735)",all,1,1,100
,8884,,4279,409,,30.36914192,2,59,,connector,1,"LINESTRING (-122.3201809470896 47.64997088350204, -122.319786 47.6499092)",all,1,1,100
,8885,,409,4279,,30.36914192,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3201809470896 47.64997088350204)",all,1,1,100
,8886,,4280,418,,50.51207702,2,59,,connector,1,"LINESTRING (-122.3206832521282 47.65004688992707, -122.3212665 47.6498189)",all,1,1,100
,8887,,418,4280,,50.51207702,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3206832521282 47.65004688992707)",all,1,1,100
,8888,,4281,409,,40.32317047,2,59,,connector,1,"LINESTRING (-122.320271894179 47.65006528181965, -122.319786 47.6499092)",all,1,1,100
,8889,,409,4281,,40.32317047,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.320271894179 47.65006528181965)",all,1,1,100
,8890,,4282,409,,80.4988521,2,59,,connector,1,"LINESTRING (-122.3195405 47.650614, -122.319786 47.6499092)",all,1,1,100
,8891,,409,4282,,80.4988521,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3195405 47.650614)",all,1,1,100
,8892,,4283,410,,59.98538143,2,59,,connector,1,"LINESTRING (-122.3206249858369 47.65017846654785, -122.3204882 47.65071)",all,1,1,100
,8893,,410,4283,,59.98538143,2,59,,connector,1,"LINESTRING (-122.3204882 47.65071, -122.3206249858369 47.65017846654785)",all,1,1,100
,8894,,4284,410,,38.73926159,2,59,,connector,1,"LINESTRING (-122.3205142 47.65036205000001, -122.3204882 47.65071)",all,1,1,100
,8895,,410,4284,,38.73926159,2,59,,connector,1,"LINESTRING (-122.3204882 47.65071, -122.3205142 47.65036205000001)",all,1,1,100
,8896,,4285,227,,44.2171436,2,59,,connector,1,"LINESTRING (-122.3216326697854 47.64849315461822, -122.3221289 47.6487085)",all,1,1,100
,8897,,227,4285,,44.2171436,2,59,,connector,1,"LINESTRING (-122.3221289 47.6487085, -122.3216326697854 47.64849315461822)",all,1,1,100
,8898,,4286,413,,56.60531092,2,59,,connector,1,"LINESTRING (-122.3214352298737 47.64848770426612, -122.3207466 47.6486973)",all,1,1,100
,8899,,413,4286,,56.60531092,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3214352298737 47.64848770426612)",all,1,1,100
,8900,,4287,282,,56.60457924,2,59,,connector,1,"LINESTRING (-122.3214326452878 47.64761635267646, -122.3221126 47.6478384)",all,1,1,100
,8901,,282,4287,,56.60457924,2,59,,connector,1,"LINESTRING (-122.3221126 47.6478384, -122.3214326452878 47.64761635267646)",all,1,1,100
,8902,,4288,413,,37.67072036,2,59,,connector,1,"LINESTRING (-122.3211557772407 47.64889424828088, -122.3207466 47.6486973)",all,1,1,100
,8903,,413,4288,,37.67072036,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3211557772407 47.64889424828088)",all,1,1,100
,8904,,4289,413,,84.88385394,2,59,,connector,1,"LINESTRING (-122.3212426456537 47.64801095170615, -122.3207466 47.6486973)",all,1,1,100
,8905,,413,4289,,84.88385394,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3212426456537 47.64801095170615)",all,1,1,100
,8906,,4290,140,,70.66431224,2,59,,connector,1,"LINESTRING (-122.321233250525 47.64760161531144, -122.3221101 47.6473673)",all,1,1,100
,8907,,140,4290,,70.66431224,2,59,,connector,1,"LINESTRING (-122.3221101 47.6473673, -122.321233250525 47.64760161531144)",all,1,1,100
,8908,,4291,413,,26.10898091,2,59,,connector,1,"LINESTRING (-122.320949559385 47.6488881877906, -122.3207466 47.6486973)",all,1,1,100
,8909,,413,4291,,26.10898091,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.320949559385 47.6488881877906)",all,1,1,100
,8910,,4292,282,,82.34196265,2,59,,connector,1,"LINESTRING (-122.3210677563194 47.64760840753028, -122.3221126 47.6478384)",all,1,1,100
,8911,,282,4292,,82.34196265,2,59,,connector,1,"LINESTRING (-122.3221126 47.6478384, -122.3210677563194 47.64760840753028)",all,1,1,100
,8912,,4293,413,,76.56322672,2,59,,connector,1,"LINESTRING (-122.3210314946206 47.64803604024965, -122.3207466 47.6486973)",all,1,1,100
,8913,,413,4293,,76.56322672,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3210314946206 47.64803604024965)",all,1,1,100
,8914,,4294,413,,29.89436614,2,59,,connector,1,"LINESTRING (-122.3210166356 47.6484993483795, -122.3207466 47.6486973)",all,1,1,100
,8915,,413,4294,,29.89436614,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3210166356 47.6484993483795)",all,1,1,100
,8916,,4295,413,,121.7234053,2,59,,connector,1,"LINESTRING (-122.3208756824658 47.64760607460197, -122.3207466 47.6486973)",all,1,1,100
,8917,,413,4295,,121.7234053,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3208756824658 47.64760607460197)",all,1,1,100
,8918,,4296,413,,71.39874129,2,59,,connector,1,"LINESTRING (-122.3208305859208 47.64805769332508, -122.3207466 47.6486973)",all,1,1,100
,8919,,413,4296,,71.39874129,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3208305859208 47.64805769332508)",all,1,1,100
,8920,,4297,413,,121.9483401,2,59,,connector,1,"LINESTRING (-122.3206871192254 47.64760132452531, -122.3207466 47.6486973)",all,1,1,100
,8921,,413,4297,,121.9483401,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3206871192254 47.64760132452531)",all,1,1,100
,8922,,4298,413,,71.42771657,2,59,,connector,1,"LINESTRING (-122.3206180467079 47.64806079983121, -122.3207466 47.6486973)",all,1,1,100
,8923,,413,4298,,71.42771657,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3206180467079 47.64806079983121)",all,1,1,100
,8924,,4299,413,,123.7520416,2,59,,connector,1,"LINESTRING (-122.320510681475 47.64759577804742, -122.3207466 47.6486973)",all,1,1,100
,8925,,413,4299,,123.7520416,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.320510681475 47.64759577804742)",all,1,1,100
,8926,,4300,413,,75.3456639,2,59,,connector,1,"LINESTRING (-122.3204433167371 47.64805123752184, -122.3207466 47.6486973)",all,1,1,100
,8927,,413,4300,,75.3456639,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3204433167371 47.64805123752184)",all,1,1,100
,8928,,4301,413,,124.3528502,2,59,,connector,1,"LINESTRING (-122.3203513877503 47.64761112367583, -122.3207466 47.6486973)",all,1,1,100
,8929,,413,4301,,124.3528502,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3203513877503 47.64761112367583)",all,1,1,100
,8930,,4302,413,,80.2870949,2,59,,connector,1,"LINESTRING (-122.3202737983142 47.64804931243542, -122.3207466 47.6486973)",all,1,1,100
,8931,,413,4302,,80.2870949,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3202737983142 47.64804931243542)",all,1,1,100
,8932,,4303,413,,126.0448023,2,59,,connector,1,"LINESTRING (-122.3201711832959 47.64763209542508, -122.3207466 47.6486973)",all,1,1,100
,8933,,413,4303,,126.0448023,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3201711832959 47.64763209542508)",all,1,1,100
,8934,,4304,413,,86.92623221,2,59,,connector,1,"LINESTRING (-122.3200947545173 47.64805054781518, -122.3207466 47.6486973)",all,1,1,100
,8935,,413,4304,,86.92623221,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3200947545173 47.64805054781518)",all,1,1,100
,8936,,4305,413,,132.0840651,2,59,,connector,1,"LINESTRING (-122.3199896763944 47.64762445855715, -122.3207466 47.6486973)",all,1,1,100
,8937,,413,4305,,132.0840651,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3199896763944 47.64762445855715)",all,1,1,100
,8938,,4306,413,,95.47376133,2,59,,connector,1,"LINESTRING (-122.319924893141 47.64804095717141, -122.3207466 47.6486973)",all,1,1,100
,8939,,413,4306,,95.47376133,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.319924893141 47.64804095717141)",all,1,1,100
,8940,,4307,413,,103.4399345,2,59,,connector,1,"LINESTRING (-122.3197526507469 47.64805153537099, -122.3207466 47.6486973)",all,1,1,100
,8941,,413,4307,,103.4399345,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3197526507469 47.64805153537099)",all,1,1,100
,8942,,4308,413,,140.2975133,2,59,,connector,1,"LINESTRING (-122.3198118358195 47.64760396200388, -122.3207466 47.6486973)",all,1,1,100
,8943,,413,4308,,140.2975133,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3198118358195 47.64760396200388)",all,1,1,100
,8944,,4309,408,,100.1079439,2,59,,connector,1,"LINESTRING (-122.319576851312 47.64805154521882, -122.3187477 47.6487576)",all,1,1,100
,8945,,408,4309,,100.1079439,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.319576851312 47.64805154521882)",all,1,1,100
,8946,,4310,407,,133.1628915,2,59,,connector,1,"LINESTRING (-122.3196371871736 47.6475551085562, -122.3184728 47.64846)",all,1,1,100
,8947,,407,4310,,133.1628915,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3196371871736 47.6475551085562)",all,1,1,100
,8948,,4311,408,,94.09895154,2,59,,connector,1,"LINESTRING (-122.3193998092132 47.6480343103944, -122.3187477 47.6487576)",all,1,1,100
,8949,,408,4311,,94.09895154,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3193998092132 47.6480343103944)",all,1,1,100
,8950,,4312,407,,117.4884043,2,59,,connector,1,"LINESTRING (-122.3194234537142 47.64761962020879, -122.3184728 47.64846)",all,1,1,100
,8951,,407,4312,,117.4884043,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3194234537142 47.64761962020879)",all,1,1,100
,8952,,4313,408,,86.7866277,2,59,,connector,1,"LINESTRING (-122.3192276749432 47.64804723977648, -122.3187477 47.6487576)",all,1,1,100
,8953,,408,4313,,86.7866277,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3192276749432 47.64804723977648)",all,1,1,100
,8954,,4314,407,,108.4525391,2,59,,connector,1,"LINESTRING (-122.3192082485091 47.64761987934139, -122.3184728 47.64846)",all,1,1,100
,8955,,407,4314,,108.4525391,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3192082485091 47.64761987934139)",all,1,1,100
,8956,,4315,407,,64.28902547,2,59,,connector,1,"LINESTRING (-122.3190573646686 47.6480366930224, -122.3184728 47.64846)",all,1,1,100
,8957,,407,4315,,64.28902547,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3190573646686 47.6480366930224)",all,1,1,100
,8958,,4316,407,,102.1800965,2,59,,connector,1,"LINESTRING (-122.3189955058046 47.64761122035163, -122.3184728 47.64846)",all,1,1,100
,8959,,407,4316,,102.1800965,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3189955058046 47.64761122035163)",all,1,1,100
,8960,,4317,407,,56.63791712,2,59,,connector,1,"LINESTRING (-122.318893572717 47.64803680803174, -122.3184728 47.64846)",all,1,1,100
,8961,,407,4317,,56.63791712,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.318893572717 47.64803680803174)",all,1,1,100
,8962,,4318,889,,69.66825438,2,59,,connector,1,"LINESTRING (-122.3187933778441 47.64762035527946, -122.3179461 47.6478787)",all,1,1,100
,8963,,889,4318,,69.66825438,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.3187933778441 47.64762035527946)",all,1,1,100
,8964,,4319,407,,50.02985147,2,59,,connector,1,"LINESTRING (-122.3187243010713 47.6480431914413, -122.3184728 47.64846)",all,1,1,100
,8965,,407,4319,,50.02985147,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3187243010713 47.6480431914413)",all,1,1,100
,8966,,4320,889,,58.72363533,2,59,,connector,1,"LINESTRING (-122.3186190111028 47.64760778404593, -122.3179461 47.6478787)",all,1,1,100
,8967,,889,4320,,58.72363533,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.3186190111028 47.64760778404593)",all,1,1,100
,8968,,4321,407,,47.74210809,2,59,,connector,1,"LINESTRING (-122.3185679726761 47.64803545914218, -122.3184728 47.64846)",all,1,1,100
,8969,,407,4321,,47.74210809,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3185679726761 47.64803545914218)",all,1,1,100
,8970,,4322,407,,46.59935163,2,59,,connector,1,"LINESTRING (-122.3183860816983 47.64804501390683, -122.3184728 47.64846)",all,1,1,100
,8971,,407,4322,,46.59935163,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3183860816983 47.64804501390683)",all,1,1,100
,8972,,4323,889,,48.90783864,2,59,,connector,1,"LINESTRING (-122.3184439959748 47.64759418719736, -122.3179461 47.6478787)",all,1,1,100
,8973,,889,4323,,48.90783864,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.3184439959748 47.64759418719736)",all,1,1,100
,8974,,4324,889,,40.27127441,2,59,,connector,1,"LINESTRING (-122.3182752102213 47.64759233080088, -122.3179461 47.6478787)",all,1,1,100
,8975,,889,4324,,40.27127441,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.3182752102213 47.64759233080088)",all,1,1,100
,8976,,4325,889,,31.52158582,2,59,,connector,1,"LINESTRING (-122.3181106386984 47.6476177900963, -122.3179461 47.6478787)",all,1,1,100
,8977,,889,4325,,31.52158582,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.3181106386984 47.6476177900963)",all,1,1,100
,8978,,4326,413,,26.6613327,2,59,,connector,1,"LINESTRING (-122.3206315807871 47.64847039437654, -122.3207466 47.6486973)",all,1,1,100
,8979,,413,4326,,26.6613327,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3206315807871 47.64847039437654)",all,1,1,100
,8980,,4327,413,,38.05095263,2,59,,connector,1,"LINESTRING (-122.32034482698 47.64890668553321, -122.3207466 47.6486973)",all,1,1,100
,8981,,413,4327,,38.05095263,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.32034482698 47.64890668553321)",all,1,1,100
,8982,,4328,413,,34.57910845,2,59,,connector,1,"LINESTRING (-122.3204096827048 47.6484847202004, -122.3207466 47.6486973)",all,1,1,100
,8983,,413,4328,,34.57910845,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3204096827048 47.6484847202004)",all,1,1,100
,8984,,4329,413,,51.19442218,2,59,,connector,1,"LINESTRING (-122.3201437440643 47.64891416549789, -122.3207466 47.6486973)",all,1,1,100
,8985,,413,4329,,51.19442218,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3201437440643 47.64891416549789)",all,1,1,100
,8986,,4330,413,,63.49583788,2,59,,connector,1,"LINESTRING (-122.3199647661601 47.64891789912723, -122.3207466 47.6486973)",all,1,1,100
,8987,,413,4330,,63.49583788,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3199647661601 47.64891789912723)",all,1,1,100
,8988,,4331,413,,45.07225588,2,59,,connector,1,"LINESTRING (-122.3202346076258 47.64848437627136, -122.3207466 47.6486973)",all,1,1,100
,8989,,413,4331,,45.07225588,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3202346076258 47.64848437627136)",all,1,1,100
,8990,,4332,413,,74.88737855,2,59,,connector,1,"LINESTRING (-122.3197984454478 47.64891078618888, -122.3207466 47.6486973)",all,1,1,100
,8991,,413,4332,,74.88737855,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3197984454478 47.64891078618888)",all,1,1,100
,8992,,4333,413,,60.15372113,2,59,,connector,1,"LINESTRING (-122.3200024662289 47.64849395850696, -122.3207466 47.6486973)",all,1,1,100
,8993,,413,4333,,60.15372113,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3200024662289 47.64849395850696)",all,1,1,100
,8994,,4334,413,,74.01350955,2,59,,connector,1,"LINESTRING (-122.3198117116954 47.64848192475965, -122.3207466 47.6486973)",all,1,1,100
,8995,,413,4334,,74.01350955,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3198117116954 47.64848192475965)",all,1,1,100
,8996,,4335,408,,64.39896464,2,59,,connector,1,"LINESTRING (-122.3195787006715 47.64890598417694, -122.3187477 47.6487576)",all,1,1,100
,8997,,408,4335,,64.39896464,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3195787006715 47.64890598417694)",all,1,1,100
,8998,,4336,408,,70.61817211,2,59,,connector,1,"LINESTRING (-122.3196044209721 47.64849259433107, -122.3187477 47.6487576)",all,1,1,100
,8999,,408,4336,,70.61817211,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3196044209721 47.64849259433107)",all,1,1,100
,9000,,4337,408,,50.42709507,2,59,,connector,1,"LINESTRING (-122.3193865412413 47.64890058787601, -122.3187477 47.6487576)",all,1,1,100
,9001,,408,4337,,50.42709507,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3193865412413 47.64890058787601)",all,1,1,100
,9002,,4338,408,,57.18539757,2,59,,connector,1,"LINESTRING (-122.3194057168858 47.64849687269506, -122.3187477 47.6487576)",all,1,1,100
,9003,,408,4338,,57.18539757,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3194057168858 47.64849687269506)",all,1,1,100
,9004,,4339,408,,35.84910204,2,59,,connector,1,"LINESTRING (-122.3191832772211 47.64889115119519, -122.3187477 47.6487576)",all,1,1,100
,9005,,408,4339,,35.84910204,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3191832772211 47.64889115119519)",all,1,1,100
,9006,,4340,408,,47.61834778,2,59,,connector,1,"LINESTRING (-122.3192081222085 47.64846233297207, -122.3187477 47.6487576)",all,1,1,100
,9007,,408,4340,,47.61834778,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3192081222085 47.64846233297207)",all,1,1,100
,9008,,4341,408,,35.539068,2,59,,connector,1,"LINESTRING (-122.3190000985861 47.6484869728202, -122.3187477 47.6487576)",all,1,1,100
,9009,,408,4341,,35.539068,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3190000985861 47.6484869728202)",all,1,1,100
,9010,,4342,418,,52.1358485,2,59,,connector,1,"LINESTRING (-122.3210289950717 47.64937817485824, -122.3212665 47.6498189)",all,1,1,100
,9011,,418,4342,,52.1358485,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3210289950717 47.64937817485824)",all,1,1,100
,9012,,4343,418,,63.68983729,2,59,,connector,1,"LINESTRING (-122.3211270950717 47.64925387485824, -122.3212665 47.6498189)",all,1,1,100
,9013,,418,4343,,63.68983729,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3211270950717 47.64925387485824)",all,1,1,100
,9014,,4344,413,,60.23868443,2,59,,connector,1,"LINESTRING (-122.3212197965888 47.64913532003168, -122.3207466 47.6486973)",all,1,1,100
,9015,,413,4344,,60.23868443,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3212197965888 47.64913532003168)",all,1,1,100
,9016,,4345,409,,91.06593485,2,59,,connector,1,"LINESTRING (-122.3196163239232 47.64909824037203, -122.319786 47.6499092)",all,1,1,100
,9017,,409,4345,,91.06593485,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3196163239232 47.64909824037203)",all,1,1,100
,9018,,4346,227,,47.15947979,2,59,,connector,1,"LINESTRING (-122.3215483650408 47.64887257854247, -122.3221289 47.6487085)",all,1,1,100
,9019,,227,4346,,47.15947979,2,59,,connector,1,"LINESTRING (-122.3221289 47.6487085, -122.3215483650408 47.64887257854247)",all,1,1,100
,9020,,4347,418,,39.99950792,2,59,,connector,1,"LINESTRING (-122.3207410769245 47.64975474291073, -122.3212665 47.6498189)",all,1,1,100
,9021,,418,4347,,39.99950792,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3207410769245 47.64975474291073)",all,1,1,100
,9022,,4348,418,,27.07392759,2,59,,connector,1,"LINESTRING (-122.3209052790846 47.64981059841597, -122.3212665 47.6498189)",all,1,1,100
,9023,,418,4348,,27.07392759,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3209052790846 47.64981059841597)",all,1,1,100
,9024,,4349,755,,17.91106159,2,59,,connector,1,"LINESTRING (-122.3218889101566 47.64959157174157, -122.322128 47.6495896)",all,1,1,100
,9025,,755,4349,,17.91106159,2,59,,connector,1,"LINESTRING (-122.322128 47.6495896, -122.3218889101566 47.64959157174157)",all,1,1,100
,9026,,4350,409,,36.53198467,2,59,,connector,1,"LINESTRING (-122.3198909 47.64958835, -122.319786 47.6499092)",all,1,1,100
,9027,,409,4350,,36.53198467,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3198909 47.64958835)",all,1,1,100
,9028,,4351,418,,51.13446953,2,59,,connector,1,"LINESTRING (-122.3205839 47.6498235, -122.3212665 47.6498189)",all,1,1,100
,9029,,418,4351,,51.13446953,2,59,,connector,1,"LINESTRING (-122.3212665 47.6498189, -122.3205839 47.6498235)",all,1,1,100
,9030,,4352,140,,33.33002184,2,59,,connector,1,"LINESTRING (-122.3217360092528 47.64752957051028, -122.3221101 47.6473673)",all,1,1,100
,9031,,140,4352,,33.33002184,2,59,,connector,1,"LINESTRING (-122.3221101 47.6473673, -122.3217360092528 47.64752957051028)",all,1,1,100
,9032,,4353,755,,22.68675323,2,59,,connector,1,"LINESTRING (-122.32188875 47.6497147, -122.322128 47.6495896)",all,1,1,100
,9033,,755,4353,,22.68675323,2,59,,connector,1,"LINESTRING (-122.322128 47.6495896, -122.32188875 47.6497147)",all,1,1,100
,9034,,4354,140,,70.10743562,2,59,,connector,1,"LINESTRING (-122.3211753749692 47.6473360551693, -122.3221101 47.6473673)",all,1,1,100
,9035,,140,4354,,70.10743562,2,59,,connector,1,"LINESTRING (-122.3221101 47.6473673, -122.3211753749692 47.6473360551693)",all,1,1,100
,9036,,4355,407,,30.50629144,2,59,,connector,1,"LINESTRING (-122.31845935 47.64818579999999, -122.3184728 47.64846)",all,1,1,100
,9037,,407,4355,,30.50629144,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.31845935 47.64818579999999)",all,1,1,100
,9038,,4356,413,,169.5525288,2,59,,connector,1,"LINESTRING (-122.31974155 47.64733105, -122.3207466 47.6486973)",all,1,1,100
,9039,,413,4356,,169.5525288,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.31974155 47.64733105)",all,1,1,100
,9040,,4357,413,,65.56003389,2,59,,connector,1,"LINESTRING (-122.3200475350055 47.64834256800778, -122.3207466 47.6486973)",all,1,1,100
,9041,,413,4357,,65.56003389,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3200475350055 47.64834256800778)",all,1,1,100
,9042,,4358,889,,63.70101938,2,59,,connector,1,"LINESTRING (-122.31812085 47.64731805, -122.3179461 47.6478787)",all,1,1,100
,9043,,889,4358,,63.70101938,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.31812085 47.64731805)",all,1,1,100
,9044,,4359,413,,133.8890981,2,59,,connector,1,"LINESTRING (-122.3197280750085 47.647707843235, -122.3207466 47.6486973)",all,1,1,100
,9045,,413,4359,,133.8890981,2,59,,connector,1,"LINESTRING (-122.3207466 47.6486973, -122.3197280750085 47.647707843235)",all,1,1,100
,9046,,4360,140,,20.75893897,2,59,,connector,1,"LINESTRING (-122.32185895 47.6474462, -122.3221101 47.6473673)",all,1,1,100
,9047,,140,4360,,20.75893897,2,59,,connector,1,"LINESTRING (-122.3221101 47.6473673, -122.32185895 47.6474462)",all,1,1,100
,9048,,4361,282,,54.03503891,2,59,,connector,1,"LINESTRING (-122.3214338897054 47.64800296271207, -122.3221126 47.6478384)",all,1,1,100
,9049,,282,4361,,54.03503891,2,59,,connector,1,"LINESTRING (-122.3221126 47.6478384, -122.3214338897054 47.64800296271207)",all,1,1,100
,9050,,4362,755,,19.04094339,2,59,,connector,1,"LINESTRING (-122.321895 47.64965805, -122.322128 47.6495896)",all,1,1,100
,9051,,755,4362,,19.04094339,2,59,,connector,1,"LINESTRING (-122.322128 47.6495896, -122.321895 47.64965805)",all,1,1,100
,9052,,4363,227,,54.70077778,2,59,,connector,1,"LINESTRING (-122.32162965 47.64834950000001, -122.3221289 47.6487085)",all,1,1,100
,9053,,227,4363,,54.70077778,2,59,,connector,1,"LINESTRING (-122.3221289 47.6487085, -122.32162965 47.64834950000001)",all,1,1,100
,9054,,4364,408,,64.02853701,2,59,,connector,1,"LINESTRING (-122.3190933255014 47.64823095301164, -122.3187477 47.6487576)",all,1,1,100
,9055,,408,4364,,64.02853701,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3190933255014 47.64823095301164)",all,1,1,100
,9056,,4365,140,,39.53032239,2,59,,connector,1,"LINESTRING (-122.3215861249548 47.647325155101, -122.3221101 47.6473673)",all,1,1,100
,9057,,140,4365,,39.53032239,2,59,,connector,1,"LINESTRING (-122.3221101 47.6473673, -122.3215861249548 47.647325155101)",all,1,1,100
,9058,,4366,409,,62.67203429,2,59,,connector,1,"LINESTRING (-122.3194885325434 47.64938240416271, -122.319786 47.6499092)",all,1,1,100
,9059,,409,4366,,62.67203429,2,59,,connector,1,"LINESTRING (-122.319786 47.6499092, -122.3194885325434 47.64938240416271)",all,1,1,100
,9060,,4367,407,,44.29517883,2,59,,connector,1,"LINESTRING (-122.3189310330555 47.64820822505757, -122.3184728 47.64846)",all,1,1,100
,9061,,407,4367,,44.29517883,2,59,,connector,1,"LINESTRING (-122.3184728 47.64846, -122.3189310330555 47.64820822505757)",all,1,1,100
,9062,,4368,889,,88.28862231,2,59,,connector,1,"LINESTRING (-122.3187573385353 47.64730272496632, -122.3179461 47.6478787)",all,1,1,100
,9063,,889,4368,,88.28862231,2,59,,connector,1,"LINESTRING (-122.3179461 47.6478787, -122.3187573385353 47.64730272496632)",all,1,1,100
,9064,,4369,408,,64.89639568,2,59,,connector,1,"LINESTRING (-122.3193306596536 47.64832587445791, -122.3187477 47.6487576)",all,1,1,100
,9065,,408,4369,,64.89639568,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3193306596536 47.64832587445791)",all,1,1,100
,9066,,4370,408,,71.30050995,2,59,,connector,1,"LINESTRING (-122.3191742832514 47.64818438341835, -122.3187477 47.6487576)",all,1,1,100
,9067,,408,4370,,71.30050995,2,59,,connector,1,"LINESTRING (-122.3187477 47.6487576, -122.3191742832514 47.64818438341835)",all,1,1,100
