first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,OD_based_UE_relative_gap_compared_to_least_time_path_travel_time,path_based_UE_gap,path_based_relative_UE_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,896,14,13,13,12,14->13,0,auto,am,115.5390,10.0000,6.2150,47.8523,10.0000,7.063410,0.000913,0.0023,0.5704,0.0048,0.0000,0.0000,0.0000,0.0000,0,47.8523,0.0000,4,14;23;24;13;,42;73;74;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",,8.335;3.977;25.540;,4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,897,14,15,13,14,14->15,0,auto,am,1300.0000,5.0000,3.1075,20.6909,5.0000,3.144566,0.000426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,20.6909,0.0000,2,14;15;,41;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401)",,15.691;,5.000;,0,,,,,,,,,-1.000000,0.000000,
0,898,14,15,13,14,14->15,0,auto,am,0.0000,20.0000,12.4301,65.9443,20.0000,10.758223,0.001621,0.0000,45.2534,0.3828,0.0000,0.0000,0.0000,0.0000,0,65.9443,0.0000,6,14;23;22;20;19;15;,42;72;68;61;57;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,8.335;15.983;6.811;11.710;3.105;,4.000;4.000;5.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,899,14,16,13,15,14->16,0,auto,am,0.0000,13.0000,8.0796,82.4794,13.0000,11.493958,0.001332,0.0176,33.3714,0.2823,0.0000,0.0000,0.0000,0.0000,0,82.4794,0.0000,4,14;11;10;16;,40;32;29;,"LINESTRING (-96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744)",,20.908;15.949;32.622;,4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,900,14,16,13,15,14->16,0,auto,am,471.9026,12.0000,7.4580,49.1328,12.0000,7.535998,0.001038,0.0176,0.0990,0.0007,0.0000,0.0000,0.0000,0.0000,0,49.1328,0.0000,5,14;15;19;17;16;,41;45;58;52;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",,15.691;3.050;6.796;11.596;,5.000;3.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,901,14,16,13,15,14->16,0,auto,am,228.0975,19.0000,11.8086,51.8160,19.0000,9.208791,0.001550,0.0176,2.7008,0.0228,0.0000,0.0000,0.0000,0.0000,0,51.8160,0.0000,6,14;15;19;20;18;16;,41;45;59;60;55;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,15.691;3.050;11.708;1.232;1.135;,5.000;3.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,902,14,16,13,15,14->16,0,auto,am,0.0000,20.0000,12.4301,53.4964,20.0000,9.568945,0.001622,0.0176,4.3708,0.0370,0.0000,0.0000,0.0000,0.0000,0,53.4964,0.0000,6,14;23;22;20;18;16;,42;72;68;60;55;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,8.335;15.983;6.811;1.232;1.135;,4.000;4.000;5.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,903,14,16,13,15,14->16,0,auto,am,0.0000,23.0000,14.2946,60.6472,23.0000,10.903923,0.001859,0.0176,11.5277,0.0975,0.0000,0.0000,0.0000,0.0000,0,60.6472,0.0000,7,14;15;22;21;20;18;16;,41;46;69;64;60;55;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,15.691;10.033;4.024;5.532;1.232;1.135;,5.000;3.000;2.000;6.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,904,14,17,13,16,14->17,0,auto,am,700.0000,10.0000,6.2150,35.5365,10.0000,5.665141,0.000826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,35.5365,0.0000,4,14;15;19;17;,41;45;58;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",,15.691;3.050;6.796;,5.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,905,14,17,13,16,14->17,0,auto,am,0.0000,34.0000,21.1311,117.6424,34.0000,18.863715,0.002773,0.0000,82.1074,0.6945,0.0000,0.0000,0.0000,0.0000,0,117.6424,0.0000,8,14;23;22;20;19;15;10;17;,42;72;68;61;57;43;30;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",,8.335;15.983;6.811;11.710;3.105;18.505;19.193;,4.000;4.000;5.000;4.000;3.000;6.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,906,14,18,13,17,14->18,0,auto,am,89.3479,16.0000,9.9441,47.6815,16.0000,8.157018,0.001311,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,47.6815,0.0000,5,14;15;19;20;18;,41;45;59;60;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744)",,15.691;3.050;11.708;1.232;,5.000;3.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,907,14,18,13,17,14->18,0,auto,am,10.6521,17.0000,10.5656,49.3618,17.0000,8.517172,0.001383,0.0037,1.6699,0.0141,0.0000,0.0000,0.0000,0.0000,0,49.3618,0.0000,5,14;23;22;20;18;,42;72;68;60;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744)",,8.335;15.983;6.811;1.232;,4.000;4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,908,14,18,13,17,14->18,0,auto,am,0.0000,15.0000,9.3226,53.2406,15.0000,8.586325,0.001277,0.0037,5.5428,0.0469,0.0000,0.0000,0.0000,0.0000,0,53.2406,0.0000,6,14;15;19;17;16;18;,41;45;58;52;50;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744)",,15.691;3.050;6.796;11.596;1.108;,5.000;3.000;2.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,909,14,18,13,17,14->18,0,auto,am,0.0000,20.0000,12.4301,56.5126,20.0000,9.852149,0.001620,0.0037,8.8269,0.0747,0.0000,0.0000,0.0000,0.0000,0,56.5126,0.0000,6,14;15;22;21;20;18;,41;46;69;64;60;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",,15.691;10.033;4.024;5.532;1.232;,5.000;3.000;2.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,910,14,19,13,18,14->19,0,auto,am,300.0000,8.0000,4.9720,26.7409,8.0000,4.348359,0.000652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,26.7409,0.0000,3,14;15;19;,41;45;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,15.691;3.050;,5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,911,14,19,13,18,14->19,0,auto,am,0.0000,17.0000,10.5656,59.8398,17.0000,9.549289,0.001394,0.0000,33.0996,0.2800,0.0000,0.0000,0.0000,0.0000,0,59.8398,0.0000,5,14;23;22;20;19;,42;72;68;61;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591)",,8.335;15.983;6.811;11.710;,4.000;4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,912,14,20,13,19,14->20,0,auto,am,446.7396,12.0000,7.4580,42.4490,12.0000,6.768618,0.000987,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,42.4490,0.0000,4,14;15;19;20;,41;45;59;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,15.691;3.050;11.708;,5.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,913,14,20,13,19,14->20,0,auto,am,53.2604,13.0000,8.0796,44.1294,13.0000,7.128772,0.001059,0.0042,1.6699,0.0141,0.0000,0.0000,0.0000,0.0000,0,44.1294,0.0000,4,14;23;22;20;,42;72;68;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333)",,8.335;15.983;6.811;,4.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,914,14,20,13,19,14->20,0,auto,am,0.0000,16.0000,9.9441,51.2802,16.0000,8.463749,0.001296,0.0042,8.8269,0.0747,0.0000,0.0000,0.0000,0.0000,0,51.2802,0.0000,5,14;15;22;21;20;,41;46;69;64;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",,15.691;10.033;4.024;5.532;,5.000;3.000;2.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,915,14,21,13,20,14->21,0,auto,am,0.0000,10.0000,6.2150,39.7478,10.0000,6.108783,0.000842,0.0000,1.7106,0.0145,0.0000,0.0000,0.0000,0.0000,0,39.7478,0.0000,4,14;15;22;21;,41;46;69;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",,15.691;10.033;4.024;,5.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,916,14,21,13,20,14->21,0,auto,am,400.0000,9.0000,5.5935,38.0396,9.0000,5.776704,0.000782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,38.0396,0.0000,4,14;23;24;21;,42;73;75;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164, -96.730979 43.510485)",,8.335;3.977;16.727;,4.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,917,14,21,13,20,14->21,0,auto,am,0.0000,19.0000,11.8086,55.7057,19.0000,9.487753,0.001513,0.0000,17.6623,0.1494,0.0000,0.0000,0.0000,0.0000,0,55.7057,0.0000,5,14;23;22;20;21;,42;72;68;62;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.730979 43.510485)",,8.335;15.983;6.811;5.576;,4.000;4.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,918,14,22,13,21,14->22,0,auto,am,613.3922,8.0000,4.9720,33.7242,8.0000,5.101529,0.000686,0.0219,1.4133,0.0120,0.0000,0.0000,0.0000,0.0000,0,33.7242,0.0000,3,14;15;22;,41;46;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",,15.691;10.033;,5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,919,14,22,13,21,14->22,0,auto,am,586.6078,8.0000,4.9720,32.3183,8.0000,4.952946,0.000680,0.0219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,32.3183,0.0000,3,14;23;22;,42;72;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858)",,8.335;15.983;,4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,920,14,23,13,22,14->23,0,auto,am,1100.0000,4.0000,2.4860,12.3355,4.0000,2.045846,0.000315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,12.3355,0.0000,2,14;23;,42;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858)",,8.335;,4.000;,0,,,,,,,,,-1.000000,0.000000,
0,921,14,23,13,22,14->23,0,auto,am,0.0000,15.0000,9.3226,65.6181,15.0000,9.860130,0.001312,0.0000,53.2827,0.4507,0.0000,0.0000,0.0000,0.0000,0,65.6181,0.0000,6,14;15;22;21;24;23;,41;46;69;66;76;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,15.691;10.033;4.024;17.031;3.839;,5.000;3.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,922,14,24,13,23,14->24,0,auto,am,400.0000,6.0000,3.7290,18.3127,6.0000,3.048088,0.000471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,18.3127,0.0000,3,14;23;24;,42;73;,"LINESTRING (-96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",,8.335;3.977;,4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,923,14,24,13,23,14->24,0,auto,am,0.0000,13.0000,8.0796,59.7788,13.0000,8.872783,0.001156,0.0000,41.4630,0.3507,0.0000,0.0000,0.0000,0.0000,0,59.7788,0.0000,5,14;15;22;21;24;,41;46;69;66;,"LINESTRING (-96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",,15.691;10.033;4.024;17.031;,5.000;3.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,924,15,1,14,0,15->1,0,auto,am,48.9208,25.0000,15.5376,65.7515,25.0000,11.976336,0.002076,0.0008,0.5614,0.0070,0.0000,0.0000,0.0000,0.0000,0,65.7515,0.0000,6,15;10;11;4;3;1;,43;27;31;8;5;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,18.505;16.173;4.243;1.754;0.076;,6.000;5.000;6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,925,15,1,14,0,15->1,0,auto,am,451.0793,24.0000,14.9161,65.1938,24.0000,11.686268,0.001989,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,65.1938,0.0000,7,15;10;9;5;4;3;1;,43;26;23;11;8;5;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,18.505;6.777;12.899;1.182;1.754;0.076;,6.000;3.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,926,15,1,14,0,15->1,0,auto,am,0.0000,23.0000,14.2946,66.0427,23.0000,11.702966,0.001970,0.0008,0.8541,0.0107,0.0000,0.0000,0.0000,0.0000,0,66.0427,0.0000,6,15;14;11;4;3;1;,44;40;31;8;5;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,16.062;20.908;4.243;1.754;0.076;,5.000;4.000;6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,927,15,1,14,0,15->1,0,auto,am,0.0000,23.0000,14.2946,80.0583,23.0000,13.531454,0.002161,0.0008,14.8676,0.1857,0.0000,0.0000,0.0000,0.0000,0,80.0583,0.0000,8,15;22;21;24;13;12;3;1;,46;69;66;74;38;35;5;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,10.033;4.024;17.031;25.540;0.164;0.190;0.076;,3.000;2.000;3.000;4.000;3.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,928,15,2,14,1,15->2,0,auto,am,10.1890,31.0000,19.2666,71.7653,31.0000,14.053995,0.002629,0.0008,0.5614,0.0065,0.0000,0.0000,0.0000,0.0000,0,71.7653,0.0000,7,15;10;11;4;3;1;2;,43;27;31;8;5;1;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,18.505;16.173;4.243;1.754;0.076;0.014;,6.000;5.000;6.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,929,15,2,14,1,15->2,0,auto,am,89.8110,30.0000,18.6451,71.2076,30.0000,13.763927,0.002542,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,71.2076,0.0000,8,15;10;9;5;4;3;1;2;,43;26;23;11;8;5;1;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,18.505;6.777;12.899;1.182;1.754;0.076;0.014;,6.000;3.000;5.000;2.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,930,15,2,14,1,15->2,0,auto,am,0.0000,19.0000,11.8086,86.3546,19.0000,13.033327,0.001754,0.0008,15.1247,0.1752,0.0000,0.0000,0.0000,0.0000,0,86.3546,0.0000,7,15;19;17;16;8;6;2;,45;58;52;47;19;14;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,3.050;6.796;11.596;11.462;29.616;4.835;,3.000;2.000;2.000;5.000;2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,931,15,2,14,1,15->2,0,auto,am,0.0000,29.0000,18.0236,86.0721,29.0000,15.609113,0.002714,0.0008,14.8676,0.1722,0.0000,0.0000,0.0000,0.0000,0,86.0721,0.0000,9,15;22;21;24;13;12;3;1;2;,46;69;66;74;38;35;5;1;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,10.033;4.024;17.031;25.540;0.164;0.190;0.076;0.014;,3.000;2.000;3.000;4.000;3.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,932,15,3,14,2,15->3,0,auto,am,10.1890,21.0000,13.0516,61.6754,21.0000,10.595319,0.001712,0.0009,0.5614,0.0065,0.0000,0.0000,0.0000,0.0000,0,61.6754,0.0000,5,15;10;11;4;3;,43;27;31;8;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962)",,18.505;16.173;4.243;1.754;,6.000;5.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,933,15,3,14,2,15->3,0,auto,am,89.8110,20.0000,12.4301,61.1176,20.0000,10.305251,0.001625,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,61.1176,0.0000,6,15;10;9;5;4;3;,43;26;23;11;8;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,18.505;6.777;12.899;1.182;1.754;,6.000;3.000;5.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,934,15,3,14,2,15->3,0,auto,am,0.0000,19.0000,11.8086,61.9666,19.0000,10.321948,0.001606,0.0009,0.8541,0.0099,0.0000,0.0000,0.0000,0.0000,0,61.9666,0.0000,5,15;14;11;4;3;,44;40;31;8;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962)",,16.062;20.908;4.243;1.754;,5.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,935,15,3,14,2,15->3,0,auto,am,0.0000,19.0000,11.8086,75.9822,19.0000,12.150437,0.001797,0.0009,14.8676,0.1722,0.0000,0.0000,0.0000,0.0000,0,75.9822,0.0000,7,15;22;21;24;13;12;3;,46;69;66;74;38;35;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",,10.033;4.024;17.031;25.540;0.164;0.190;,3.000;2.000;3.000;4.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,936,15,4,14,3,15->4,0,auto,am,50.9452,17.0000,10.5656,55.9215,17.0000,9.178854,0.001396,0.0010,0.5614,0.0065,0.0000,0.0000,0.0000,0.0000,0,55.9215,0.0000,4,15;10;11;4;,43;27;31;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654)",,18.505;16.173;4.243;,6.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,937,15,4,14,3,15->4,0,auto,am,449.0548,16.0000,9.9441,55.3638,16.0000,8.888786,0.001310,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,55.3638,0.0000,5,15;10;9;5;4;,43;26;23;11;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,18.505;6.777;12.899;1.182;,6.000;3.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,938,15,4,14,3,15->4,0,auto,am,0.0000,15.0000,9.3226,56.2127,15.0000,8.905483,0.001291,0.0010,0.8541,0.0099,0.0000,0.0000,0.0000,0.0000,0,56.2127,0.0000,4,15;14;11;4;,44;40;31;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654)",,16.062;20.908;4.243;,5.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,939,15,4,14,3,15->4,0,auto,am,0.0000,23.0000,14.2946,81.7623,23.0000,13.568535,0.002112,0.0010,26.4033,0.3058,0.0000,0.0000,0.0000,0.0000,0,81.7623,0.0000,8,15;22;21;24;13;12;3;4;,46;69;66;74;38;35;6;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",,10.033;4.024;17.031;25.540;0.164;0.190;1.780;,3.000;2.000;3.000;4.000;3.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,940,15,5,14,4,15->5,0,auto,am,200.0000,14.0000,8.7011,52.1814,14.0000,8.159484,0.001155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,52.1814,0.0000,4,15;10;9;5;,43;26;23;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",,18.505;6.777;12.899;,6.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,941,15,5,14,4,15->5,0,auto,am,0.0000,25.0000,15.5376,84.9316,25.0000,14.296858,0.002266,0.0000,32.7548,0.3794,0.0000,0.0000,0.0000,0.0000,0,84.9316,0.0000,9,15;22;21;24;13;12;3;4;5;,46;69;66;74;38;35;6;9;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",,10.033;4.024;17.031;25.540;0.164;0.190;1.780;1.169;,3.000;2.000;3.000;4.000;3.000;4.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,942,15,6,14,5,15->6,0,auto,am,200.0000,18.0000,11.1871,63.1036,18.0000,10.053293,0.001463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,63.1036,0.0000,5,15;10;9;5;6;,43;26;23;12;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",,18.505;6.777;12.899;6.922;,6.000;3.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,943,15,6,14,5,15->6,0,auto,am,0.0000,35.0000,21.7526,81.0097,35.0000,15.744007,0.002920,0.0000,17.9070,0.2034,0.0000,0.0000,0.0000,0.0000,0,81.0097,0.0000,9,15;10;9;5;4;3;1;2;6;,43;26;23;11;8;5;1;4;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",,18.505;6.777;12.899;1.182;1.754;0.076;0.014;4.802;,6.000;3.000;5.000;2.000;4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,944,15,6,14,5,15->6,0,auto,am,0.0000,14.0000,8.7011,76.5195,14.0000,11.050194,0.001376,0.0000,13.3942,0.1522,0.0000,0.0000,0.0000,0.0000,0,76.5195,0.0000,6,15;19;17;16;8;6;,45;58;52;47;19;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",,3.050;6.796;11.596;11.462;29.616;,3.000;2.000;2.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,945,15,6,14,5,15->6,0,auto,am,0.0000,25.0000,15.5376,88.0339,25.0000,14.418119,0.002197,0.0000,24.9219,0.2831,0.0000,0.0000,0.0000,0.0000,0,88.0339,0.0000,8,15;22;21;20;18;16;8;6;,46;69;64;60;55;47;19;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",,10.033;4.024;5.532;1.232;1.135;11.462;29.616;,3.000;2.000;6.000;4.000;3.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,946,15,7,14,6,15->7,0,auto,am,500.0000,13.0000,8.0796,29.2371,13.0000,5.697613,0.001058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,29.2371,0.0000,5,15;19;20;18;7;,45;59;60;54;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,3.050;11.708;1.232;0.247;,3.000;4.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,947,15,7,14,6,15->7,0,auto,am,0.0000,12.0000,7.4580,34.7962,12.0000,6.126920,0.001023,0.0000,5.5428,0.0630,0.0000,0.0000,0.0000,0.0000,0,34.7962,0.0000,6,15;19;17;16;18;7;,45;58;52;50;54;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,3.050;6.796;11.596;1.108;0.247;,3.000;2.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
