link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,MEU_vol_auto,mode_link_cap_auto,mode_DOC_auto,mode_TT_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
44,44,bpr,15,14,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8991.731,8991.731,9041.501,-49.770,,11:1124;23:1702;,0.000,0.000,0.000,,,,0.000,21.062,14.244,8.853,0.237,1.754,1.754,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,8991.731,0.955,1.142,1.813,1.083,60.000,51.000,0.400,4.000,14.244,9.578,27941.986,3156.387,27941.986,3156.387,2407.076,2274.845,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",8991.731,8991.731,5127.526,1.753620,21.062,60.000,60.000,60.000,60.000,14.115,10.235,9.804,12.244,45.495,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8991.731,8991.731,0.000,14.244,0.000,-14.244,1.754,0.000,-1.754,1.813,0.000,-1.813,period-based
45,45,bpr,15,19,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18525.215,18525.215,17955.973,569.242,,17:6068;20:5347;,0.000,0.000,0.000,,,,0.000,6.050,29.752,18.491,0.496,1.272,1.272,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,18525.216,0.955,1.142,1.257,0.583,60.000,51.000,0.400,4.000,29.752,25.527,34540.488,1867.973,34540.488,1867.973,941.713,778.255,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",18525.216,18525.216,14564.753,1.271921,6.050,60.000,60.000,60.000,60.000,39.152,27.747,26.297,34.124,54.988,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18525.215,18525.215,0.000,29.752,0.000,-29.752,1.272,0.000,-1.272,1.257,0.000,-1.257,period-based
46,46,bpr,15,22,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17013.467,17013.467,18078.322,-1064.855,,21:3852;23:2714;,0.000,0.000,0.000,,,,0.000,13.033,13.811,8.583,0.230,1.772,1.772,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,17013.466,0.955,1.142,1.835,1.083,60.000,51.000,0.400,4.000,13.811,9.206,31721.814,3695.708,31721.814,3695.708,2845.035,2694.917,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",17013.466,17013.466,9599.181,1.772387,13.033,60.000,60.000,60.000,60.000,13.487,9.827,9.420,11.724,45.239,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17013.467,17013.467,0.000,13.811,0.000,-13.811,1.772,0.000,-1.772,1.835,0.000,-1.835,period-based
47,47,bpr,16,8,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8084.738,8084.738,8596.646,-511.908,,6:3649;9:1513;,0.000,0.000,0.000,,,,0.000,16.462,18.224,11.326,0.304,1.602,1.602,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,8084.738,0.955,1.142,1.636,1.083,60.000,51.000,0.400,4.000,18.224,13.199,25123.488,2218.126,25123.488,2218.126,1544.398,1425.505,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",8084.738,8084.738,5045.823,1.602264,16.462,60.000,60.000,60.000,60.000,20.305,14.219,13.550,17.367,48.007,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8084.738,8084.738,0.000,18.224,0.000,-18.224,1.602,0.000,-1.602,1.636,0.000,-1.636,period-based
48,48,bpr,16,10,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10897.276,10897.276,11376.530,-479.254,,9:0;11:2453;15:0;,0.000,0.000,0.000,,,,0.000,37.301,6.434,3.999,0.107,2.245,2.245,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,10897.276,0.955,1.142,2.403,1.083,60.000,51.000,0.400,4.000,6.434,3.554,27090.805,6774.651,27090.805,6774.651,6048.167,5919.963,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",10897.276,10897.276,4854.918,2.244585,37.301,60.000,60.000,60.000,60.000,4.553,3.710,3.608,4.160,41.679,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10897.276,10897.276,0.000,6.434,0.000,-6.434,2.245,0.000,-2.245,2.403,0.000,-2.403,period-based
49,49,bpr,16,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10797.385,10797.385,10895.549,-98.164,,10:0;19:2064;,0.000,0.000,0.000,,,,0.000,14.018,8.561,5.320,0.143,2.065,2.065,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,10797.385,0.955,1.142,2.185,1.083,60.000,51.000,0.400,4.000,8.561,5.043,13421.236,2522.573,13421.236,2522.573,2162.660,2099.146,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",10797.385,10797.385,5229.910,2.064545,14.018,60.000,60.000,60.000,60.000,6.762,5.304,5.134,6.074,42.540,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10797.385,10797.385,0.000,8.561,0.000,-8.561,2.065,0.000,-2.065,2.185,0.000,-2.185,period-based
50,50,bpr,16,18,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18266.701,18266.701,16700.590,1566.111,,7:6341;20:10025;,0.000,0.000,0.000,,,,0.000,4.108,43.819,27.234,0.730,0.928,0.928,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,18266.701,0.955,1.142,0.709,0.000,60.000,51.000,0.400,4.000,43.819,46.322,34058.484,1250.603,34058.484,1250.603,337.267,176.091,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",18266.701,18266.701,19679.897,0.928191,4.108,60.000,60.000,60.000,60.000,58.205,51.403,48.231,56.817,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18266.701,18266.701,0.000,43.819,0.000,-43.819,0.928,0.000,-0.928,0.709,0.000,-0.709,period-based
51,51,bpr,17,10,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8100.000,8100.000,8099.999,0.001,,9:2456;11:1743;15:0;,0.000,0.000,0.000,,,,0.000,27.193,17.652,10.971,0.294,1.622,1.622,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,8100.000,0.955,1.142,1.659,1.083,60.000,51.000,0.400,4.000,17.652,12.657,40273.461,3671.012,40273.461,3671.012,2591.012,2400.423,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",8100.000,8100.000,4993.511,1.622105,27.193,60.000,60.000,60.000,60.000,19.375,13.621,12.989,16.595,47.631,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8100.000,8100.000,0.000,17.652,0.000,-17.652,1.622,0.000,-1.622,1.659,0.000,-1.659,period-based
52,52,bpr,17,16,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10698.506,10698.506,10905.318,-206.812,,8:1728;10:0;18:4153;,0.000,0.000,0.000,,,,0.000,13.596,8.826,5.485,0.147,2.046,2.046,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,10698.506,0.955,1.142,2.162,1.083,60.000,51.000,0.400,4.000,8.826,5.237,13298.329,2424.324,13298.329,2424.324,2067.707,2004.774,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",10698.506,10698.506,5229.910,2.045639,13.596,60.000,60.000,60.000,60.000,7.059,5.513,5.333,6.328,42.657,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10698.506,10698.506,0.000,8.826,0.000,-8.826,2.046,0.000,-2.046,2.162,0.000,-2.162,period-based
53,53,bpr,17,19,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8684.561,8684.561,9948.753,-1264.193,,15:6198;20:0;,0.000,0.000,0.000,,,,0.000,9.098,13.190,8.198,0.220,1.800,1.800,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,8684.560,0.955,1.142,1.868,1.083,60.000,51.000,0.400,4.000,13.190,8.680,10794.979,1316.806,10794.979,1316.806,1027.321,976.235,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",8684.560,8684.560,4823.951,1.800300,9.098,60.000,60.000,60.000,60.000,12.605,9.251,8.877,10.992,44.881,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8684.561,8684.561,0.000,13.190,0.000,-13.190,1.800,0.000,-1.800,1.868,0.000,-1.868,period-based
54,54,bpr,18,7,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,16511.264,16511.264,15708.296,802.968,,8:8667;,0.000,0.000,0.000,,,,0.000,2.247,53.416,33.198,0.890,0.706,0.706,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,16511.263,0.955,1.142,0.237,0.000,60.000,51.000,0.400,4.000,53.416,50.936,20523.635,618.211,20523.635,618.211,67.835,0.000,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",16511.263,16511.263,23403.473,0.705505,2.247,60.000,60.000,60.000,60.000,58.563,55.782,54.198,57.125,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16511.264,16511.264,0.000,53.416,0.000,-53.416,0.706,0.000,-0.706,0.237,0.000,-0.237,period-based
55,55,bpr,18,16,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18375.777,18375.777,16727.611,1648.166,,8:0;10:5097;17:4117;,0.000,0.000,0.000,,,,0.000,4.135,43.536,27.058,0.726,0.934,0.934,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,18375.777,0.955,1.142,0.726,0.000,60.000,51.000,0.400,4.000,43.536,45.901,34261.859,1266.247,34261.859,1266.247,347.458,185.319,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",18375.777,18375.777,19679.897,0.933733,4.135,60.000,60.000,60.000,60.000,58.027,50.903,47.768,56.463,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18375.777,18375.777,0.000,43.536,0.000,-43.536,0.934,0.000,-0.934,0.726,0.000,-0.726,period-based
56,56,bpr,18,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,20706.793,20706.793,20692.295,14.498,,19:4528;21:3561;22:3906;,0.000,0.000,0.000,,,,0.000,5.220,45.981,28.578,0.766,0.885,0.885,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,20706.794,0.955,1.142,0.585,0.000,60.000,51.000,0.400,4.000,45.981,48.714,51477.422,1801.322,51477.422,1801.322,420.869,177.260,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",20706.794,20706.794,23403.473,0.884774,5.220,60.000,60.000,60.000,60.000,56.384,54.483,51.053,56.052,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20706.793,20706.793,0.000,45.981,0.000,-45.981,0.885,0.000,-0.885,0.585,0.000,-0.585,period-based
57,57,bpr,19,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18624.539,18624.539,17964.596,659.943,,10:5058;14:3297;22:4368;,0.000,0.000,0.000,,,,0.000,6.105,29.486,18.326,0.491,1.279,1.279,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,18624.540,0.955,1.142,1.264,0.583,60.000,51.000,0.400,4.000,29.486,25.216,34725.680,1894.904,34725.680,1894.904,963.677,799.343,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",18624.540,18624.540,14564.753,1.278741,6.105,60.000,60.000,60.000,60.000,38.767,27.411,25.977,33.738,54.868,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18624.539,18624.539,0.000,29.486,0.000,-29.486,1.279,0.000,-1.279,1.264,0.000,-1.264,period-based
58,58,bpr,19,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8585.683,8585.683,9958.525,-1372.842,,16:2018;,0.000,0.000,0.000,,,,0.000,8.796,13.643,8.479,0.227,1.780,1.780,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,8585.682,0.955,1.142,1.844,1.083,60.000,51.000,0.400,4.000,13.643,9.063,10672.073,1258.605,10672.073,1258.605,972.416,921.912,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",8585.682,8585.682,4823.951,1.779803,8.796,60.000,60.000,60.000,60.000,13.247,9.670,9.272,11.524,45.142,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8585.683,8585.683,0.000,13.643,0.000,-13.643,1.780,0.000,-1.780,1.844,0.000,-1.844,period-based
59,59,bpr,19,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8558.834,8558.834,7899.545,659.289,,18:4622;21:0;22:0;,0.000,0.000,0.000,,,,0.000,15.708,15.279,9.496,0.255,1.711,1.711,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,8558.834,0.955,1.142,1.763,1.083,60.000,51.000,0.400,4.000,15.279,10.486,21277.400,2240.718,21277.400,2240.718,1670.129,1569.437,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",8558.834,8558.834,5002.608,1.710874,15.708,60.000,60.000,60.000,60.000,15.656,11.231,10.742,13.519,46.121,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8558.834,8558.834,0.000,15.279,0.000,-15.279,1.711,0.000,-1.711,1.763,0.000,-1.763,period-based
60,60,bpr,20,18,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,20761.670,20761.670,20707.057,54.613,,7:9041;16:10055;,0.000,0.000,0.000,,,,0.000,5.232,45.867,28.507,0.764,0.887,0.887,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,20761.669,0.955,1.142,0.591,0.000,60.000,51.000,0.400,4.000,45.867,48.620,51613.848,1810.587,51613.848,1810.587,426.475,182.220,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",20761.669,20761.669,23403.473,0.887119,5.232,60.000,60.000,60.000,60.000,56.329,54.350,50.931,55.955,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20761.670,20761.670,0.000,45.867,0.000,-45.867,0.887,0.000,-0.887,0.591,0.000,-0.591,period-based
61,61,bpr,20,19,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8559.279,8559.279,7917.937,641.342,,15:5335;17:18;,0.000,0.000,0.000,,,,0.000,15.710,15.277,9.494,0.255,1.711,1.711,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,8559.280,0.955,1.142,1.763,1.083,60.000,51.000,0.400,4.000,15.277,10.484,21278.506,2241.162,21278.506,2241.162,1670.543,1569.846,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",8559.280,8559.280,5002.608,1.710964,15.710,60.000,60.000,60.000,60.000,15.653,11.229,10.740,13.516,46.120,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8559.279,8559.279,0.000,15.277,0.000,-15.277,1.711,0.000,-1.711,1.763,0.000,-1.763,period-based
62,62,bpr,20,21,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6261.725,6261.725,6445.915,-184.190,,22:0;24:3297;,0.000,0.000,0.000,,,,0.000,11.576,31.098,19.327,0.518,1.238,1.238,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,6261.725,0.955,1.142,1.218,0.417,60.000,51.000,0.400,4.000,31.098,27.122,23350.125,1208.135,23350.125,1208.135,581.962,471.461,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",6261.725,6261.725,5059.912,1.237517,11.576,60.000,60.000,60.000,60.000,41.029,29.463,27.936,36.050,55.546,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6261.725,6261.725,0.000,31.098,0.000,-31.098,1.238,0.000,-1.238,1.218,0.000,-1.218,period-based
63,63,bpr,20,22,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7065.867,7065.867,7000.000,65.867,,23:1957;,0.000,0.000,0.000,,,,0.000,11.911,25.187,15.654,0.420,1.392,1.392,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,7065.867,0.955,1.142,1.393,0.750,60.000,51.000,0.400,4.000,25.187,20.343,21957.324,1402.655,21957.324,1402.655,813.833,709.923,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",7065.867,7065.867,5075.697,1.392098,11.911,60.000,60.000,60.000,60.000,32.006,22.096,20.947,27.381,52.554,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7065.867,7065.867,0.000,25.187,0.000,-25.187,1.392,0.000,-1.392,1.393,0.000,-1.393,period-based
64,64,bpr,21,20,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6246.432,6246.432,6379.069,-132.637,,18:3646;19:0;22:0;,0.000,0.000,0.000,,,,0.000,11.532,31.216,19.401,0.520,1.234,1.234,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,6246.432,0.955,1.142,1.215,0.417,60.000,51.000,0.400,4.000,31.216,27.263,23293.096,1200.606,23293.096,1200.606,575.963,465.732,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",6246.432,6246.432,5059.912,1.234494,11.532,60.000,60.000,60.000,60.000,41.188,29.615,28.081,36.218,55.592,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6246.432,6246.432,0.000,31.216,0.000,-31.216,1.234,0.000,-1.234,1.215,0.000,-1.215,period-based
65,65,bpr,21,22,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8056.104,8056.104,8315.617,-259.513,,15:3852;20:0;,0.000,0.000,0.000,,,,0.000,5.968,20.108,12.497,0.335,1.540,1.540,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,8056.104,0.955,1.142,1.564,1.083,60.000,51.000,0.400,4.000,20.108,15.033,10013.802,801.298,10013.802,801.298,532.761,485.372,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",8056.104,8056.104,5229.910,1.540390,5.968,60.000,60.000,60.000,60.000,23.429,16.243,15.449,19.974,49.260,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8056.104,8056.104,0.000,20.108,0.000,-20.108,1.540,0.000,-1.540,1.564,0.000,-1.564,period-based
