od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,
438,20,18,19,17,0,0,p,AM,400.00,1,-96.711185,43.515333,-96.694078,43.546744,4.0000,0.0040,0.0025,
439,20,19,19,18,0,0,p,AM,1200.00,1,-96.711185,43.515333,-96.711316,43.529591,4.0000,0.0040,0.0025,
440,20,21,19,20,0,0,p,AM,1200.00,1,-96.711185,43.515333,-96.730979,43.510485,6.0000,0.0060,0.0037,
441,20,22,19,21,0,0,p,AM,2400.00,1,-96.711185,43.515333,-96.731241,43.514858,5.0000,0.0050,0.0031,
442,20,23,19,22,0,0,p,AM,700.00,1,-96.711185,43.515333,-96.750904,43.514858,9.0000,0.0090,0.0056,
443,20,24,19,23,0,0,p,AM,400.00,1,-96.711185,43.515333,-96.749200,43.503164,9.0000,0.0090,0.0056,
444,21,1,20,0,0,0,p,AM,100.00,1,-96.730979,43.510485,-96.770420,43.612828,18.0000,0.0180,0.0112,
445,21,4,20,3,0,0,p,AM,200.00,1,-96.730979,43.510485,-96.747168,43.563654,18.0000,0.0180,0.0112,
446,21,5,20,4,0,0,p,AM,100.00,1,-96.730979,43.510485,-96.731569,43.564034,19.0000,0.0190,0.0118,
447,21,6,20,5,0,0,p,AM,100.00,1,-96.730979,43.510485,-96.711644,43.587586,17.0000,0.0170,0.0106,
448,21,7,20,6,0,0,p,AM,200.00,1,-96.730979,43.510485,-96.693423,43.563844,12.0000,0.0120,0.0075,
449,21,8,20,7,0,0,p,AM,400.00,1,-96.730979,43.510485,-96.711382,43.562324,15.0000,0.0150,0.0093,
450,21,9,20,8,0,0,p,AM,300.00,1,-96.730979,43.510485,-96.731241,43.548596,14.0000,0.0140,0.0087,
451,21,10,20,9,0,0,p,AM,1200.00,1,-96.730979,43.510485,-96.731438,43.545271,11.0000,0.0110,0.0068,
452,21,11,20,10,0,0,p,AM,400.00,1,-96.730979,43.510485,-96.746841,43.544131,13.0000,0.0130,0.0081,
453,21,12,20,11,0,0,p,AM,300.00,1,-96.730979,43.510485,-96.780137,43.543941,10.0000,0.0100,0.0062,
454,21,13,20,12,0,0,p,AM,600.00,1,-96.730979,43.510485,-96.793377,43.490707,7.0000,0.0070,0.0044,
455,21,14,20,13,0,0,p,AM,400.00,1,-96.730979,43.510485,-96.751035,43.529306,9.0000,0.0090,0.0056,
456,21,15,20,14,0,0,p,AM,800.00,1,-96.730979,43.510485,-96.731504,43.529401,5.0000,0.0050,0.0031,
457,21,16,20,15,0,0,p,AM,600.00,1,-96.730979,43.510485,-96.711382,43.546744,12.0000,0.0120,0.0075,
458,21,17,20,16,0,0,p,AM,600.00,1,-96.730979,43.510485,-96.711382,43.541280,10.0000,0.0100,0.0062,
459,21,18,20,17,0,0,p,AM,100.00,1,-96.730979,43.510485,-96.694078,43.546744,10.0000,0.0100,0.0062,
460,21,19,20,18,0,0,p,AM,400.00,1,-96.730979,43.510485,-96.711316,43.529591,8.0000,0.0080,0.0050,
461,21,20,20,19,0,0,p,AM,1200.00,1,-96.730979,43.510485,-96.711185,43.515333,6.0000,0.0060,0.0037,
462,21,22,20,21,0,0,p,AM,1800.00,1,-96.730979,43.510485,-96.731241,43.514858,2.0000,0.0020,0.0012,
463,21,23,20,22,0,0,p,AM,700.00,1,-96.730979,43.510485,-96.750904,43.514858,5.0000,0.0050,0.0031,
464,21,24,20,23,0,0,p,AM,500.00,1,-96.730979,43.510485,-96.749200,43.503164,3.0000,0.0030,0.0019,
465,22,1,21,0,0,0,p,AM,400.00,1,-96.731241,43.514858,-96.770420,43.612828,20.0000,0.0200,0.0124,
466,22,2,21,1,0,0,p,AM,100.00,1,-96.731241,43.514858,-96.711251,43.605813,21.0000,0.0210,0.0131,
467,22,3,21,2,0,0,p,AM,100.00,1,-96.731241,43.514858,-96.774303,43.572962,16.0000,0.0160,0.0099,
468,22,4,21,3,0,0,p,AM,400.00,1,-96.731241,43.514858,-96.747168,43.563654,18.0000,0.0180,0.0112,
469,22,5,21,4,0,0,p,AM,200.00,1,-96.731241,43.514858,-96.731569,43.564034,17.0000,0.0170,0.0106,
470,22,6,21,5,0,0,p,AM,200.00,1,-96.731241,43.514858,-96.711644,43.587586,16.0000,0.0160,0.0099,
471,22,7,21,6,0,0,p,AM,500.00,1,-96.731241,43.514858,-96.693423,43.563844,11.0000,0.0110,0.0068,
472,22,8,21,7,0,0,p,AM,500.00,1,-96.731241,43.514858,-96.711382,43.562324,14.0000,0.0140,0.0087,
473,22,9,21,8,0,0,p,AM,700.00,1,-96.731241,43.514858,-96.731241,43.548596,12.0000,0.0120,0.0075,
474,22,10,21,9,0,0,p,AM,2600.00,1,-96.731241,43.514858,-96.731438,43.545271,9.0000,0.0090,0.0056,
475,22,11,21,10,0,0,p,AM,1100.00,1,-96.731241,43.514858,-96.746841,43.544131,12.0000,0.0120,0.0075,
476,22,12,21,11,0,0,p,AM,700.00,1,-96.731241,43.514858,-96.780137,43.543941,12.0000,0.0120,0.0075,
477,22,13,21,12,0,0,p,AM,1300.00,1,-96.731241,43.514858,-96.793377,43.490707,9.0000,0.0090,0.0056,
478,22,14,21,13,0,0,p,AM,1200.00,1,-96.731241,43.514858,-96.751035,43.529306,8.0000,0.0080,0.0050,
479,22,15,21,14,0,0,p,AM,2600.00,1,-96.731241,43.514858,-96.731504,43.529401,3.0000,0.0030,0.0019,
480,22,16,21,15,0,0,p,AM,1200.00,1,-96.731241,43.514858,-96.711382,43.546744,10.0000,0.0100,0.0062,
481,22,17,21,16,0,0,p,AM,1700.00,1,-96.731241,43.514858,-96.711382,43.541280,8.0000,0.0080,0.0050,
482,22,18,21,17,0,0,p,AM,300.00,1,-96.731241,43.514858,-96.694078,43.546744,9.0000,0.0090,0.0056,
483,22,19,21,18,0,0,p,AM,1200.00,1,-96.731241,43.514858,-96.711316,43.529591,6.0000,0.0060,0.0037,
484,22,20,21,19,0,0,p,AM,2400.00,1,-96.731241,43.514858,-96.711185,43.515333,5.0000,0.0050,0.0031,
485,22,21,21,20,0,0,p,AM,1800.00,1,-96.731241,43.514858,-96.730979,43.510485,2.0000,0.0020,0.0012,
486,22,23,21,22,0,0,p,AM,2100.00,1,-96.731241,43.514858,-96.750904,43.514858,4.0000,0.0040,0.0025,
487,22,24,21,23,0,0,p,AM,1100.00,1,-96.731241,43.514858,-96.749200,43.503164,5.0000,0.0050,0.0031,
488,23,1,22,0,0,0,p,AM,300.00,1,-96.750904,43.514858,-96.770420,43.612828,17.0000,0.0170,0.0106,
489,23,3,22,2,0,0,p,AM,100.00,1,-96.750904,43.514858,-96.774303,43.572962,13.0000,0.0130,0.0081,
490,23,4,22,3,0,0,p,AM,500.00,1,-96.750904,43.514858,-96.747168,43.563654,14.0000,0.0140,0.0087,
491,23,5,22,4,0,0,p,AM,100.00,1,-96.750904,43.514858,-96.731569,43.564034,16.0000,0.0160,0.0099,
492,23,6,22,5,0,0,p,AM,100.00,1,-96.750904,43.514858,-96.711644,43.587586,20.0000,0.0200,0.0124,
493,23,7,22,6,0,0,p,AM,200.00,1,-96.750904,43.514858,-96.693423,43.563844,15.0000,0.0150,0.0093,
494,23,8,22,7,0,0,p,AM,300.00,1,-96.750904,43.514858,-96.711382,43.562324,18.0000,0.0180,0.0112,
495,23,9,22,8,0,0,p,AM,500.00,1,-96.750904,43.514858,-96.731241,43.548596,16.0000,0.0160,0.0099,
496,23,10,22,9,0,0,p,AM,1800.00,1,-96.750904,43.514858,-96.731438,43.545271,13.0000,0.0130,0.0081,
497,23,11,22,10,0,0,p,AM,1300.00,1,-96.750904,43.514858,-96.746841,43.544131,8.0000,0.0080,0.0050,
498,23,12,22,11,0,0,p,AM,700.00,1,-96.750904,43.514858,-96.780137,43.543941,9.0000,0.0090,0.0056,
499,23,13,22,12,0,0,p,AM,800.00,1,-96.750904,43.514858,-96.793377,43.490707,6.0000,0.0060,0.0037,
500,23,14,22,13,0,0,p,AM,1100.00,1,-96.750904,43.514858,-96.751035,43.529306,4.0000,0.0040,0.0025,
501,23,15,22,14,0,0,p,AM,1000.00,1,-96.750904,43.514858,-96.731504,43.529401,7.0000,0.0070,0.0044,
502,23,16,22,15,0,0,p,AM,500.00,1,-96.750904,43.514858,-96.711382,43.546744,14.0000,0.0140,0.0087,
503,23,17,22,16,0,0,p,AM,600.00,1,-96.750904,43.514858,-96.711382,43.541280,12.0000,0.0120,0.0075,
504,23,18,22,17,0,0,p,AM,100.00,1,-96.750904,43.514858,-96.694078,43.546744,13.0000,0.0130,0.0081,
505,23,19,22,18,0,0,p,AM,300.00,1,-96.750904,43.514858,-96.711316,43.529591,10.0000,0.0100,0.0062,
506,23,20,22,19,0,0,p,AM,700.00,1,-96.750904,43.514858,-96.711185,43.515333,9.0000,0.0090,0.0056,
507,23,21,22,20,0,0,p,AM,700.00,1,-96.750904,43.514858,-96.730979,43.510485,5.0000,0.0050,0.0031,
508,23,22,22,21,0,0,p,AM,2100.00,1,-96.750904,43.514858,-96.731241,43.514858,4.0000,0.0040,0.0025,
509,23,24,22,23,0,0,p,AM,700.00,1,-96.750904,43.514858,-96.749200,43.503164,2.0000,0.0020,0.0012,
510,24,1,23,0,0,0,p,AM,100.00,1,-96.749200,43.503164,-96.770420,43.612828,15.0000,0.0150,0.0093,
511,24,4,23,3,0,0,p,AM,200.00,1,-96.749200,43.503164,-96.747168,43.563654,15.0000,0.0150,0.0093,
512,24,6,23,5,0,0,p,AM,100.00,1,-96.749200,43.503164,-96.711644,43.587586,20.0000,0.0200,0.0124,
513,24,7,23,6,0,0,p,AM,100.00,1,-96.749200,43.503164,-96.693423,43.563844,15.0000,0.0150,0.0093,
514,24,8,23,7,0,0,p,AM,200.00,1,-96.749200,43.503164,-96.711382,43.562324,18.0000,0.0180,0.0112,
515,24,9,23,8,0,0,p,AM,200.00,1,-96.749200,43.503164,-96.731241,43.548596,17.0000,0.0170,0.0106,
516,24,10,23,9,0,0,p,AM,800.00,1,-96.749200,43.503164,-96.731438,43.545271,14.0000,0.0140,0.0087,
517,24,11,23,10,0,0,p,AM,600.00,1,-96.749200,43.503164,-96.746841,43.544131,10.0000,0.0100,0.0062,
518,24,12,23,11,0,0,p,AM,500.00,1,-96.749200,43.503164,-96.780137,43.543941,7.0000,0.0070,0.0044,
519,24,13,23,12,0,0,p,AM,700.00,1,-96.749200,43.503164,-96.793377,43.490707,4.0000,0.0040,0.0025,
520,24,14,23,13,0,0,p,AM,400.00,1,-96.749200,43.503164,-96.751035,43.529306,6.0000,0.0060,0.0037,
521,24,15,23,14,0,0,p,AM,400.00,1,-96.749200,43.503164,-96.731504,43.529401,8.0000,0.0080,0.0050,
522,24,16,23,15,0,0,p,AM,300.00,1,-96.749200,43.503164,-96.711382,43.546744,15.0000,0.0150,0.0093,
523,24,17,23,16,0,0,p,AM,300.00,1,-96.749200,43.503164,-96.711382,43.541280,13.0000,0.0130,0.0081,
524,24,19,23,18,0,0,p,AM,100.00,1,-96.749200,43.503164,-96.711316,43.529591,11.0000,0.0110,0.0068,
525,24,20,23,19,0,0,p,AM,400.00,1,-96.749200,43.503164,-96.711185,43.515333,9.0000,0.0090,0.0056,
526,24,21,23,20,0,0,p,AM,500.00,1,-96.749200,43.503164,-96.730979,43.510485,3.0000,0.0030,0.0019,
527,24,22,23,21,0,0,p,AM,1100.00,1,-96.749200,43.503164,-96.731241,43.514858,5.0000,0.0050,0.0031,
528,24,23,23,22,0,0,p,AM,700.00,1,-96.749200,43.503164,-96.750904,43.514858,2.0000,0.0020,0.0012,
