node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,district_id,geometry
796,,-88.251939,42.317775,,,0,,POINT (-88.251939 42.317775)
797,,-88.311479,42.315975,,,0,,POINT (-88.311479 42.315975)
798,,-88.250748,42.274558,,,0,,POINT (-88.250748 42.274558)
799,,-88.310288,42.270956,,,0,,POINT (-88.310288 42.270956)
800,,-88.204307,42.298868,,,0,,POINT (-88.204307 42.298868)
801,,-88.62585,42.212432,,,0,,POINT (-88.625850 42.212432)
802,,-88.510342,42.212432,,,0,,POINT (-88.510342 42.212432)
803,,-88.396025,42.212432,,,0,,POINT (-88.396025 42.212432)
804,,-88.253129,42.23044,,,0,,POINT (-88.253129 42.230440)
805,,-88.309097,42.229539,,,0,,POINT (-88.309097 42.229539)
806,,-88.251939,42.185421,,,0,,POINT (-88.251939 42.185421)
807,,-88.310288,42.185421,,,0,,POINT (-88.310288 42.185421)
808,,-88.204307,42.210632,,,0,,POINT (-88.204307 42.210632)
809,,-88.161438,41.71453,,,0,,POINT (-88.161438 41.714530)
810,,-88.218596,41.71453,,,0,,POINT (-88.218596 41.714530)
811,,-88.161438,41.670412,,,0,,POINT (-88.161438 41.670412)
812,,-88.217405,41.670412,,,0,,POINT (-88.217405 41.670412)
813,,-88.044739,41.718131,,,0,,POINT (-88.044739 41.718131)
814,,-88.104279,41.71543,,,0,,POINT (-88.104279 41.715430)
815,,-88.043549,41.673113,,,0,,POINT (-88.043549 41.673113)
816,,-88.100707,41.672212,,,0,,POINT (-88.100707 41.672212)
817,,-88.159056,41.627194,,,0,,POINT (-88.159056 41.627194)
818,,-88.215024,41.624493,,,0,,POINT (-88.215024 41.624493)
819,,-88.159056,41.583076,,,0,,POINT (-88.159056 41.583076)
820,,-88.212642,41.583076,,,0,,POINT (-88.212642 41.583076)
821,,-88.041167,41.629895,,,0,,POINT (-88.041167 41.629895)
822,,-88.099516,41.628995,,,0,,POINT (-88.099516 41.628995)
823,,-88.041167,41.586678,,,0,,POINT (-88.041167 41.586678)
824,,-88.098325,41.584877,,,0,,POINT (-88.098325 41.584877)
825,,-87.928041,41.633497,,,0,,POINT (-87.928041 41.633497)
826,,-87.984009,41.632596,,,0,,POINT (-87.984009 41.632596)
827,,-87.92685,41.588478,,,0,,POINT (-87.926850 41.588478)
828,,-87.984009,41.586678,,,0,,POINT (-87.984009 41.586678)
829,,-88.154293,41.539858,,,0,,POINT (-88.154293 41.539858)
830,,-88.211451,41.538058,,,0,,POINT (-88.211451 41.538058)
831,,-88.153102,41.497541,,,0,,POINT (-88.153102 41.497541)
832,,-88.211451,41.495741,,,0,,POINT (-88.211451 41.495741)
833,,-88.039976,41.54346,,,0,,POINT (-88.039976 41.543460)
834,,-88.097135,41.539858,,,0,,POINT (-88.097135 41.539858)
835,,-88.037595,41.498442,,,0,,POINT (-88.037595 41.498442)
836,,-88.094753,41.498442,,,0,,POINT (-88.094753 41.498442)
837,,-87.925659,41.546161,,,0,,POINT (-87.925659 41.546161)
838,,-87.980436,41.54436,,,0,,POINT (-87.980436 41.544360)
839,,-87.923278,41.502043,,,0,,POINT (-87.923278 41.502043)
840,,-87.980436,41.501143,,,0,,POINT (-87.980436 41.501143)
841,,-87.808961,41.547061,,,0,,POINT (-87.808961 41.547061)
842,,-87.866119,41.547061,,,0,,POINT (-87.866119 41.547061)
843,,-87.805389,41.503844,,,0,,POINT (-87.805389 41.503844)
844,,-87.866119,41.503844,,,0,,POINT (-87.866119 41.503844)
845,,-88.178109,41.433615,,,0,,POINT (-88.178109 41.433615)
846,,-88.064983,41.437217,,,0,,POINT (-88.064983 41.437217)
847,,-87.947094,41.438117,,,0,,POINT (-87.947094 41.438117)
848,,-87.830395,41.439017,,,0,,POINT (-87.830395 41.439017)
849,,-87.716079,41.440818,,,0,,POINT (-87.716079 41.440818)
850,,-87.575564,41.460626,,,0,,POINT (-87.575564 41.460626)
851,,-87.631532,41.461527,,,0,,POINT (-87.631532 41.461527)
852,,-87.574373,41.419209,,,0,,POINT (-87.574373 41.419209)
853,,-87.632723,41.419209,,,0,,POINT (-87.632723 41.419209)
854,,-87.529123,41.442619,,,0,,POINT (-87.529123 41.442619)
855,,-88.174537,41.34718,,,0,,POINT (-88.174537 41.347180)
856,,-88.061411,41.349881,,,0,,POINT (-88.061411 41.349881)
857,,-87.944712,41.352582,,,0,,POINT (-87.944712 41.352582)
858,,-87.829205,41.355283,,,0,,POINT (-87.829205 41.355283)
859,,-87.712506,41.356184,,,0,,POINT (-87.712506 41.356184)
860,,-87.600571,41.356184,,,0,,POINT (-87.600571 41.356184)
861,,-87.529123,41.357984,,,0,,POINT (-87.529123 41.357984)
862,,-88.172155,41.259844,,,0,,POINT (-88.172155 41.259844)
863,,-88.056647,41.262546,,,0,,POINT (-88.056647 41.262546)
864,,-88.528204,41.686618,,,0,,POINT (-88.528204 41.686618)
865,,-88.418651,41.694722,,,0,,POINT (-88.418651 41.694722)
866,,-88.301952,41.69022,,,0,,POINT (-88.301952 41.690220)
867,,-88.525823,41.597482,,,0,,POINT (-88.525823 41.597482)
868,,-88.412697,41.603785,,,0,,POINT (-88.412697 41.603785)
869,,-88.295998,41.601083,,,0,,POINT (-88.295998 41.601083)
870,,-88.523441,41.511047,,,0,,POINT (-88.523441 41.511047)
871,,-88.409124,41.511947,,,0,,POINT (-88.409124 41.511947)
872,,-88.293617,41.514648,,,0,,POINT (-88.293617 41.514648)
873,,-88.521059,41.424612,,,0,,POINT (-88.521059 41.424612)
874,,-88.407933,41.424612,,,0,,POINT (-88.407933 41.424612)
875,,-88.294807,41.430914,,,0,,POINT (-88.294807 41.430914)
876,,-88.513915,41.338176,,,0,,POINT (-88.513915 41.338176)
877,,-88.400789,41.332774,,,0,,POINT (-88.400789 41.332774)
878,,-88.290044,41.34628,,,0,,POINT (-88.290044 41.346280)
879,,-88.515105,41.247239,,,0,,POINT (-88.515105 41.247239)
880,,-88.400789,41.24814,,,0,,POINT (-88.400789 41.248140)
881,,-88.286472,41.254442,,,0,,POINT (-88.286472 41.254442)
882,,-88.515105,41.159904,,,0,,POINT (-88.515105 41.159904)
883,,-88.401979,41.161704,,,0,,POINT (-88.401979 41.161704)
884,,-88.28409,41.164406,,,0,,POINT (-88.284090 41.164406)
885,,-87.94114,41.260745,,,0,,POINT (-87.941140 41.260745)
886,,-87.819678,41.260745,,,0,,POINT (-87.819678 41.260745)
887,,-87.707743,41.260745,,,0,,POINT (-87.707743 41.260745)
888,,-87.579137,41.265247,,,0,,POINT (-87.579137 41.265247)
889,,-88.168583,41.167107,,,0,,POINT (-88.168583 41.167107)
890,,-88.054266,41.168907,,,0,,POINT (-88.054266 41.168907)
891,,-87.94114,41.133793,,,0,,POINT (-87.941140 41.133793)
892,,-87.855402,41.181513,,,0,,POINT (-87.855402 41.181513)
893,,-87.705361,41.17521,,,0,,POINT (-87.705361 41.175210)
894,,-87.576755,41.179712,,,0,,POINT (-87.576755 41.179712)
895,,-88.178109,41.061764,,,0,,POINT (-88.178109 41.061764)
896,,-88.055457,41.067166,,,0,,POINT (-88.055457 41.067166)
897,,-87.85183,41.118487,,,0,,POINT (-87.851830 41.118487)
898,,-87.769665,41.096878,,,0,,POINT (-87.769665 41.096878)
899,,-87.906607,41.049159,,,0,,POINT (-87.906607 41.049159)
900,,-87.699407,41.05276,,,0,,POINT (-87.699407 41.052760)
901,,-87.574373,41.075269,,,0,,POINT (-87.574373 41.075269)
902,,-87.468392,41.620891,,,0,,POINT (-87.468392 41.620891)
903,,-87.350503,41.601083,,,0,,POINT (-87.350503 41.601083)
904,,-87.254048,41.564168,,,0,,POINT (-87.254048 41.564168)
905,,-87.455293,41.489438,,,0,,POINT (-87.455293 41.489438)
906,,-87.304062,41.488538,,,0,,POINT (-87.304062 41.488538)
907,,-87.463629,41.405704,,,0,,POINT (-87.463629 41.405704)
908,,-87.354075,41.408405,,,0,,POINT (-87.354075 41.408405)
909,,-87.240949,41.408405,,,0,,POINT (-87.240949 41.408405)
910,,-87.457675,41.27425,,,0,,POINT (-87.457675 41.274250)
911,,-87.365983,41.276951,,,0,,POINT (-87.365983 41.276951)
912,,-87.263575,41.312066,,,0,,POINT (-87.263575 41.312066)
913,,-88.665146,41.905407,,,0,,POINT (-88.665146 41.905407)
914,,-88.76041,42.332181,,,0,,POINT (-88.760410 42.332181)
915,,-88.693725,42.553671,,,0,,POINT (-88.693725 42.553671)
916,,-88.579409,42.553671,,,0,,POINT (-88.579409 42.553671)
917,,-88.466283,42.553671,,,0,,POINT (-88.466283 42.553671)
918,,-88.347203,42.552771,,,0,,POINT (-88.347203 42.552771)
919,,-88.230504,42.552771,,,0,,POINT (-88.230504 42.552771)
920,,-88.118569,42.552771,,,0,,POINT (-88.118569 42.552771)
921,,-88.001871,42.553671,,,0,,POINT (-88.001871 42.553671)
922,,-87.875646,42.553671,,,0,,POINT (-87.875646 42.553671)
923,,-87.944712,42.69773,,,0,,POINT (-87.944712 42.697730)
924,,-88.274564,42.67432,,,0,,POINT (-88.274564 42.674320)
925,,-88.867582,42.251148,,,0,,POINT (-88.867582 42.251148)
926,,-88.758029,41.904507,,,0,,POINT (-88.758029 41.904507)
927,,-88.679436,41.365187,,,0,,POINT (-88.679436 41.365187)
928,,-88.736594,41.118487,,,0,,POINT (-88.736594 41.118487)
929,,-88.518678,41.059063,,,0,,POINT (-88.518678 41.059063)
930,,-87.908988,40.966325,,,0,,POINT (-87.908988 40.966325)
931,,-87.265956,41.155402,,,0,,POINT (-87.265956 41.155402)
932,,-87.130205,41.491239,,,0,,POINT (-87.130205 41.491239)
933,,-87.189745,41.599283,,,0,,POINT (-87.189745 41.599283)
