link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
1521,76,bpr,644,506,1.000000,3.882791,2.413170,3.882791,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,3643.365,0.000,-3643.365,,,,0.000,0.000,3.883,60.000,37.290,1.000,0.000,0.000,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.758953 41.724460, -87.804204 41.714556)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1522,76,bpr,644,637,1.000000,4.617170,2.869590,4.617170,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,5597.008,0.000,-5597.008,,,,0.000,0.000,4.617,60.000,37.290,1.000,0.000,0.000,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.758921 41.724435, -87.761303 41.766752)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1523,76,bpr,644,643,1.000000,4.679358,2.908240,4.679358,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4198.799,0.000,-4198.799,,,,0.000,0.000,4.679,60.000,37.290,1.000,0.000,0.000,8000.000,8000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.758944 41.724408, -87.702977 41.731611)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1524,76,bpr,644,646,1.000000,4.810299,2.989620,4.810299,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,3097.885,0.000,-3097.885,,,,0.000,0.000,4.810,60.000,37.290,1.000,0.000,0.000,5500.000,5500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.758973 41.724433, -87.757783 41.680315)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1525,76,bpr,645,99,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4583.230,0.000,-4583.230,,,,0.000,0.000,1.388,60.000,37.290,1.000,0.000,0.000,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.698233 41.672233, -87.710137 41.663229)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1526,76,bpr,645,578,1.000000,5.066805,3.149040,5.066805,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4773.154,0.000,-4773.154,,,,0.000,0.000,5.067,60.000,37.290,1.000,0.000,0.000,6000.000,6000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.698197 41.672196, -87.666045 41.711813)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1527,76,bpr,645,646,1.000000,4.986323,3.099020,4.986323,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,3854.654,0.000,-3854.654,,,,0.000,0.000,4.986,60.000,37.290,1.000,0.000,0.000,6000.000,6000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.698213 41.672238, -87.757753 41.680342)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1528,76,bpr,645,647,1.000000,4.034873,2.507690,4.034873,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,2054.508,0.000,-2054.508,,,,0.000,0.000,4.035,60.000,37.290,1.000,0.000,0.000,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.698218 41.672186, -87.649395 41.669485)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1529,76,bpr,645,652,1.000000,3.832847,2.382130,3.832847,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,3181.803,0.000,-3181.803,,,,0.000,0.000,3.833,60.000,37.290,1.000,0.000,0.000,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.698243 41.672210, -87.695861 41.637096)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1530,76,bpr,646,100,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4107.960,0.000,-4107.960,,,,0.000,0.000,1.388,60.000,37.290,1.000,0.000,0.000,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.757773 41.680337, -87.769677 41.671331)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1531,76,bpr,646,507,1.000000,0.438935,0.272800,0.438935,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,3278.091,0.000,-3278.091,,,,0.000,0.000,0.439,60.000,37.290,1.000,0.000,0.000,1500.000,1500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.757779 41.680302, -87.755397 41.676700)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1532,76,bpr,646,641,1.000000,4.715239,2.930540,4.715239,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,2327.533,0.000,-2327.533,,,,0.000,0.000,4.715,60.000,37.290,1.000,0.000,0.000,7000.000,7000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.757758 41.680342, -87.814916 41.678541)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1533,76,bpr,646,644,1.000000,4.810299,2.989620,4.810299,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4954.083,0.000,-4954.083,,,,0.000,0.000,4.810,60.000,37.290,1.000,0.000,0.000,5500.000,5500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.757731 41.680317, -87.758921 41.724435)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1534,76,bpr,646,645,1.000000,4.986323,3.099020,4.986323,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,2833.914,0.000,-2833.914,,,,0.000,0.000,4.986,60.000,37.290,1.000,0.000,0.000,6000.000,6000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.757761 41.680290, -87.698221 41.672186)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1535,76,bpr,646,653,1.000000,4.715239,2.930540,4.715239,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,1778.360,0.000,-1778.360,,,,0.000,0.000,4.715,60.000,37.290,1.000,0.000,0.000,4500.000,4500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.757783 41.680315, -87.755401 41.637097)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1536,76,bpr,647,101,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,2787.210,0.000,-2787.210,,,,0.000,0.000,1.388,60.000,37.290,1.000,0.000,0.000,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.649410 41.669532, -87.661317 41.660528)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1537,76,bpr,647,524,1.000000,1.290949,0.802330,1.290949,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4020.219,0.000,-4020.219,,,,0.000,0.000,1.291,60.000,37.290,1.000,0.000,0.000,5500.000,5500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.649391 41.669537, -87.664871 41.671338)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1538,76,bpr,647,579,1.000000,3.647394,2.266870,3.647394,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,3188.927,0.000,-3188.927,,,,0.000,0.000,3.647,60.000,37.290,1.000,0.000,0.000,5500.000,5500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.649386 41.669486, -87.608899 41.682992)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1539,76,bpr,647,645,1.000000,4.034873,2.507690,4.034873,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,1787.859,0.000,-1787.859,,,,0.000,0.000,4.035,60.000,37.290,1.000,0.000,0.000,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.649393 41.669537, -87.698216 41.672238)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1540,76,bpr,647,657,1.000000,3.507363,2.179840,3.507363,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,4172.792,0.000,-4172.792,,,,0.000,0.000,3.507,60.000,37.290,1.000,0.000,0.000,3500.000,3500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.649418 41.669501, -87.636319 41.638889)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1541,76,bpr,648,102,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,2676.830,0.000,-2676.830,,,,0.000,0.000,1.388,60.000,37.290,1.000,0.000,0.000,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.813740 41.634418, -87.825646 41.625414)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1542,76,bpr,648,641,1.000000,4.810299,2.989620,4.810299,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,787.409,0.000,-787.409,,,,0.000,0.000,4.810,60.000,37.290,1.000,0.000,0.000,500.000,500.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.813698 41.634398, -87.814889 41.678516)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1543,76,bpr,648,649,1.000000,4.515916,2.806660,4.515916,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,2017.961,0.000,-2017.961,,,,0.000,0.000,4.516,60.000,37.290,1.000,0.000,0.000,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-87.813724 41.634423, -87.868501 41.633523)",0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
