link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,lanes_s2,link_type_s0,link_type_s1,link_type_s2,lanes_p1_s0_auto,lanes_p1_s1_auto,lanes_p1_s2_auto,VOL_p1_s0_auto,VOL_p1_s1_auto,VOL_p1_s2_auto,MEU_p1_s0_auto,MEU_p1_s1_auto,MEU_p1_s2_auto,CAP_p1_s0_auto,CAP_p1_s1_auto,CAP_p1_s2_auto,PEN_p1_s0_auto,PEN_p1_s1_auto,PEN_p1_s2_auto,DOC_p1_s0_auto,DOC_p1_s1_auto,DOC_p1_s2_auto,TT_p1_s0_auto,TT_p1_s1_auto,TT_p1_s2_auto,CO2_p1_s0_auto,CO2_p1_s1_auto,CO2_p1_s2_auto,NOX_p1_s0_auto,NOX_p1_s1_auto,NOX_p1_s2_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2050_auto,MEU_am_2050_auto,CAP_am_2050_auto,PEN_am_2050_auto,DOC_am_2050_auto,TT_am_2050_auto,CO2_am_2050_auto,NOX_am_2050_auto,
1647,76,motorway,669,664,"LINESTRING (-87.633913 41.504770, -87.691072 41.503870)",4.712182,2.928640,4.712182,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2572.9,3974.0,5301.5,2572.9,3974.0,5301.5,5500.0,5500.0,5500.0,0.0,0.0,0.0,0.5,0.7,1.0,4.7,4.9,5.3,251659.3,386749.8,513487.3,66.8,101.0,128.7,2572.9,2572.9,5500.000,0.000,0.468,4.746,251659.298,66.776,3974.0,3974.0,5500.000,0.000,0.723,4.905,386749.844,100.953,5301.5,5301.5,5500.000,0.000,0.964,5.322,513487.343,128.730,
1648,76,motorway,669,667,"LINESTRING (-87.633887 41.504745, -87.635078 41.547963)",4.712182,2.928640,4.712182,60.000000,-60.000000,7000.000000,5000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3461.1,4889.8,6103.7,3461.1,4889.8,6103.7,7000.0,7000.0,7000.0,0.0,0.0,0.0,0.5,0.7,0.9,4.8,4.9,5.1,338432.9,476177.4,591766.6,89.7,124.6,151.2,3461.1,3461.1,7000.000,0.000,0.494,4.754,338432.901,89.721,4889.8,4889.8,7000.000,0.000,0.699,4.880,476177.417,124.604,6103.7,6103.7,7000.000,0.000,0.872,5.121,591766.609,151.208,
1649,76,motorway,669,668,"LINESTRING (-87.633913 41.504718, -87.575564 41.504718)",4.809301,2.989000,4.809301,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1628.4,2802.1,3932.1,1628.4,2802.1,3932.1,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.5,0.8,1.1,4.8,5.1,6.0,162560.8,277733.8,390838.9,43.1,71.8,93.6,1628.4,1628.4,3500.000,0.000,0.465,4.843,162560.810,43.138,2802.1,2802.1,3500.000,0.000,0.801,5.106,277733.755,71.791,3932.1,3932.1,3500.000,0.000,1.123,5.959,390838.895,93.616,
1650,76,motorway,669,851,"LINESTRING (-87.633939 41.504743, -87.631558 41.461526)",4.715239,2.930540,4.715239,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,624.6,980.6,1636.9,624.6,980.6,1636.9,5500.0,5500.0,5500.0,0.0,0.0,0.0,0.1,0.2,0.3,4.7,4.7,4.7,61217.6,96110.4,160399.0,16.3,25.6,42.7,624.6,624.6,5500.000,0.000,0.114,4.715,61217.633,16.302,980.6,980.6,5500.000,0.000,0.178,4.716,96110.382,25.592,1636.9,1636.9,5500.000,0.000,0.298,4.721,160399.037,42.688,
1651,76,motorway,670,124,"LINESTRING (-87.530330 41.529975, -87.542237 41.520971)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1015.1,1522.7,2030.3,1015.1,1522.7,2030.3,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,29288.5,43932.8,58577.0,7.8,11.7,15.6,1015.1,1015.1,49500.000,0.000,0.021,1.388,29288.526,7.799,1522.7,1522.7,49500.000,0.000,0.031,1.388,43932.789,11.699,2030.3,2030.3,49500.000,0.000,0.041,1.388,58577.047,15.599,
1652,76,motorway,670,512,"LINESTRING (-87.530289 41.529961, -87.543388 41.579482)",5.505097,3.421440,5.505097,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1538.7,1919.8,2475.2,1538.7,1919.8,2475.2,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.8,1.0,1.2,5.8,6.2,7.4,174721.7,217232.4,285496.6,45.4,54.5,65.5,1538.7,1538.7,2000.000,0.000,0.769,5.794,174721.688,45.356,1919.8,1919.8,2000.000,0.000,0.960,6.206,217232.439,54.511,2475.2,2475.2,2000.000,0.000,1.238,7.442,285496.577,65.503,
1653,76,motorway,670,519,"LINESTRING (-87.530328 41.529976, -87.579151 41.500264)",5.165662,3.210480,5.165662,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1591.8,2123.2,2412.1,1591.8,2123.2,2412.1,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.8,1.1,1.2,5.5,6.1,6.8,169479.6,225864.4,259805.7,43.8,55.2,60.4,1591.8,1591.8,2000.000,0.000,0.796,5.477,169479.566,43.838,2123.2,2123.2,2000.000,0.000,1.062,6.150,225864.367,55.174,2412.1,2412.1,2000.000,0.000,1.206,6.805,259805.674,60.375,
1654,76,motorway,670,521,"LINESTRING (-87.530310 41.529980, -87.582705 41.537183)",4.389352,2.728000,4.389352,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1037.1,1623.9,2151.9,1037.1,1623.9,2151.9,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.7,1.1,1.4,4.5,5.3,7.2,94096.4,146931.5,208581.6,24.6,35.7,43.6,1037.1,1037.1,1500.000,0.000,0.691,4.540,94096.413,24.640,1623.9,1623.9,1500.000,0.000,1.083,5.294,146931.495,35.664,2151.9,2151.9,1500.000,0.000,1.435,7.178,208581.638,43.552,
1655,76,motorway,670,854,"LINESTRING (-87.530340 41.529954, -87.529149 41.442619)",9.520952,5.917310,9.520952,60.000000,-60.000000,500.000000,-1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,92.3,131.2,156.0,92.3,131.2,156.0,500.0,500.0,500.0,0.0,0.0,0.0,0.2,0.3,0.3,9.5,9.5,9.5,18267.7,25954.9,30870.1,4.9,6.9,8.2,92.3,92.3,500.000,0.000,0.185,9.523,18267.694,4.864,131.2,131.2,500.000,0.000,0.262,9.528,25954.883,6.909,156.0,156.0,500.000,0.000,0.312,9.534,30870.122,8.215,
1656,76,motorway,670,902,"LINESTRING (-87.530292 41.529939, -87.468370 41.620876)",11.149742,6.929610,11.149742,60.000000,-60.000000,500.000000,-1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,570.8,710.1,854.0,570.8,710.1,854.0,500.0,500.0,500.0,0.0,0.0,0.0,1.1,1.4,1.7,14.0,18.0,25.4,131745.4,173898.2,243705.2,31.4,36.6,43.2,570.8,570.8,500.000,0.000,1.142,13.991,131745.439,31.359,710.1,710.1,500.000,0.000,1.420,17.952,173898.171,36.591,854.0,854.0,500.000,0.000,1.708,25.385,243705.184,43.245,
1657,76,motorway,670,905,"LINESTRING (-87.530326 41.529931, -87.455305 41.489415)",7.598792,4.722680,7.598792,60.000000,-60.000000,1000.000000,-1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1034.9,1281.0,1619.8,1034.9,1281.0,1619.8,1000.0,1000.0,1000.0,0.0,0.0,0.0,1.0,1.3,1.6,8.9,10.7,15.4,161793.6,205608.5,297447.0,39.8,46.3,55.8,1034.9,1034.9,1000.000,0.000,1.035,8.906,161793.585,39.828,1281.0,1281.0,1000.000,0.000,1.281,10.668,205608.517,46.302,1619.8,1619.8,1000.000,0.000,1.620,15.445,297447.016,55.783,
1658,76,motorway,671,125,"LINESTRING (-88.162645 41.978358, -88.174546 41.969355)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1002.2,1503.2,2004.3,1002.2,1503.2,2004.3,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,28914.0,43371.0,57828.1,7.7,11.5,15.4,1002.2,1002.2,49500.000,0.000,0.020,1.388,28914.031,7.700,1503.2,1503.2,49500.000,0.000,0.030,1.388,43371.044,11.549,2004.3,2004.3,49500.000,0.000,0.040,1.388,57828.058,15.399,
1659,76,motorway,671,602,"LINESTRING (-88.162603 41.978336, -88.160221 42.020653)",4.617170,2.869590,4.617170,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1963.4,3083.8,4432.1,1963.4,3083.8,4432.1,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.6,0.9,1.3,4.7,5.0,6.4,187918.7,292904.6,430977.1,49.7,74.7,97.7,1963.4,1963.4,3500.000,0.000,0.561,4.686,187918.725,49.674,3083.8,3083.8,3500.000,0.000,0.881,5.035,292904.561,74.718,4432.1,4432.1,3500.000,0.000,1.266,6.398,430977.120,97.682,
1660,76,motorway,671,672,"LINESTRING (-88.162630 41.978363, -88.218597 41.975662)",4.622383,2.872830,4.622383,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1448.6,1753.5,2242.2,1448.6,1753.5,2242.2,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.6,0.7,0.9,4.7,4.8,5.1,138754.7,167489.1,213145.5,36.6,43.8,54.2,1448.6,1448.6,2500.000,0.000,0.579,4.701,138754.661,36.641,1753.5,1753.5,2500.000,0.000,0.701,4.790,167489.135,43.816,2242.2,2242.2,2500.000,0.000,0.897,5.071,213145.536,54.209,
1661,76,motorway,671,673,"LINESTRING (-88.162655 41.978336, -88.160273 41.934218)",4.813307,2.991490,4.813307,60.000000,-60.000000,4500.000000,2500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2563.6,4829.4,6622.2,2563.6,4829.4,6622.2,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.6,1.1,1.5,4.9,5.8,8.2,255751.0,478933.9,714285.3,67.6,116.6,146.2,2563.6,2563.6,4500.000,0.000,0.570,4.889,255750.957,67.574,4829.4,4829.4,4500.000,0.000,1.073,5.771,478933.896,116.587,6622.2,6622.2,4500.000,0.000,1.472,8.199,714285.285,146.159,
1662,76,motorway,671,676,"LINESTRING (-88.162629 41.978311, -88.104279 41.977411)",4.810299,2.989620,4.810299,60.000000,-60.000000,3000.000000,1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2919.4,4070.6,5516.4,2919.4,4070.6,5516.4,3000.0,3000.0,3000.0,0.0,0.0,0.0,1.0,1.4,1.8,5.5,7.3,13.1,288656.4,421416.7,751135.6,72.2,91.6,122.6,2919.4,2919.4,3000.000,0.000,0.973,5.457,288656.372,72.207,4070.6,4070.6,3000.000,0.000,1.357,7.256,421416.732,91.586,5516.4,5516.4,3000.000,0.000,1.839,13.059,751135.557,122.555,
1663,76,motorway,672,126,"LINESTRING (-88.218612 41.975657, -88.230515 41.966654)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,205.7,308.5,411.4,205.7,308.5,411.4,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,5934.5,8901.8,11869.0,1.6,2.4,3.2,205.7,205.7,49500.000,0.000,0.004,1.388,5934.508,1.580,308.5,308.5,49500.000,0.000,0.006,1.388,8901.763,2.370,411.4,411.4,49500.000,0.000,0.008,1.388,11869.017,3.161,
1664,76,motorway,672,603,"LINESTRING (-88.218570 41.975637, -88.219761 42.020655)",4.908431,3.050610,4.908431,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,667.6,1675.4,2430.8,667.6,1675.4,2430.8,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.3,0.8,1.2,4.9,5.3,6.5,68085.7,169323.2,249121.3,18.1,43.5,57.7,667.6,667.6,2000.000,0.000,0.334,4.918,68085.726,18.114,1675.4,1675.4,2000.000,0.000,0.838,5.271,169323.161,43.521,2430.8,2430.8,2000.000,0.000,1.215,6.515,249121.259,57.677,
1665,76,motorway,672,671,"LINESTRING (-88.218595 41.975610, -88.162628 41.978311)",4.622383,2.872830,4.622383,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2093.4,2582.5,3395.2,2093.4,2582.5,3395.2,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.8,1.0,1.4,5.0,5.4,7.0,199239.8,245588.8,337880.2,51.2,60.5,73.4,2093.4,2093.4,2500.000,0.000,0.837,4.963,199239.831,51.213,2582.5,2582.5,2500.000,0.000,1.033,5.412,245588.810,60.488,3395.2,3395.2,2500.000,0.000,1.358,6.981,337880.249,73.387,
1666,76,motorway,672,674,"LINESTRING (-88.218622 41.975637, -88.219813 41.931519)",4.810299,2.989620,4.810299,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1470.7,2242.0,3041.0,1470.7,2242.0,3041.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.7,1.1,1.5,5.0,5.9,8.7,146061.0,222847.7,335080.3,38.1,53.4,66.7,1470.7,1470.7,2000.000,0.000,0.735,5.021,146061.020,38.072,2242.0,2242.0,2000.000,0.000,1.121,5.950,222847.666,53.423,3041.0,3041.0,2000.000,0.000,1.520,8.667,335080.280,66.688,
1667,76,motorway,672,722,"LINESTRING (-88.218597 41.975662, -88.274565 41.973861)",4.617170,2.869590,4.617170,60.000000,-60.000000,1000.000000,-1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,709.4,1026.7,1278.8,709.4,1026.7,1278.8,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.7,1.0,1.3,4.8,5.4,6.5,67669.3,97505.7,124659.3,17.7,24.1,28.1,709.4,709.4,1000.000,0.000,0.709,4.793,67669.321,17.688,1026.7,1026.7,1000.000,0.000,1.027,5.387,97505.702,24.058,1278.8,1278.8,1000.000,0.000,1.279,6.469,124659.318,28.100,
1668,76,motorway,673,127,"LINESTRING (-88.160263 41.934240, -88.172166 41.925238)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1194.5,1791.7,2389.0,1194.5,1791.7,2389.0,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,34462.8,51694.2,68925.6,9.2,13.8,18.4,1194.5,1194.5,49500.000,0.000,0.024,1.388,34462.790,9.177,1791.7,1791.7,49500.000,0.000,0.036,1.388,51694.187,13.766,2389.0,2389.0,49500.000,0.000,0.048,1.388,68925.570,18.354,
1669,76,motorway,673,671,"LINESTRING (-88.160221 41.934220, -88.162603 41.978338)",4.813307,2.991490,4.813307,60.000000,-60.000000,4500.000000,2500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1231.4,3062.2,4609.9,1231.4,3062.2,4609.9,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.3,0.7,1.0,4.8,5.0,5.6,123185.1,304740.2,456391.7,32.8,79.9,112.7,1231.4,1231.4,4500.000,0.000,0.274,4.817,123185.067,32.790,3062.2,3062.2,4500.000,0.000,0.680,4.968,304740.191,79.880,4609.9,4609.9,4500.000,0.000,1.024,5.608,456391.723,112.675,
1670,76,motorway,673,674,"LINESTRING (-88.160248 41.934245, -88.219788 41.931544)",4.916283,3.055490,4.916283,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1356.7,2274.7,3186.8,1356.7,2274.7,3186.8,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.4,0.6,0.9,4.9,5.0,5.4,138552.7,231392.4,322146.7,36.8,60.8,81.7,1356.7,1356.7,3500.000,0.000,0.388,4.933,138552.665,36.833,2274.7,2274.7,3500.000,0.000,0.650,5.048,231392.445,60.812,3186.8,3186.8,3500.000,0.000,0.911,5.423,322146.697,81.709,
1671,76,motorway,673,678,"LINESTRING (-88.160247 41.934193, -88.104279 41.935093)",4.614049,2.867650,4.614049,60.000000,-60.000000,4000.000000,2000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3861.0,5507.8,7282.0,3861.0,5507.8,7282.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,1.0,1.4,1.8,5.2,7.1,12.2,366175.4,550220.5,936811.9,91.8,118.4,154.7,3861.0,3861.0,4000.000,0.000,0.965,5.215,366175.446,91.770,5507.8,5507.8,4000.000,0.000,1.377,7.102,550220.501,118.388,7282.0,7282.0,4000.000,0.000,1.821,12.216,936811.947,154.662,
1672,76,motorway,673,683,"LINESTRING (-88.160273 41.934220, -88.162655 41.888301)",5.009445,3.113390,5.009445,60.000000,-60.000000,3000.000000,1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1767.6,3242.0,4398.7,1767.6,3242.0,4398.7,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.6,1.1,1.5,5.1,6.0,8.5,183454.2,334734.0,492688.2,48.4,81.3,101.1,1767.6,1767.6,3000.000,0.000,0.589,5.100,183454.162,48.418,3242.0,3242.0,3000.000,0.000,1.081,6.034,334734.016,81.297,4398.7,4398.7,3000.000,0.000,1.466,8.482,492688.185,101.116,
1673,76,motorway,674,128,"LINESTRING (-88.219803 41.931539, -88.231705 41.922537)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1630.5,2445.7,3261.0,1630.5,2445.7,3261.0,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.4,1.4,47042.4,70563.6,94084.8,12.5,18.8,25.1,1630.5,1630.5,49500.000,0.000,0.033,1.388,47042.424,12.527,2445.7,2445.7,49500.000,0.000,0.049,1.388,70563.629,18.791,3261.0,3261.0,49500.000,0.000,0.066,1.388,94084.797,25.054,
1674,76,motorway,674,672,"LINESTRING (-88.219761 41.931517, -88.218570 41.975635)",4.810299,2.989620,4.810299,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,669.5,1244.1,1963.3,669.5,1244.1,1963.3,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.3,0.6,1.0,4.8,4.9,5.5,66917.3,123907.2,194127.4,17.8,32.6,48.5,669.5,669.5,2000.000,0.000,0.335,4.819,66917.347,17.803,1244.1,1244.1,2000.000,0.000,0.622,4.918,123907.169,32.632,1963.3,1963.3,2000.000,0.000,0.982,5.480,194127.381,48.461,
1675,76,motorway,674,673,"LINESTRING (-88.219786 41.931492, -88.160246 41.934193)",4.916283,3.055490,4.916283,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1927.9,3064.8,4243.9,1927.9,3064.8,4243.9,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.6,0.9,1.2,5.0,5.3,6.5,196513.2,309988.5,435443.6,52.0,79.2,100.9,1927.9,1927.9,3500.000,0.000,0.551,4.984,196513.191,51.973,3064.8,3064.8,3500.000,0.000,0.876,5.350,309988.464,79.155,4243.9,4243.9,3500.000,0.000,1.213,6.510,435443.636,100.931,
1676,76,motorway,674,684,"LINESTRING (-88.219813 41.931518, -88.219813 41.888300)",4.711152,2.928000,4.711152,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,959.6,1250.7,1577.4,959.6,1250.7,1577.4,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.6,0.8,1.1,4.8,5.1,5.6,93561.0,121328.5,152980.5,24.6,31.2,37.5,959.6,959.6,1500.000,0.000,0.640,4.830,93561.041,24.608,1250.7,1250.7,1500.000,0.000,0.834,5.053,121328.493,31.204,1577.4,1577.4,1500.000,0.000,1.052,5.575,152980.478,37.480,
1677,76,motorway,674,724,"LINESTRING (-88.219787 41.931544, -88.276945 41.931544)",4.711152,2.928000,4.711152,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1292.9,1772.4,2377.3,1292.9,1772.4,2377.3,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.6,0.9,1.2,4.8,5.1,6.1,126040.1,171750.8,232997.0,33.1,43.8,54.5,1292.9,1292.9,2000.000,0.000,0.646,4.835,126040.130,33.134,1772.4,1772.4,2000.000,0.000,0.886,5.147,171750.772,43.771,2377.3,2377.3,2000.000,0.000,1.189,6.122,232997.008,54.512,
1678,76,motorway,675,129,"LINESTRING (-88.050709 41.979258, -88.062608 41.970255)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3856.7,5785.0,7713.4,3856.7,5785.0,7713.4,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,111272.0,166907.2,222540.3,29.6,44.4,59.3,3856.7,3856.7,49500.000,0.000,0.078,1.388,111271.986,29.631,5785.0,5785.0,49500.000,0.000,0.117,1.388,166907.228,44.446,7713.4,7713.4,49500.000,0.000,0.156,1.388,222540.292,59.258,
1679,76,motorway,675,404,"LINESTRING (-88.050699 41.979212, -88.022120 41.972009)",2.482993,1.543190,2.482993,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,7144.7,10319.6,13207.6,7144.7,10319.6,13207.6,5500.0,5500.0,5500.0,0.0,0.0,0.0,1.3,1.9,2.4,3.5,7.1,14.9,376190.1,748970.1,1655440.0,84.0,119.3,194.9,7144.7,7144.7,5500.000,0.000,1.299,3.544,376190.131,84.031,10319.6,10319.6,5500.000,0.000,1.876,7.099,748970.128,119.288,13207.6,13207.6,5500.000,0.000,2.401,14.868,1655439.998,194.906,
1680,76,motorway,675,606,"LINESTRING (-88.050667 41.979236, -88.048286 42.025155)",5.009445,3.113390,5.009445,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2584.2,3887.1,4982.7,2584.2,3887.1,4982.7,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.7,1.1,1.4,5.2,6.2,8.1,267244.9,402061.6,548960.0,69.6,96.7,115.3,2584.2,2584.2,3500.000,0.000,0.738,5.233,267244.868,69.636,3887.1,3887.1,3500.000,0.000,1.111,6.153,402061.608,96.719,4982.7,4982.7,3500.000,0.000,1.424,8.096,548959.968,115.297,
1681,76,motorway,675,676,"LINESTRING (-88.050694 41.979263, -88.104280 41.977463)",4.421065,2.747710,4.421065,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2505.1,3047.2,3738.8,2505.1,3047.2,3738.8,5500.0,5500.0,5500.0,0.0,0.0,0.0,0.5,0.6,0.7,4.4,4.5,4.6,229923.8,279301.3,341758.9,61.0,73.9,89.6,2505.1,2505.1,5500.000,0.000,0.455,4.450,229923.820,61.030,3047.2,3047.2,5500.000,0.000,0.554,4.484,279301.333,73.857,3738.8,3738.8,5500.000,0.000,0.680,4.563,341758.884,89.589,
1682,76,motorway,675,677,"LINESTRING (-88.050719 41.979236, -88.048338 41.937820)",4.519118,2.808650,4.519118,60.000000,-60.000000,4500.000000,2500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2707.1,4881.7,6867.5,2707.1,4881.7,6867.5,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.6,1.1,1.5,4.6,5.5,8.2,253402.1,454803.4,712837.3,66.8,110.3,141.4,2707.1,2707.1,4500.000,0.000,0.602,4.608,253402.057,66.827,4881.7,4881.7,4500.000,0.000,1.085,5.458,454803.423,110.316,6867.5,6867.5,4500.000,0.000,1.526,8.196,712837.342,141.409,
1683,76,motorway,676,130,"LINESTRING (-88.104295 41.977458, -88.116196 41.968454)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1881.3,2822.0,3762.7,1881.3,2822.0,3762.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.4,1.4,54279.6,81419.4,108559.1,14.5,21.7,28.9,1881.3,1881.3,49500.000,0.000,0.038,1.388,54279.587,14.454,2822.0,2822.0,49500.000,0.000,0.057,1.388,81419.361,21.681,3762.7,3762.7,49500.000,0.000,0.076,1.388,108559.073,28.908,
