link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
45,45,bpr,15,19,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,10754.000,-1.000,0.000,,17:45;20:4941;,0.000,0.000,0.000,,,,0.000,10754.000,15.000,12.000,7.458,0.200,7.384,7.384,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,107540.000,0.955,1.142,9.358,0.083,60.000,51.000,0.400,4.000,0.063,0.017,20050.963,2688.500,20050.963,2688.500,2150.800,2055.912,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",10754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14564.753,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,7.383579,0.000000,0.000000,0.000000,7.383579,7.383579,7.383579,7.383579,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10754.000,10754.000,0.000,12.000,12.000,0.000,7.384,7.384,0.000,9.358,9.358,0.000,period-based
46,46,bpr,15,22,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,17617.000,-1.000,0.000,,21:3213;23:19;,0.000,0.000,0.000,,,,0.000,17617.000,15.000,12.000,7.458,0.200,9.990,9.990,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,176170.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,32847.109,4404.250,32847.109,4404.250,3523.400,3367.956,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",17617.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17617.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9599.181,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17617.000,17617.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
47,47,bpr,16,8,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,11414.000,-1.000,0.000,,6:3328;7:2376;9:1386;,0.000,0.000,0.000,,,,0.000,11414.000,15.000,20.000,12.430,0.333,9.990,9.990,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,114140.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,35469.234,2853.500,35469.234,2853.500,1902.333,1734.480,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",11414.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11414.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5045.823,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11414.000,11414.000,0.000,20.000,20.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
48,48,bpr,16,10,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,16650.000,-1.000,0.000,,9:22;11:6404;15:2600;,0.000,0.000,0.000,,,,0.000,16650.000,15.000,16.000,9.944,0.267,9.990,9.990,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,166500.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,41392.168,4162.500,41392.168,4162.500,3052.500,2856.618,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",16650.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16650.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4854.918,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16650.000,16650.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
49,49,bpr,16,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,9402.000,-1.000,0.000,,19:2558;,0.000,0.000,0.000,,,,0.000,9402.000,15.000,8.000,4.972,0.133,9.990,9.990,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,94020.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,11686.762,2350.500,11686.762,2350.500,2037.100,1981.794,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",9402.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9402.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9402.000,9402.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
50,50,bpr,16,18,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,5081.000,-1.000,0.000,,7:48;20:2531;,0.000,0.000,0.000,,,,0.000,5081.000,15.000,12.000,7.458,0.200,2.582,2.582,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,50810.000,0.955,1.142,2.820,0.083,60.000,51.000,0.400,4.000,3.886,1.939,9473.586,1270.250,9473.586,1270.250,1016.200,971.368,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",5081.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5081.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19679.897,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.581822,0.000000,0.000000,0.000000,2.581822,2.581822,2.581822,2.581822,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5081.000,5081.000,0.000,12.000,12.000,0.000,2.582,2.582,0.000,2.820,2.820,0.000,period-based
51,51,bpr,17,10,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,12623.000,-1.000,0.000,,9:1112;11:4400;15:3168;,0.000,0.000,0.000,,,,0.000,12623.000,15.000,32.000,19.888,0.533,9.990,9.990,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,126230.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,62761.965,3155.750,62761.965,3155.750,1472.683,1175.672,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",12623.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12623.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4993.511,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12623.000,12623.000,0.000,32.000,32.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
52,52,bpr,17,16,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,8814.000,-1.000,0.000,,8:4104;10:0;18:610;,0.000,0.000,0.000,,,,0.000,8814.000,15.000,8.000,4.972,0.133,9.990,9.990,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,88140.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,10955.873,2203.500,10955.873,2203.500,1909.700,1857.853,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",8814.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8814.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8814.000,8814.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
53,53,bpr,17,19,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,7018.000,-1.000,0.000,,15:45;20:2641;,0.000,0.000,0.000,,,,0.000,7018.000,15.000,8.000,4.972,0.133,9.990,9.990,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,70180.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,8723.431,1754.500,8723.431,1754.500,1520.567,1479.284,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",7018.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7018.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4823.951,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7018.000,7018.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
54,54,bpr,18,7,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6200.000,-1.000,0.000,,8:3652;,0.000,0.000,0.000,,,,0.000,6200.000,15.000,8.000,4.972,0.133,2.649,2.649,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,62000.000,0.955,1.142,2.904,0.083,60.000,51.000,0.400,4.000,3.532,1.732,7706.650,1550.000,7706.650,1550.000,1343.333,1306.863,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",6200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.649179,0.000000,0.000000,0.000000,2.649179,2.649179,2.649179,2.649179,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6200.000,6200.000,0.000,8.000,8.000,0.000,2.649,2.649,0.000,2.904,2.904,0.000,period-based
55,55,bpr,18,16,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,8522.000,-1.000,0.000,,10:4898;17:610;,0.000,0.000,0.000,,,,0.000,8522.000,15.000,12.000,7.458,0.200,4.330,4.330,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,85220.000,0.955,1.142,5.089,0.083,60.000,51.000,0.400,4.000,0.526,0.189,15889.372,2130.500,15889.372,2130.500,1704.400,1629.206,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",8522.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8522.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19679.897,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,4.330307,0.000000,0.000000,0.000000,4.330307,4.330307,4.330307,4.330307,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8522.000,8522.000,0.000,12.000,12.000,0.000,4.330,4.330,0.000,5.089,5.089,0.000,period-based
56,56,bpr,18,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,9883.000,-1.000,0.000,,19:700;21:2501;22:1903;,0.000,0.000,0.000,,,,0.000,9883.000,15.000,16.000,9.944,0.267,4.223,4.223,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,98830.000,0.955,1.142,4.945,0.083,60.000,51.000,0.400,4.000,0.581,0.212,24569.297,2470.750,24569.297,2470.750,1811.883,1695.613,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",9883.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9883.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,4.222877,0.000000,0.000000,0.000000,4.222877,4.222877,4.222877,4.222877,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9883.000,9883.000,0.000,16.000,16.000,0.000,4.223,4.223,0.000,4.945,4.945,0.000,period-based
57,57,bpr,19,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,7704.000,-1.000,0.000,,10:3452;14:1111;22:1226;,0.000,0.000,0.000,,,,0.000,7704.000,15.000,12.000,7.458,0.200,5.289,5.289,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,77040.000,0.955,1.142,6.395,0.083,60.000,51.000,0.400,4.000,0.238,0.076,14364.201,1926.000,14364.201,1926.000,1540.800,1472.823,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",7704.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7704.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14564.753,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,5.289482,0.000000,0.000000,0.000000,5.289482,5.289482,5.289482,5.289482,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7704.000,7704.000,0.000,12.000,12.000,0.000,5.289,5.289,0.000,6.395,6.395,0.000,period-based
58,58,bpr,19,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6727.000,-1.000,0.000,,10:76;16:2306;,0.000,0.000,0.000,,,,0.000,6727.000,15.000,8.000,4.972,0.133,9.990,9.990,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,67270.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,8361.716,1681.750,8361.716,1681.750,1457.517,1417.946,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",6727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6727.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4823.951,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6727.000,6727.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
59,59,bpr,19,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,10282.000,-1.000,0.000,,18:700;21:1700;,0.000,0.000,0.000,,,,0.000,10282.000,15.000,16.000,9.944,0.267,9.990,9.990,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,102820.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,25561.219,2570.500,25561.219,2570.500,1885.033,1764.069,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",10282.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10282.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5002.608,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10282.000,10282.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
60,60,bpr,20,18,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,12426.000,-1.000,0.000,,7:5254;16:5872;,0.000,0.000,0.000,,,,0.000,12426.000,15.000,16.000,9.944,0.267,5.309,5.309,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,124260.000,0.955,1.142,6.422,0.083,60.000,51.000,0.400,4.000,0.234,0.075,30891.236,3106.500,30891.236,3106.500,2278.100,2131.912,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",12426.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12426.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,5.309468,0.000000,0.000000,0.000000,5.309468,5.309468,5.309468,5.309468,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12426.000,12426.000,0.000,16.000,16.000,0.000,5.309,5.309,0.000,6.422,6.422,0.000,period-based
61,61,bpr,20,19,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6941.000,-1.000,0.000,,15:1600;17:2641;,0.000,0.000,0.000,,,,0.000,6941.000,15.000,16.000,9.944,0.267,9.990,9.990,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,69410.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,17255.438,1735.250,17255.438,1735.250,1272.517,1190.858,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",6941.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6941.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5002.608,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6941.000,6941.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
